Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand
N2188-1.Q2.I.170320_0143.C.063405.061035N3413.0060.nh.fits,2017-03-20T01:43:00.000,C,487,809.071747685,92.6547142032,-34.1410844125,57.7957208309,25.9778006204,19.2033469734,0.0435108016604,21.6344470351,2.97882913059,1.59151360507,0.0384944058434,0.0104342407135
N2188-1.Q2.I.161201_0520.C.040326.061035N3413.0060.nh.fits,2016-12-01T05:20:00.000,C,488,700.222777778,92.6538122951,-34.1410167904,0.526393496733,0.304494471797,24.3292969191,3.63571246002,21.7956216077,2.59905593314,1.52952413536,3.28413187306,0.566412353244
N2188-1.Q2.I.170402_1157.A.051839.061035N3413.0060.nh.fits,2017-04-02T11:57:00.000,A,489,822.497939815,92.6536695431,-34.1410766106,30.5162685861,2.71735399012,19.9000859845,0.407458577518,19.8353674465,5.99780248438,1.75886569576,0.368005053312,0.0637762318149
N2188-1.Q2.I.170113_0130.C.049021.061035N3413.0060.nh.fits,2017-01-13T01:30:00.000,C,490,743.063125,92.6546885329,-34.1410806395,54.3539765051,21.8652118348,19.2703278516,0.0515000928009,21.4810187557,2.78728825553,1.26050245058,0.0457347501389,0.0116965592528
N2188-1.Q2.I.161218_0449.C.043606.061035N3413.0060.nh.fits,2016-12-18T04:49:00.000,C,491,717.201342593,92.654758831,-34.1412016089,-0.739432693171,-0.543758644813,nan,nan,22.1723321498,1.78145651324,1.40915960503,-1.8390512216,-0.322270850292
N2188-1.Q2.I.170301_1240.A.047104.061035N3413.0060.nh.fits,2017-03-01T12:40:00.000,A,492,790.527986111,92.6546763343,-34.1410854041,62.2306498277,10.8457585959,19.1226900412,0.102704589673,20.6073786213,3.47290257573,1.78960597528,0.0922019415389,0.0190162973661
N2188-1.Q2.I.170307_1241.A.048111.061035N3413.0060.nh.fits,2017-03-07T12:41:00.000,A,493,796.528958333,92.6547631545,-34.1411191988,nan,nan,nan,nan,16.8952907588,3.47290257573,1.78960597528,0.0922019415389,0.0190162973661
N2188-1.Q2.I.170404_1822.S.002463.061035N3413.0060.nh.fits,2017-04-04T18:22:00.000,S,494,824.76587963,92.6546805785,-34.1410707368,51.8211861851,11.4239127436,19.3223864707,0.0975641544559,20.8124391075,3.66877223857,1.5768721443,0.0875356826025,0.0183123903614
N2188-1.Q2.I.161217_2137.S.046477.061035N3413.0060.nh.fits,2016-12-17T21:37:00.000,S,495,716.900902778,92.6538984486,-34.1409851704,3.00459514137,1.47067006065,22.4290306002,0.752845969348,21.6717239415,2.62900029391,2.01923078819,0.67996216606,0.117761935103
N2188-1.Q2.I.161023_1731.A.029129.061035N3413.0060.nh.fits,2016-10-23T17:31:00.000,A,496,661.729930556,92.6536763474,-34.141035605,8.59279412413,2.42330102803,21.2826833039,0.456974827654,21.0756380482,3.49759480475,1.82712234,0.412660246677,0.0719091790011
N2188-1.Q2.I.170416_0907.A.054231.061035N3413.0060.nh.fits,2017-04-16T09:07:00.000,A,497,836.380289352,92.6548440393,-34.1411986095,nan,nan,nan,nan,18.3549328436,3.49759480475,1.82712234,0.412660246677,0.0719091790011
N2188-1.Q2.I.170129_1928.S.053346.061035N3413.0060.nh.fits,2017-01-29T19:28:00.000,S,498,759.81162037,92.6546716999,-34.1410761208,71.8105515528,27.9443887273,18.9664840181,0.0405152337493,21.4820008071,3.99183320865,1.64397465514,0.0357853596212,0.00993040683643
N2188-1.Q2.I.161213_1705.A.037690.061035N3413.0060.nh.fits,2016-12-13T17:05:00.000,A,499,712.712002315,92.6546298656,-34.1415429748,11.9649370928,0.495699094086,20.9215179592,2.23300099436,18.9721008501,4.54564589802,1.40238382976,2.01735288995,0.346210970131
N2188-1.Q2.I.161216_0153.S.046105.061035N3413.0060.nh.fits,2016-12-16T01:53:00.000,S,500,715.078865741,92.6535127784,-34.141172338,9.70271343127,1.1805030299,21.150153203,0.937481895517,20.1872314899,4.55485275005,1.66338302616,0.847096512818,0.144471596553
N2188-1.Q2.I.170121_1053.A.042307.061035N3413.0060.nh.fits,2017-01-21T10:53:00.000,A,501,751.453715278,92.6546686236,-34.1410839539,66.438324282,19.8157812027,19.051313234,0.0567002155812,21.2100511094,3.4847461254,1.69860143949,0.0504648285005,0.0124310440164
N2188-1.Q2.I.170217_0217.C.056041.061035N3413.0060.nh.fits,2017-02-17T02:17:00.000,C,502,778.09568287,92.6547264693,-34.141084938,65.0435141681,34.6752983945,19.0744604921,0.0328548422997,21.8257053982,2.44761951946,1.6640351269,0.0288389731682,0.00867636816189
N2188-1.Q2.I.170415_1750.S.004329.061035N3413.0060.nh.fits,2017-04-15T17:50:00.000,S,503,835.743587963,92.6548877449,-34.1412018656,nan,nan,nan,nan,20.9706903628,2.44761951946,1.6640351269,0.0288389731682,0.00867636816189
N2188-1.Q2.I.161219_1256.A.038301.061035N3413.0060.nh.fits,2016-12-19T12:56:00.000,A,504,718.539583333,92.6537869319,-34.1410238473,1.64334193838,0.626392793038,23.0873203513,1.76729532243,21.4222126602,3.09451656997,1.62340915424,1.59644237787,0.275050719135
