wavelength,flux
7730.955744,1.85812e-16
7735.171417,1.9588e-16
7739.38709,2.26007e-16
7743.602763,2.58214e-16
7747.818436,2.67438e-16
7752.034109,2.51124e-16
7756.249782,2.25363e-16
7760.465455,2.02893e-16
7764.681128,1.91832e-16
7768.896801,1.77364e-16
7773.112474,1.83466e-16
7777.328147,2.32572e-16
7781.543821,2.50126e-16
7785.759494,2.81391e-16
7789.975167,2.48159e-16
7794.19084,2.41241e-16
7798.406513,2.01149e-16
7802.622186,1.6959e-16
7806.837859,2.03841e-16
7811.053532,2.54896e-16
7815.269205,2.53633e-16
7819.484878,2.62569e-16
7823.700551,2.32981e-16
7827.916224,2.15397e-16
7832.131897,1.71277e-16
7836.34757,2.18627e-16
7840.563244,2.40743e-16
7844.778917,3.32904e-16
7848.99459,2.74189e-16
7853.210263,2.70897e-16
7857.425936,2.57012e-16
7861.641609,2.35652e-16
7865.857282,2.0368e-16
7870.072955,2.02018e-16
7874.288628,2.36009e-16
7878.504301,2.38825e-16
7882.719974,2.61859e-16
7886.935647,2.70797e-16
7891.15132,2.42365e-16
7895.366994,2.17228e-16
7899.582667,1.98111e-16
7903.79834,1.95305e-16
7908.014013,2.96573e-16
7912.229686,3.02684e-16
7916.445359,2.32574e-16
7920.661032,2.33633e-16
7924.876705,1.97766e-16
7929.092378,2.0044e-16
7933.308051,2.27385e-16
7937.523724,2.44444e-16
7941.739397,2.65205e-16
7945.95507,2.45619e-16
7950.170743,2.10309e-16
7954.386417,1.53701e-16
7958.60209,1.42606e-16
7962.817763,1.83571e-16
7967.033436,2.17239e-16
7971.249109,2.22875e-16
7975.464782,2.27769e-16
7979.680455,2.00336e-16
7983.896128,1.91099e-16
7988.111801,2.12705e-16
7992.327474,2.16791e-16
7996.543147,2.25548e-16
8000.75882,2.28668e-16
8004.974493,2.35206e-16
8009.190167,2.04643e-16
8013.40584,1.96186e-16
8017.621513,2.12138e-16
8021.837186,2.13135e-16
8026.052859,2.13917e-16
8030.268532,2.20027e-16
8034.484205,2.19304e-16
8038.699878,2.10189e-16
8042.915551,2.37537e-16
8047.131224,2.23798e-16
8051.346897,1.96473e-16
8055.56257,2.07401e-16
8059.778243,2.13414e-16
8063.993916,2.09172e-16
8068.20959,2.15153e-16
8072.425263,2.09524e-16
8076.640936,2.19454e-16
8080.856609,2.35721e-16
8085.072282,2.13083e-16
8089.287955,2.38065e-16
8093.503628,2.30791e-16
8097.719301,2.43958e-16
8101.934974,2.06411e-16
8106.150647,2.13621e-16
8110.36632,1.91264e-16
8114.581993,1.69868e-16
8118.797666,1.83278e-16
8123.01334,1.57471e-16
8127.229013,1.78444e-16
8131.444686,2.20534e-16
8135.660359,1.91185e-16
8139.876032,2.11587e-16
8144.091705,2.24121e-16
8148.307378,1.91088e-16
8152.523051,1.84001e-16
8156.738724,1.7518e-16
8160.954397,1.34921e-16
8165.17007,1.85338e-16
8169.385743,1.87855e-16
8173.601416,1.90823e-16
8177.817089,2.0898e-16
8182.032763,2.0542e-16
8186.248436,2.0243e-16
8190.464109,1.89854e-16
8194.679782,1.88301e-16
8198.895455,1.73325e-16
8203.111128,2.10888e-16
8207.326801,1.80775e-16
8211.542474,1.67285e-16
8215.758147,1.92521e-16
8219.97382,1.90935e-16
8224.189493,1.78516e-16
8228.405166,1.63666e-16
8232.620839,1.83123e-16
8236.836513,1.86872e-16
8241.052186,1.73977e-16
8245.267859,1.66562e-16
8249.483532,1.72865e-16
8253.699205,1.65751e-16
8257.914878,2.03018e-16
8262.130551,2.04864e-16
8266.346224,1.7353e-16
8270.561897,1.55228e-16
8274.77757,1.52139e-16
8278.993243,1.58236e-16
8283.208916,1.60651e-16
8287.424589,1.73198e-16
8291.640262,1.77468e-16
8295.855936,1.50054e-16
8300.071609,1.56538e-16
8304.287282,1.88116e-16
8308.502955,1.9063e-16
8312.718628,1.9052e-16
8316.934301,1.85545e-16
8321.149974,1.94372e-16
8325.365647,1.89674e-16
8329.58132,1.8124e-16
8333.796993,1.74929e-16
8338.012666,1.73285e-16
8342.228339,1.66498e-16
8346.444012,1.90479e-16
8350.659686,2.05766e-16
8354.875359,2.18472e-16
8359.091032,2.05633e-16
8363.306705,1.94433e-16
8367.522378,1.98447e-16
8371.738051,1.82424e-16
8375.953724,1.54513e-16
8380.169397,1.81307e-16
8384.38507,1.74919e-16
8388.600743,1.84292e-16
8392.816416,1.69095e-16
8397.032089,1.72511e-16
8401.247762,1.957e-16
8405.463435,1.7662e-16
8409.679109,1.83845e-16
8413.894782,1.70317e-16
8418.110455,1.55784e-16
8422.326128,1.64463e-16
8426.541801,1.32492e-16
8430.757474,1.4533e-16
8434.973147,1.66268e-16
8439.18882,1.75705e-16
8443.404493,1.83304e-16
8447.620166,1.44295e-16
8451.835839,1.23949e-16
8456.051512,1.2404e-16
8460.267185,1.10389e-16
8464.482858,1.0837e-16
8468.698532,8.72942e-17
8472.914205,9.94474e-17
8477.129878,1.21559e-16
8481.345551,1.00809e-16
8485.561224,1.27885e-16
8489.776897,9.89704e-17
8493.99257,6.35402e-17
8498.208243,8.69763e-17
8502.423916,9.74265e-17
8506.639589,7.10584e-17
8510.855262,6.91451e-17
8515.070935,6.7471e-17
8519.286608,6.72544e-17
8523.502282,1.08199e-16
8527.717955,1.39143e-16
8531.933628,1.3061e-16
8536.149301,1.13107e-16
8540.364974,1.3484e-16
8544.580647,1.44378e-16
8548.79632,1.47199e-16
8553.011993,1.64569e-16
8557.227666,1.48634e-16
8561.443339,1.86935e-16
8565.659012,1.83443e-16
8569.874685,2.13513e-16
8574.090358,1.97716e-16
8578.306031,2.32072e-16
8582.521705,2.44683e-16
8586.737378,2.19594e-16
8590.953051,2.29246e-16
8595.168724,1.99559e-16
8599.384397,2.04434e-16
8603.60007,2.09725e-16
8607.815743,2.28283e-16
8612.031416,2.47594e-16
8616.247089,2.56984e-16
8620.462762,2.9789e-16
8624.678435,2.82413e-16
8628.894108,2.2323e-16
8633.109781,1.7763e-16
8637.325455,2.28841e-16
8641.541128,1.87995e-16
8645.756801,1.58337e-16
8649.972474,2.00707e-16
8654.188147,2.12109e-16
8658.40382,2.28785e-16
8662.619493,2.48691e-16
8666.835166,2.4763e-16
8671.050839,2.47896e-16
8675.266512,2.06427e-16
8679.482185,1.76956e-16
8683.697858,2.01051e-16
8687.913531,2.10034e-16
8692.129204,2.42589e-16
8696.344878,2.60781e-16
8700.560551,2.89786e-16
8704.776224,3.2217e-16
8708.991897,2.95401e-16
8713.20757,2.89225e-16
8717.423243,2.6883e-16
8721.638916,2.62948e-16
8725.854589,2.81274e-16
8730.070262,3.28023e-16
8734.285935,3.34375e-16
8738.501608,3.47727e-16
8742.717281,3.79056e-16
8746.932954,3.95199e-16
8751.148628,3.58869e-16
8755.364301,3.37692e-16
8759.579974,2.80484e-16
8763.795647,3.22716e-16
8768.01132,2.66609e-16
8772.226993,3.22083e-16
8776.442666,3.33568e-16
8780.658339,3.79827e-16
8784.874012,3.71176e-16
8789.089685,3.99929e-16
8793.305358,3.77484e-16
8797.521031,3.66408e-16
8801.736704,3.39879e-16
8805.952377,2.9153e-16
8810.168051,2.96511e-16
8814.383724,2.97526e-16
8818.599397,3.23589e-16
8822.81507,3.06943e-16
8827.030743,3.18315e-16
8831.246416,3.3337e-16
8835.462089,3.11751e-16
8839.677762,2.90357e-16
8843.893435,2.86023e-16
8848.109108,2.87822e-16
8852.324781,2.81647e-16
8856.540454,2.62101e-16
8860.756127,2.53983e-16
8864.9718,2.45937e-16
8869.187474,2.41928e-16
8873.403147,3.22715e-16
8877.61882,3.56173e-16
8881.834493,3.11413e-16
8886.050166,2.94493e-16
8890.265839,2.5391e-16
8894.481512,2.17885e-16
8898.697185,2.17408e-16
8902.912858,2.15815e-16
8907.128531,1.8916e-16
8911.344204,2.2049e-16
8915.559877,2.42534e-16
8919.77555,2.56596e-16
8923.991224,2.09006e-16
8928.206897,2.36758e-16
8932.42257,2.29805e-16
8936.638243,2.40799e-16
8940.853916,2.12711e-16
8945.069589,1.6355e-16
8949.285262,1.1883e-16
8953.500935,1.07229e-16
8957.716608,1.08032e-16
8961.932281,1.39694e-16
8966.147954,1.69955e-16
8970.363627,1.88502e-16
8974.5793,1.92798e-16
8978.794973,2.02185e-16
8983.010647,1.80384e-16
8987.22632,1.68544e-16
8991.441993,1.79076e-16
8995.657666,1.52215e-16
8999.873339,1.56584e-16
9004.089012,1.80902e-16
9008.304685,1.56355e-16
9012.520358,1.44338e-16
9016.736031,1.20141e-16
9020.951704,1.48564e-16
9025.167377,1.47786e-16
9029.38305,1.76438e-16
9033.598723,2.28524e-16
9037.814397,1.79522e-16
9042.03007,2.03853e-16
9046.245743,1.82699e-16
9050.461416,1.54311e-16
9054.677089,1.55236e-16
9058.892762,1.56168e-16
9063.108435,1.10279e-16
9067.324108,1.45716e-16
9071.539781,1.12236e-16
9075.755454,1.48692e-16
9079.971127,1.75851e-16
9084.1868,1.83658e-16
9088.402473,1.96279e-16
9092.618146,1.89655e-16
9096.83382,1.42792e-16
9101.049493,1.80599e-16
9105.265166,1.78049e-16
9109.480839,1.26344e-16
9113.696512,1.31135e-16
9117.912185,1.37213e-16
9122.127858,1.11374e-16
9126.343531,1.00954e-16
9130.559204,1.09983e-16
9134.774877,1.26919e-16
9138.99055,1.44202e-16
9143.206223,1.48096e-16
9147.421896,1.52306e-16
9151.63757,1.09216e-16
9155.853243,1.09391e-16
9160.068916,1.13022e-16
9164.284589,1.40708e-16
9168.500262,1.35166e-16
9172.715935,1.13394e-16
9176.931608,1.27953e-16
9181.147281,1.37574e-16
9185.362954,1.59093e-16
9189.578627,1.53196e-16
9193.7943,1.45238e-16
9198.009973,1.62549e-16
9202.225646,1.66421e-16
9206.441319,1.85131e-16
9210.656993,1.67393e-16
9214.872666,1.42908e-16
9219.088339,1.39143e-16
9223.304012,9.70021e-17
9227.519685,1.28996e-16
9231.735358,1.46754e-16
9235.951031,1.25935e-16
9240.166704,1.5103e-16
9244.382377,1.74869e-16
9248.59805,1.53087e-16
9252.813723,1.38277e-16
9257.029396,1.28582e-16
9261.245069,1.34471e-16
9265.460743,1.53939e-16
9269.676416,1.51546e-16
9273.892089,1.25857e-16
9278.107762,1.32068e-16
9282.323435,1.52972e-16
9286.539108,9.25653e-17
9290.754781,7.41774e-17
9294.970454,9.42352e-17
9299.186127,1.17176e-16
9303.4018,1.50317e-16
9307.617473,1.51435e-16
9311.833146,1.32273e-16
9316.048819,1.36681e-16
9320.264492,1.09237e-16
9324.480166,5.32965e-17
9328.695839,1.33305e-16
9332.911512,1.09064e-16
9337.127185,7.99691e-17
9341.342858,1.41261e-16
9345.558531,2.50541e-16
9349.774204,1.48536e-16
9353.989877,1.49678e-16
9358.20555,2.16806e-16
9362.421223,1.35264e-16
9366.636896,1.13133e-16
9370.852569,1.18095e-16
9375.068242,8.72504e-17
9379.283916,5.72177e-17
9383.499589,1.1582e-16
9387.715262,1.61614e-16
9391.930935,1.44367e-16
9396.146608,1.80673e-16
9400.362281,1.29612e-16
9404.577954,1.56249e-16
9408.793627,1.98376e-16
9413.0093,1.55421e-16
9417.224973,1.87643e-16
9421.440646,1.32726e-16
9425.656319,7.77926e-17
9429.871992,9.12216e-17
9434.087665,1.51704e-16
9438.303339,8.57028e-17
9442.519012,9.35136e-17
9446.734685,1.6177e-16
9450.950358,1.7329e-16
9455.166031,1.52414e-16
9459.381704,1.53536e-16
9463.597377,1.6014e-16
9467.81305,1.93751e-16
9472.028723,1.059e-16
9476.244396,9.34914e-17
9480.460069,1.3797e-16
9484.675742,8.87668e-17
9488.891415,7.19144e-17
9493.107089,5.86215e-17
9497.322762,4.87202e-17
9501.538435,8.15597e-17
9505.754108,1.07088e-16
9509.969781,1.42578e-16
9514.185454,1.403e-16
9518.401127,1.11126e-16
9522.6168,1.19086e-16
9526.832473,1.32261e-16
9531.048146,1.27592e-16
9535.263819,1.82329e-16
9539.479492,1.55488e-16
9543.695165,5.89012e-17
9547.910838,1.29489e-16
9552.126512,2.0434e-16
9556.342185,1.4931e-16
9560.557858,1.39679e-16
9564.773531,1.28804e-16
9568.989204,1.77384e-16
9573.204877,1.36623e-16
9577.42055,9.61022e-17
9581.636223,1.55253e-16
9585.851896,1.27846e-16
9590.067569,1.08874e-16
9594.283242,6.80734e-17
9598.498915,5.43339e-17
9602.714588,1.51975e-16
9606.930261,1.40453e-16
9611.145935,1.49894e-16
9615.361608,1.3633e-16
9619.577281,1.25766e-16
9623.792954,1.11487e-16
9628.008627,1.19405e-16
9632.2243,1.37876e-16
9636.439973,1.28951e-16
9640.655646,9.30889e-17
9644.871319,1.2805e-16
9649.086992,1.8583e-16
9653.302665,1.66069e-16
9657.518338,1.35085e-16
9661.734011,1.07601e-16
9665.949685,1.4402e-16
9670.165358,1.72113e-16
9674.381031,1.32784e-16
9678.596704,1.43164e-16
9682.812377,1.25425e-16
9687.02805,1.72069e-16
9691.243723,1.63533e-16
9695.459396,1.12279e-16
9699.675069,1.27095e-16
9703.890742,1.4321e-16
9708.106415,1.54096e-16
9712.322088,1.59473e-16
9716.537761,1.65382e-16
9720.753434,1.3956e-16
9724.969108,1.00457e-16
9729.184781,1.06545e-16
9733.400454,1.25938e-16
9737.616127,1.80426e-16
9741.8318,1.68682e-16
9746.047473,1.1784e-16
9750.263146,7.21818e-17
9754.478819,6.50827e-17
9758.694492,1.07944e-16
9762.910165,1.47112e-16
9767.125838,1.63559e-16
9771.341511,1.05676e-16
9775.557184,5.04465e-17
9779.772858,8.6423e-17
9783.988531,1.46942e-16
9788.204204,1.39834e-16
9792.419877,1.15152e-16
9796.63555,2.19173e-16
9800.851223,1.59839e-16
9805.066896,2.22917e-16
9809.282569,2.16723e-16
9813.498242,2.53833e-16
9817.713915,1.56815e-16
9821.929588,1.26582e-16
9826.145261,1.44434e-16
9830.360934,2.2452e-16
9834.576607,1.9481e-16
9838.792281,1.1988e-16
9843.007954,8.17679e-17
9847.223627,9.9088e-17
9851.4393,1.30908e-16
9855.654973,1.68637e-16
9859.870646,1.51021e-16
9864.086319,1.56348e-16
9868.301992,1.5095e-16
9872.517665,1.45998e-16
9876.733338,1.61286e-16
9880.949011,1.22808e-16
9885.164684,8.68035e-17
9889.380357,1.86717e-16
9893.596031,1.5584e-16
9897.811704,9.8164e-17
9902.027377,1.45226e-16
9906.24305,1.38557e-16
9910.458723,1.16749e-16
9914.674396,2.11634e-16
9918.890069,7.51686e-17
9923.105742,5.66468e-17
9927.321415,6.18158e-17
9931.537088,1.61302e-16
9935.752761,1.33455e-16
9939.968434,1.30967e-16
9944.184107,1.32801e-16
9948.39978,7.35909e-17
9952.615454,2.98677e-16
9956.831127,1.72689e-16
9961.0468,3.54813e-17
9965.262473,1.37212e-16
9969.478146,1.37549e-16
9973.693819,1.40106e-16
9977.909492,8.80467e-17
9982.125165,6.07733e-17
9986.340838,1.31953e-16
9990.556511,1.32726e-16
9994.772184,2.00891e-16
9998.987857,1.78485e-16
10003.20353,9.693e-17
10007.4192,9.65874e-17
