Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2188-1.Q2.B.170107_0633.C.047697.061035N3413.0060.nh.fits,2017-01-07T06:33:00.000,C,0,372.273541667,92.6547446107,-34.1410853688,76.602784213,18.3717948151,19.3934073601,0.0594179861955,21.4153048281
N2188-1.Q2.B.170112_0350.C.048842.061035N3413.0060.nh.fits,2017-01-12T03:50:00.000,C,1,377.160324074,92.6547420772,-34.1410927516,71.841812954,14.0908170874,19.463409946,0.0774458199235,21.1856183792
N2188-1.Q2.B.161215_0147.S.045903.061035N3413.0060.nh.fits,2016-12-15T01:47:00.000,S,2,349.074872685,92.6547966267,-34.1411976426,nan,nan,nan,nan,21.1427424802
N2188-1.Q2.B.170410_1751.S.003293.061035N3413.0060.nh.fits,2017-04-10T17:51:00.000,S,3,465.744074074,92.6547809907,-34.1411271311,nan,nan,nan,nan,21.059417091
N2188-1.Q2.B.170216_0324.C.055812.061035N3413.0060.nh.fits,2017-02-16T03:24:00.000,C,4,412.142071759,92.6547754268,-34.1410939745,35.0227306753,13.2629885586,20.2472224707,0.0822692784553,21.8569428584
N2188-1.Q2.B.170301_0104.C.058963.061035N3413.0060.nh.fits,2017-03-01T01:04:00.000,C,5,425.044722222,92.6547345378,-34.1411025742,27.3646524592,16.3609161569,20.5164085605,0.0666981709918,22.4612480947
N2188-1.Q2.B.170317_0934.A.049704.061035N3413.0060.nh.fits,2017-03-17T09:34:00.000,A,6,441.398645833,92.654767221,-34.1411056902,23.9368812094,10.9808290947,20.6624119597,0.0993635884239,22.1028649356
N2188-1.Q2.B.161206_0758.C.041597.061035N3413.0060.nh.fits,2016-12-06T07:58:00.000,C,7,340.332615741,92.6547708017,-34.141127306,nan,nan,nan,nan,21.4847101933
N2188-1.Q2.B.170227_2003.S.058905.061035N3413.0060.nh.fits,2017-02-27T20:03:00.000,S,8,423.835706019,92.6547591527,-34.1411123448,30.3603133037,13.4485523793,20.4030763844,0.0811372838948,22.0769411264
N2188-1.Q2.B.170301_1235.A.047102.061035N3413.0060.nh.fits,2017-03-01T12:35:00.000,A,9,425.524768519,92.6547286922,-34.1411176671,32.115141174,14.4208322481,20.3417745752,0.0756695297601,22.0880397919
N2188-1.Q2.B.170115_0127.C.049495.061035N3413.0060.nh.fits,2017-01-15T01:27:00.000,C,10,380.060659722,92.6547247848,-34.1410889007,64.0083064606,18.9766469617,19.5893640039,0.0575191149226,21.6144146548
N2188-1.Q2.B.170127_0230.C.052004.061035N3413.0060.nh.fits,2017-01-27T02:30:00.000,C,11,392.104502315,92.6547439315,-34.1410924084,44.3715369654,15.0056741436,19.9891032474,0.0727250696244,21.7480878758
