Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand
N2188-1.Q2.B.161219_0157.S.046844.061035N3413.0060.nh.fits,2016-12-19T01:57:00.000,S,0,353.081261574,92.654844207,-34.1411153228,-0.306866875124,-0.262532612729,nan,nan,22.7563058244,3.57103595968,1.35829484495,-3.80905057701,-0.555303599625
N2188-1.Q2.B.170117_0123.C.049961.061035N3413.0060.nh.fits,2017-01-17T01:23:00.000,C,1,382.058275463,92.6547431168,-34.1411012996,60.1872812208,42.2000292176,19.7189610417,0.0264224673684,23.0875804544,3.48156170963,1.54927944001,0.0236966660578,0.00500636402637
N2188-1.Q2.B.170303_0319.C.059500.061035N3413.0060.nh.fits,2017-03-03T03:19:00.000,C,2,427.138715278,92.654736497,-34.141089588,24.9263564201,24.7346760875,20.6806700057,0.0448225865718,23.2355610805,3.30976593832,1.50836912746,0.0404290719823,0.00731728016061
N2188-1.Q2.B.170309_0213.C.060754.061035N3413.0060.nh.fits,2017-03-09T02:13:00.000,C,3,433.092453704,92.6546505226,-34.1411711881,28.1891915162,9.6014274257,20.546469371,0.115003870211,21.9723932924,2.88439055224,1.67949339267,0.104151180409,0.0162839131256
N2188-1.Q2.B.170328_1939.S.000418.061035N3413.0060.nh.fits,2017-03-28T19:39:00.000,S,4,452.819247685,92.6547419466,-34.1412108994,16.5559539607,6.15842938365,21.1270639373,0.179081960851,21.9402801085,5.6109571473,1.45276563404,0.162379064158,0.0240651530464
N2188-1.Q2.B.161212_0642.C.042668.061035N3413.0060.nh.fits,2016-12-12T06:42:00.000,C,5,346.279224537,92.6547961567,-34.1411137845,-0.274534269433,-0.497521278508,nan,nan,23.5250913651,2.18779284365,1.3362992493,-2.00996428334,-0.300826458065
N2188-1.Q2.B.161130_1357.A.035423.061035N3413.0060.nh.fits,2016-11-30T13:57:00.000,A,6,334.581412037,92.6548584071,-34.1411296268,-8.30109516256,-1.3336889218,nan,nan,20.9889664219,7.36814680123,1.53117587255,-0.749800034815,-0.107801270328
N2188-1.Q2.B.170307_0056.C.060327.061035N3413.0060.nh.fits,2017-03-07T00:56:00.000,C,7,431.038923611,92.6547188297,-34.1410911083,17.6884210136,16.4435021353,21.0548819776,0.0672758551875,23.0689239371,2.54897871115,1.69861059408,0.060814295627,0.0102217126162
N2188-1.Q2.B.170402_2027.S.001903.061035N3413.0060.nh.fits,2017-04-02T20:27:00.000,S,8,457.85275463,92.6547136927,-34.1411118603,15.9594659966,10.9142314506,21.1670948032,0.101176561675,22.6456202504,4.08388289579,1.41048385388,0.0916234921833,0.0143594898263
N2188-1.Q2.B.170121_2018.S.052067.061035N3413.0060.nh.fits,2017-01-21T20:18:00.000,S,9,386.844664352,92.6547584777,-34.1411070026,55.5875783244,25.3319835622,19.8056927939,0.0437540930252,22.2320378167,4.92188810285,1.41937487309,0.0394757874979,0.00708472748193
N2188-1.Q2.B.161206_0651.C.041567.061035N3413.0060.nh.fits,2016-12-06T06:51:00.000,C,10,340.285451389,92.6548258145,-34.1412116523,-0.197145957375,-0.351432675119,nan,nan,23.5643327781,2.34344418805,1.65590739136,-2.84549522796,-0.419226418671
N2188-1.Q2.B.170113_0703.C.049170.061035N3413.0060.nh.fits,2017-01-13T07:03:00.000,C,11,378.293773148,92.6547920027,-34.1411129459,70.2540692503,20.5815546239,19.5502381439,0.0537930205893,21.6778659974,4.31075030955,1.3421847383,0.0485871946156,0.00840326503548
N2188-1.Q2.B.170307_1957.S.061073.061035N3413.0060.nh.fits,2017-03-07T19:57:00.000,S,12,431.831597222,92.6547479329,-34.1411637041,28.6407825326,14.5827565009,20.5291308951,0.0757843261602,22.3402163812,3.98940363494,1.60183290404,0.0685741409682,0.0110987593801
N2188-1.Q2.B.170318_1819.S.063706.061035N3413.0060.nh.fits,2017-03-18T18:19:00.000,S,13,442.763298611,92.6547837561,-34.1411000117,20.165897252,6.73342768191,20.9118776272,0.163805422931,21.7783213807,7.09727202311,1.42736423315,0.1485127705,0.0221105154815
N2188-1.Q2.B.161115_0630.C.036952.061035N3413.0060.nh.fits,2016-11-15T06:30:00.000,C,14,319.271053241,92.6548761402,-34.1411403339,-8.00577460843,-2.56040990989,nan,nan,21.7005740126,6.00772348984,1.81268670865,-0.390562462728,-0.0574768893425
N2188-1.Q2.B.161217_2133.S.046475.061035N3413.0060.nh.fits,2016-12-17T21:33:00.000,S,15,351.898194444,92.6547941581,-34.1411943221,-2.49728084052,-2.54713410368,nan,nan,23.0248322749,3.18766713346,1.59707588339,-0.39259809625,-0.0574256536991
N2188-1.Q2.B.161116_0022.S.041443.061035N3413.0060.nh.fits,2016-11-16T00:22:00.000,S,16,320.015856481,92.6547933333,-34.1411114617,-0.063593893216,-0.0592641745615,nan,nan,22.8932882333,3.18687655496,1.38400156375,-16.873600407,-2.46524629402
N2188-1.Q2.B.170309_0955.A.048420.061035N3413.0060.nh.fits,2017-03-09T09:55:00.000,A,17,433.413472222,92.654835219,-34.1411406499,27.8469228836,12.1437344746,20.5597965561,0.090949733006,22.1199254884,4.16647490055,1.51097666576,0.0823469915365,0.0130052132259
N2188-1.Q2.B.170309_0333.C.060788.061035N3413.0060.nh.fits,2017-03-09T03:33:00.000,C,18,433.148287037,92.6547621938,-34.1411082421,45.7529108043,9.2485454005,20.0181050654,0.119361838924,21.2657050885,5.81233084285,1.98921060496,0.108125111214,0.0167259832849
N2188-1.Q2.B.170418_0933.A.054899.061035N3413.0060.nh.fits,2017-04-18T09:33:00.000,A,19,473.398263889,92.6547778057,-34.1413745333,4.65022862984,0.821717331301,22.5123814572,1.34126476183,21.0859973533,5.84113169609,1.65667352295,1.21696350059,0.174771372375
N2188-1.Q2.B.170307_2103.S.061104.061035N3413.0060.nh.fits,2017-03-07T21:03:00.000,S,20,431.877650463,92.6547494584,-34.1411319077,33.1823616478,12.8134635696,20.3685577947,0.0862021082272,22.0270147445,4.46917743518,1.50819384409,0.0780429112371,0.0123612556798
N2188-1.Q2.B.161130_0506.C.040090.061035N3413.0060.nh.fits,2016-11-30T05:06:00.000,C,21,334.21318287,92.6548381986,-34.1411745174,-1.21541910168,-1.50688319204,nan,nan,23.2256288274,2.99845444992,1.50068587095,-0.663621444105,-0.0969449334993
N2188-1.Q2.B.161215_0147.S.045903.061035N3413.0060.nh.fits,2016-12-15T01:47:00.000,S,22,349.074872685,92.6545335147,-34.1414499069,3.83293847712,2.83956223394,22.7232449098,0.388328530248,22.6039395407,3.34727831203,1.4568291843,0.35216696012,0.0517932716945
N2188-1.Q2.B.170221_1247.A.045803.061035N3413.0060.nh.fits,2017-02-21T12:47:00.000,A,23,417.532696759,92.6547731579,-34.1411407545,37.6732375576,25.1254885441,20.2300821572,0.0441199778615,22.7957672392,4.13737762007,1.62623882748,0.0398002211278,0.00717551954972
N2188-1.Q2.B.170116_2031.S.050939.061035N3413.0060.nh.fits,2017-01-16T20:31:00.000,S,24,381.85494213,92.6546943417,-34.1411669592,102.852668474,18.795286165,19.1343914167,0.0588812751811,21.1626224963,11.1998154496,1.33306093876,0.0532048297228,0.00907119523698
N2188-1.Q2.B.170211_1234.A.044423.061035N3413.0060.nh.fits,2017-02-11T12:34:00.000,A,25,407.523657407,92.6547863739,-34.1410432109,35.054504935,11.1583165242,20.3086803917,0.0989530933339,21.7900040725,4.10553111603,1.64359010587,0.0896192537496,0.0139845153981
N2188-1.Q2.B.161201_0411.C.040294.061035N3413.0060.nh.fits,2016-12-01T04:11:00.000,C,26,335.174398148,92.6548340372,-34.1412120731,-0.156816946402,-0.204608901848,nan,nan,23.255860054,3.62486063571,1.34084148656,-4.88737289026,-0.710829133436
N2188-1.Q2.B.161216_0630.C.043173.061035N3413.0060.nh.fits,2016-12-16T06:30:00.000,C,27,350.271458333,92.6551912698,-34.1404906993,0.00274612057536,0.00527662829614,30.6230132724,209.04494172,23.6524770926,2.28651579683,1.28955422843,189.514959909,28.3096947394
N2188-1.Q2.B.161217_1413.A.037950.061035N3413.0060.nh.fits,2016-12-17T14:13:00.000,A,28,351.592476852,92.6547803449,-34.1411820464,-8.37083239394,-1.06713879495,nan,nan,20.7163787825,6.11038545204,1.46193685482,-0.937085227088,-0.134598784108
