Name,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2188-1.Q2.B.161025_0816.C.032886.061035N3413.0060.nh.fits,147,663.344513889,92.654877006,-34.1411734428,-0.192030738008,-0.379112203619,nan,nan,23.7045088124
N2188-1.Q2.B.161202_0413.C.040527.061035N3413.0060.nh.fits,148,701.176273148,92.6548249361,-34.1411760182,-0.00740029522759,-0.0141652420166,nan,nan,23.7438009253
N2188-1.Q2.B.170215_0222.C.055526.061035N3413.0060.nh.fits,149,776.098668981,92.6547341183,-34.1410828948,15.6541068985,23.2343905462,21.1881706354,0.0479209976634,23.9550033403
N2188-1.Q2.B.170331_2016.S.001311.061035N3413.0060.nh.fits,150,820.844895833,92.6547633432,-34.1411175126,13.5651928543,11.4058773835,21.3444228702,0.097071763696,22.9299854463
N2188-1.Q2.B.161217_1519.A.037978.061035N3413.0060.nh.fits,151,716.638472222,92.6547586333,-34.1411965676,nan,nan,nan,nan,21.4538085267
N2188-1.Q2.B.170218_1043.A.044923.061035N3413.0060.nh.fits,152,779.447106481,92.6548608302,-34.1411803815,17.1783930851,5.82967472427,21.0868007818,0.189528094318,21.832388184
N2188-1.Q2.B.170219_0326.C.056589.061035N3413.0060.nh.fits,153,780.143148148,92.6547524719,-34.1410785833,18.5907305502,21.403189518,21.0006042146,0.0519514986612,23.5020287997
N2188-1.Q2.B.161208_0558.C.042049.061035N3413.0060.nh.fits,154,707.248958333,92.6548416556,-34.1411580232,-0.679274926588,-0.775338130457,nan,nan,23.116351133
N2188-1.Q2.B.170131_2030.S.053868.061035N3413.0060.nh.fits,155,761.854351852,92.6547570683,-34.1411004338,34.3424794828,30.0040666398,20.3310678145,0.0372176077113,23.303536039
N2188-1.Q2.B.170130_2028.S.053618.061035N3413.0060.nh.fits,156,760.852905093,92.6548184614,-34.1411066245,32.1457508351,18.7921158925,20.4031824947,0.0590722531733,22.5507350415
N2188-1.Q2.B.170320_0138.C.063403.061035N3413.0060.nh.fits,157,809.068761574,92.6547587656,-34.141078554,12.7015688064,17.2897590439,21.4161872116,0.0641888447964,23.7242449006
N2188-1.Q2.B.161026_0641.C.033098.061035N3413.0060.nh.fits,158,664.279155093,92.6546565146,-34.1413702928,0.344319746209,0.498130323148,25.3522285459,2.2168010791,23.3811291821
N2188-1.Q2.B.170218_1412.A.045019.061035N3413.0060.nh.fits,159,779.592118056,92.6548186077,-34.1411102529,nan,nan,nan,nan,20.5170046025
N2188-1.Q2.B.170125_0128.C.051503.061035N3413.0060.nh.fits,160,755.061574074,92.6547641736,-34.1410909006,37.1124755736,31.7755690499,20.2464428619,0.0351765194384,23.2704187409
N2188-1.Q2.B.170111_0427.C.048616.061035N3413.0060.nh.fits,161,741.185949074,92.6547252923,-34.1410659046,25.0831928216,32.8669868782,20.6738272774,0.0340649511651,24.0802053922
N2188-1.Q2.B.170307_0204.C.060358.061035N3413.0060.nh.fits,162,796.086539352,92.6547477997,-34.1410921122,15.9610318276,20.5295263532,21.1669877723,0.054145175634,23.6957793352
N2188-1.Q2.B.170123_0243.C.051297.061035N3413.0060.nh.fits,163,753.113333333,92.6547439149,-34.1411284174,97.1075797681,20.6052660973,19.1970970498,0.0539314961657,21.4396632464
N2188-1.Q2.B.170215_0329.C.055556.061035N3413.0060.nh.fits,164,776.145208333,92.6547716118,-34.1410762298,23.5045151737,19.6947053489,20.7447448538,0.0564099627395,23.0506680489
N2188-1.Q2.B.170331_1200.A.051295.061035N3413.0060.nh.fits,165,820.50005787,92.6551809769,-34.1411893798,8.87995728232,1.80807840627,21.806668791,0.610792965249,21.2583844565
N2188-1.Q2.B.161129_0724.C.039907.061035N3413.0060.nh.fits,166,698.308726852,92.6547813053,-34.1411960802,nan,nan,nan,nan,23.6150940113
N2188-1.Q2.B.170119_0158.C.050442.061035N3413.0060.nh.fits,167,749.08244213,92.6547480174,-34.1410923645,37.7455790731,35.7101688327,20.2279892886,0.0313641792366,23.4625277758
N2188-1.Q2.B.170415_1849.S.004357.061035N3413.0060.nh.fits,168,835.78462963,92.6548383776,-34.1413307318,2.39157206794,0.782243374843,23.23782403,1.41128869965,21.7735687314
N2188-1.Q2.B.161219_1510.A.038361.061035N3413.0060.nh.fits,169,718.632430556,92.6547804748,-34.1411692914,nan,nan,nan,nan,22.2185323403
N2188-1.Q2.B.161213_1547.A.037656.061035N3413.0060.nh.fits,170,712.657997685,92.6553575862,-34.1412814111,23.3380560494,2.28234011244,20.7524984405,0.483928572735,20.444445371
N2188-1.Q2.B.170212_0217.C.054732.061035N3413.0060.nh.fits,171,773.095451389,92.6547115776,-34.141093106,12.816955049,19.8852115836,21.4063213417,0.0559121052269,23.9368984578
N2188-1.Q2.B.170216_0434.C.055842.061035N3413.0060.nh.fits,172,777.190393519,92.654716843,-34.1410914225,22.2480851349,22.8866535519,20.8046778069,0.0486126287119,23.3794963325
N2188-1.Q2.B.170121_1913.S.052037.061035N3413.0060.nh.fits,173,751.799537037,92.6547334374,-34.1411238098,45.4376282111,27.0324153855,20.025648791,0.0412360484361,22.66016925
N2188-1.Q2.B.170317_0154.C.062593.061035N3413.0060.nh.fits,174,806.079490741,92.6547330694,-34.1410627832,12.9951947129,17.7291122147,21.3912545417,0.0626135748804,23.7040239618
N2188-1.Q2.B.170119_0307.C.050472.061035N3413.0060.nh.fits,175,749.130289352,92.6547378156,-34.1410727527,29.2795898427,33.2521718796,20.5050656613,0.0336476234005,23.8363130424
N2188-1.Q2.B.170227_1032.A.046885.061035N3413.0060.nh.fits,176,788.439456019,92.6547682148,-34.1410903941,26.6448509798,15.2217775078,20.6079363143,0.0728109594397,22.5359461065
N2188-1.Q2.B.170303_1301.A.047445.061035N3413.0060.nh.fits,177,792.542430556,92.6547748939,-34.1411382311,32.9385636125,6.16228232425,20.3766028158,0.179315529972,21.2062626982
N2188-1.Q2.B.161221_0155.S.047321.061035N3413.0060.nh.fits,178,720.080081019,92.6548718599,-34.1411351296,nan,nan,nan,nan,21.5780759659
N2188-1.Q2.B.161116_0022.S.041443.061035N3413.0060.nh.fits,179,685.015868056,92.6547933333,-34.1411114617,-0.698175154066,-0.84382315092,nan,nan,23.1837169452
N2188-1.Q2.B.170208_0116.C.053765.061035N3413.0060.nh.fits,180,769.052835648,92.6547257099,-34.1411322083,32.4601065333,7.05165874908,20.3925658616,0.156738182989,21.3628266433
N2188-1.Q2.B.170108_0524.C.047913.061035N3413.0060.nh.fits,181,738.225162037,92.654738153,-34.1410726254,34.1282920921,38.0207658635,20.3378931505,0.0295288527264,23.8844246198
N2188-1.Q2.B.170108_0422.C.047883.061035N3413.0060.nh.fits,182,738.182048611,92.6547273698,-34.1410783823,30.4867042861,36.7928368829,20.4609913916,0.0304964710427,24.0602005892
N2188-1.Q2.B.170202_0250.C.052765.061035N3413.0060.nh.fits,183,763.118275463,92.6547462009,-34.1410877414,21.7273888749,26.6391477321,20.830513979,0.0418435313546,23.7215117987
N2188-1.Q2.B.170219_0105.C.056528.061035N3413.0060.nh.fits,184,780.045613426,92.654735235,-34.1410825604,15.3773177613,21.6319579642,21.2076328738,0.0514059800918,23.7981639489
N2188-1.Q2.B.170305_0159.C.059947.061035N3413.0060.nh.fits,185,794.0828125,92.6547396334,-34.1410838599,13.3786899454,20.3763391169,21.3595259775,0.0545666293921,23.9192943461
N2188-1.Q2.B.161213_0640.C.042912.061035N3413.0060.nh.fits,186,712.278402778,92.6554692975,-34.14201001,0.00280627641192,0.00555031444521,30.599373233,199.068549021,23.7711059294
N2188-1.Q2.B.170416_1749.S.004647.061035N3413.0060.nh.fits,187,836.742974537,92.6548937829,-34.1410595257,2.25645051211,1.10711904274,23.3012712704,0.997192104624,22.2087030968
N2188-1.Q2.B.161023_1618.A.029096.061035N3413.0060.nh.fits,188,661.679502315,92.6552108684,-34.1414496611,2.54057362207,0.683372302061,23.1718882699,1.61552562492,21.5493702039
N2188-1.Q2.B.170110_0317.C.048341.061035N3413.0060.nh.fits,189,740.137164352,92.6547321488,-34.1410784795,24.2292754873,31.7506649327,20.7116137581,0.0352371861989,24.1009116376
N2188-1.Q2.B.170212_0110.C.054702.061035N3413.0060.nh.fits,190,773.048865741,92.654789625,-34.1410879583,20.1337979643,18.7243469324,20.9136155387,0.0593120016721,23.1632672167
N2188-1.Q2.B.170331_1913.S.001281.061035N3413.0060.nh.fits,191,820.800775463,92.6547302395,-34.1411187291,12.8952235602,13.3072873467,21.399679577,0.0832644292543,23.2608687707
N2188-1.Q2.B.170108_0210.C.047822.061035N3413.0060.nh.fits,192,738.090694444,92.6547288367,-34.1411062234,52.7953040781,34.2821833703,19.8619175305,0.0326554116187,22.8238695661
N2188-1.Q2.B.170121_2018.S.052067.061035N3413.0060.nh.fits,193,751.844675926,92.6547583449,-34.1411046157,44.2563412408,24.1435664422,20.0543864391,0.046081880306,22.4771319195
N2188-1.Q2.B.161214_0149.S.045653.061035N3413.0060.nh.fits,194,713.076296296,92.6543731167,-34.1420784327,1.20696397426,0.188289081399,23.9838608128,5.8631718222,20.9420099468
N2188-1.Q2.B.170318_0129.C.062854.061035N3413.0060.nh.fits,195,807.061851852,92.6547081528,-34.1410775222,10.3844288179,16.7801763792,21.6359237873,0.0661584771241,23.9973878265
N2188-1.Q2.B.170321_0149.C.063668.061035N3413.0060.nh.fits,196,810.076284722,92.6547623542,-34.1410755743,13.2388202338,17.7535585429,21.3709915089,0.0625246031794,23.6427057848
N2188-1.Q2.B.170111_0215.C.048556.061035N3413.0060.nh.fits,197,741.094189815,92.6547418593,-34.1410897407,28.2806578201,32.7603688022,20.5429352711,0.0341738609023,23.8319847132
N2188-1.Q2.B.170311_0058.C.061199.061035N3413.0060.nh.fits,198,800.040416667,92.6546742292,-34.1410979047,11.1634107885,14.0793189839,21.5570110848,0.078728838926,23.4745087652
N2188-1.Q2.B.170330_0132.C.000628.061035N3413.0060.nh.fits,199,819.063993056,92.6547921864,-34.1411812476,nan,nan,nan,nan,13.7719878786
N2188-1.Q2.B.161222_2112.S.047583.061035N3413.0060.nh.fits,200,721.883946759,92.654886372,-34.1411553433,-1.09547764155,-1.30413437291,nan,nan,23.1127270089
N2188-1.Q2.B.170131_1924.S.053838.061035N3413.0060.nh.fits,201,761.808576389,92.6547398296,-34.1410914927,34.2564375455,29.2001046576,20.3338045139,0.038222525963,23.2127689098
N2188-1.Q2.B.161219_0555.C.043870.061035N3413.0060.nh.fits,202,718.246550926,92.6548615402,-34.1412273883,0.202856476695,0.586461040607,25.9294184509,1.88417018756,24.2964478192
N2188-1.Q2.B.161219_0053.S.046814.061035N3413.0060.nh.fits,203,718.037106481,92.6550082799,-34.1411575925,1.24058426865,1.88525596357,23.9538877233,0.585927100331,23.5145760434
N2188-1.Q2.B.170223_0215.C.057603.061035N3413.0060.nh.fits,204,784.094398148,92.6547256189,-34.1410907638,22.6125699832,21.1184495207,20.786949904,0.0526156831554,23.1319411702
N2188-1.Q2.B.170305_0311.C.059978.061035N3413.0060.nh.fits,205,794.133298611,92.6547351707,-34.1411003113,16.7134368105,21.3171202928,21.1167357144,0.0521627368924,23.7217734202
N2188-1.Q2.B.161202_1703.A.035731.061035N3413.0060.nh.fits,206,701.710428241,92.6550916866,-34.1407405396,1.26512446876,0.489707460601,23.9325181751,2.25468703585,21.975421438
N2188-1.Q2.B.170211_1341.A.044453.061035N3413.0060.nh.fits,207,772.5703125,92.6548415727,-34.1412865109,11.3051588256,0.295680734138,21.5432459227,3.73367145456,19.0037631136
N2188-1.Q2.B.161217_1616.A.038005.061035N3413.0060.nh.fits,208,716.677858796,92.6548709928,-34.1411127466,-9.71223929463,-0.962976205636,nan,nan,20.4685501194
N2188-1.Q2.B.161202_0636.C.040590.061035N3413.0060.nh.fits,209,701.275543981,92.654397689,-34.1414166456,0.249363568027,0.661347426198,25.7042324083,1.67061485801,24.1595424333
N2188-1.Q2.B.170319_1818.S.063893.061035N3413.0060.nh.fits,210,808.762835648,92.6547981864,-34.1411278395,17.4714591925,7.77788311937,21.0683460174,0.142129340916,22.1653530463
N2188-1.Q2.B.170110_0422.C.048372.061035N3413.0060.nh.fits,211,740.18244213,92.6547355047,-34.1410737834,24.2404697488,31.0714681719,20.7111098415,0.0359924413429,24.058477906
N2188-1.Q2.B.161215_0041.S.045872.061035N3413.0060.nh.fits,212,714.028715278,92.6544394065,-34.1417998357,0.860562804962,0.179418904259,24.3529030941,6.15494500291,21.2538743086
N2188-1.Q2.B.170402_0023.C.001407.061035N3413.0060.nh.fits,213,822.016203704,92.6547341603,-34.1410926002,7.69286650393,12.4533027453,21.9632233644,0.0889484862057,23.7298234136
N2188-1.Q2.B.161024_1622.A.029351.061035N3413.0060.nh.fits,214,662.68224537,92.6548219827,-34.1414470234,3.37155460626,1.83279143244,22.8631674556,0.602587317265,22.3789388583
N2188-1.Q2.B.161212_0642.C.042668.061035N3413.0060.nh.fits,215,711.279236111,92.6547961567,-34.1411137845,-0.187993681645,-0.529109087446,nan,nan,24.0370412794
N2188-1.Q2.B.161202_0741.C.040619.061035N3413.0060.nh.fits,216,701.320393519,92.6548598097,-34.1411374704,-0.1970748374,-0.439882482407,nan,nan,23.8592110065
N2188-1.Q2.B.170417_1912.S.005000.061035N3413.0060.nh.fits,217,837.800543981,92.6541980598,-34.1413816668,1.49666324889,0.496466629673,23.7491651875,2.2236498089,21.7693993652
N2188-1.Q2.B.161225_1134.A.039409.061035N3413.0060.nh.fits,218,724.482407407,92.654717,-34.1411328452,69.0187556945,17.5283766818,19.5695914941,0.0632942345484,21.579690489
N2188-1.Q2.B.170119_1103.A.042188.061035N3413.0060.nh.fits,219,749.460706019,92.6547483623,-34.1411043656,89.4969128865,22.2234148418,19.2861350788,0.0500296596481,21.5925272567
N2188-1.Q2.B.170119_1904.S.051582.061035N3413.0060.nh.fits,220,749.794606481,92.6547401172,-34.14123006,41.6984065875,13.4451313497,20.1193368302,0.0823738138953,21.8098008139
N2188-1.Q2.B.170105_0638.C.047223.061035N3413.0060.nh.fits,221,735.276967593,92.6547460199,-34.1410947078,56.4310271911,40.3404607106,19.7892638084,0.0278486207791,23.1013174693
N2188-1.Q2.B.161219_0448.C.043840.061035N3413.0060.nh.fits,222,718.200405093,92.65486682,-34.1411404879,-0.394268541395,-1.19041265442,nan,nan,24.2675302315
N2188-1.Q2.B.161116_1607.A.033213.061035N3413.0060.nh.fits,223,685.672152778,92.6548135633,-34.1411941995,-4.50233428807,-1.56052664891,nan,nan,21.8596012474
N2188-1.Q2.B.170330_2024.S.001045.061035N3413.0060.nh.fits,224,819.850162037,92.6547566999,-34.1411269979,11.1155141705,4.94396282679,21.5617018666,0.223443218386,22.1373927187
N2188-1.Q2.B.170209_2024.S.055649.061035N3413.0060.nh.fits,225,770.850451389,92.6546843328,-34.1411776804,21.9838549629,6.97984639044,20.8177120413,0.158349967208,21.7752833709
N2188-1.Q2.B.161129_0617.C.039877.061035N3413.0060.nh.fits,226,698.261840278,92.6544757039,-34.1414341518,0.415654260271,0.861630561935,25.1468215356,1.28178393859,23.8218569336
N2188-1.Q2.B.161220_0353.C.044062.061035N3413.0060.nh.fits,227,719.162407407,92.6548540838,-34.1411319631,-0.294376835059,-0.858001361901,nan,nan,24.2254527441
N2188-1.Q2.B.161208_0450.C.042019.061035N3413.0060.nh.fits,228,707.201712963,92.6548204082,-34.1411026484,0.620360329453,0.277816400601,24.7099551399,3.97370176054,22.1264953238
N2188-1.Q2.B.170301_0104.C.058963.061035N3413.0060.nh.fits,229,790.044733796,92.6547485059,-34.1411060576,18.1985531073,21.4782128081,21.0238643197,0.0517579470264,23.4873134338
N2188-1.Q2.B.161212_1554.A.037416.061035N3413.0060.nh.fits,230,711.662905093,92.6538470697,-34.141421901,3.53781300034,0.330554708032,22.8106549107,3.33977358777,20.3733394803
N2188-1.Q2.B.161220_2340.S.047257.061035N3413.0060.nh.fits,231,719.986203704,92.6548140555,-34.1411396094,-0.0424206778591,-0.0471085113091,nan,nan,23.1161887632
N2188-1.Q2.B.170319_2029.S.063953.061035N3413.0060.nh.fits,232,808.853738426,92.6546773883,-34.1410733673,18.3546195431,7.48929952216,21.0145485013,0.147595546999,22.0765782073
N2188-1.Q2.B.161218_2237.S.046752.061035N3413.0060.nh.fits,233,717.943055556,92.6548822939,-34.1411422371,-0.156119501579,-0.188254803053,nan,nan,23.1843822081
N2188-1.Q2.B.161226_2056.S.048296.061035N3413.0060.nh.fits,234,725.872372685,92.6547551944,-34.141100999,55.1711047496,19.9955899761,19.8138971718,0.0555339877994,21.9922548749
N2188-1.Q2.B.170330_0024.C.000601.061035N3413.0060.nh.fits,235,819.01681713,92.6547024732,-34.1410975127,10.3964419357,6.82673717061,21.6346624652,0.161890312909,22.5805733878
N2188-1.Q2.B.170417_1018.A.054597.061035N3413.0060.nh.fits,236,837.429826389,92.6547612446,-34.1411795675,-4.14222405353,-1.15312254603,nan,nan,21.6005850667
N2188-1.Q2.B.170206_2016.S.055044.061035N3413.0060.nh.fits,237,767.844849537,92.6547631356,-34.1411174013,30.8036587835,24.2610131027,20.4497079253,0.0458936444123,23.0791606438
N2188-1.Q2.B.170117_0123.C.049961.061035N3413.0060.nh.fits,238,747.058287037,92.6547437724,-34.1411018976,42.6435405148,37.7598172292,20.094885536,0.0297070831356,23.477404848
N2188-1.Q2.B.161219_1618.A.038391.061035N3413.0060.nh.fits,239,718.679189815,92.6548009646,-34.1411845443,nan,nan,nan,nan,21.0585222749
N2188-1.Q2.B.170213_0111.C.054966.061035N3413.0060.nh.fits,240,774.049467593,92.6547358292,-34.1410697288,12.8610771118,20.4458057408,21.4025722294,0.0543922368334,24.0183059348
N2188-1.Q2.B.170113_0703.C.049170.061035N3413.0060.nh.fits,241,743.293784722,92.6548154378,-34.1411317036,47.519220169,18.8702387475,19.9767812191,0.0588360800679,22.0632504062
N2188-1.Q2.B.170109_0638.C.048190.061035N3413.0060.nh.fits,242,739.276944444,92.6547581322,-34.1410806785,42.1583959151,39.4943782892,20.1073681089,0.0284370226275,23.5201187021
N2188-1.Q2.B.170218_0325.C.056326.061035N3413.0060.nh.fits,243,779.1425,92.6547555013,-34.1410846378,20.2140079522,23.7334013783,20.9092780032,0.0468984717403,23.5628904056
N2188-1.Q2.B.170404_0017.C.001938.061035N3413.0060.nh.fits,244,824.012199074,92.6547530995,-34.1410727094,12.2128987018,3.70070461467,21.4589882006,0.298430107214,21.7436204885
N2188-1.Q2.B.161220_0619.C.044122.061035N3413.0060.nh.fits,245,719.263483796,92.6548002203,-34.1411864783,-0.905916262515,-2.4387992718,nan,nan,24.0443523109
N2188-1.Q2.B.170213_0323.C.055026.061035N3413.0060.nh.fits,246,774.141215278,92.654741601,-34.1410768134,20.3027522496,24.2510523317,20.9044989664,0.045919117393,23.6807224421
N2188-1.Q2.B.170414_0928.A.053762.061035N3413.0060.nh.fits,247,834.395046296,92.654754428,-34.1412698722,2.72530894474,3.13347566846,23.09531257,0.352506010312,23.2036202498
N2188-1.Q2.B.161207_0606.C.041801.061035N3413.0060.nh.fits,248,706.254421296,92.655377127,-34.1409622803,0.0488535923442,0.133714728534,27.4825688945,8.26288797143,24.1583268845
N2188-1.Q2.B.170419_0938.A.055123.061035N3413.0060.nh.fits,249,839.402094907,92.6551904157,-34.140915411,1.20381545859,0.466731143123,23.9867104041,2.36529708772,21.986769148
N2188-1.Q2.B.170203_0127.C.052945.061035N3413.0060.nh.fits,250,764.060729167,92.6547529123,-34.1410793124,25.8512347812,26.624574275,20.6409239076,0.0418695402344,23.5289663272
N2188-1.Q2.B.170307_2103.S.061104.061035N3413.0060.nh.fits,251,796.877662037,92.654735156,-34.141148105,26.18480234,11.5929216841,20.6269370716,0.095478429634,22.2212432743
N2188-1.Q2.B.170408_0153.C.003089.061035N3413.0060.nh.fits,252,828.078935185,92.6548769259,-34.1411077912,8.88562874295,1.84277574514,21.8059722457,0.599137085664,21.3045148334
N2188-1.Q2.B.170402_1152.A.051837.061035N3413.0060.nh.fits,253,822.49505787,92.6552947153,-34.1412137495,8.48976188567,1.61549115069,21.8556913927,0.683604112979,21.1879877991
N2188-1.Q2.B.161226_1130.A.039612.061035N3413.0060.nh.fits,254,725.479328704,92.6547481696,-34.1411048229,102.279332013,30.9795558942,19.1404897509,0.0360507378502,21.8857512038
N2188-1.Q2.B.161207_1656.A.036514.061035N3413.0060.nh.fits,255,706.706122685,92.654826742,-34.1411203829,-2.67732266701,-0.979804304226,nan,nan,21.8416650447
N2188-1.Q2.B.170327_1027.A.050453.061035N3413.0060.nh.fits,256,816.435856481,92.6547367223,-34.1411077813,14.2380998,16.5401867143,21.2916054067,0.0670771480609,23.5024657282
N2188-1.Q2.B.170416_1857.S.004679.061035N3413.0060.nh.fits,257,836.789710648,92.6549721883,-34.1409983479,1.04852424628,0.439142403918,24.1373837771,2.51407378336,22.0289369909
N2188-1.Q2.B.161025_1624.A.029614.061035N3413.0060.nh.fits,258,663.683599537,92.6551105501,-34.1406109518,3.67428035694,0.699832994368,22.7693641179,1.57755015909,21.185974787
N2188-1.Q2.B.170109_0322.C.048100.061035N3413.0060.nh.fits,259,739.140497685,92.6547259926,-34.141072181,35.867229693,32.5326042414,20.2836759539,0.0343781943715,23.2995894689
N2188-1.Q2.B.170331_1807.S.001251.061035N3413.0060.nh.fits,260,820.755324074,92.6547440173,-34.1410737503,9.55348140658,12.545575812,21.7269108162,0.0883001016905,23.5893384842
N2188-1.Q2.B.170208_1916.S.055442.061035N3413.0060.nh.fits,261,769.803402778,92.6547704086,-34.1411252393,27.5775928334,18.4454765957,20.5703993487,0.0601953681273,22.7145238691
N2188-1.Q2.B.170206_0219.C.053377.061035N3413.0060.nh.fits,262,767.096828704,92.6547484463,-34.1410785015,22.9791781954,24.1992827307,20.7694046667,0.0460069887657,23.41789511
N2188-1.Q2.B.161116_0645.C.037394.061035N3413.0060.nh.fits,263,685.281944444,92.6547804209,-34.1411102266,-0.536329274752,-1.32290862128,nan,nan,23.9374357502
N2188-1.Q2.B.161212_1654.A.037443.061035N3413.0060.nh.fits,264,711.704560185,92.6549817573,-34.1421000315,1.60101581688,0.078019602552,23.6756351093,14.1501309844,19.7052213505
N2188-1.Q2.B.161201_1618.A.035644.061035N3413.0060.nh.fits,265,700.679490741,92.6548651965,-34.1412071421,nan,nan,nan,nan,22.0402852847
N2188-1.Q2.B.170116_0125.C.049731.061035N3413.0060.nh.fits,266,746.059548611,92.6547503283,-34.1410937972,42.1954792586,38.2773110499,20.1064089119,0.0293072384648,23.437556192
N2188-1.Q2.B.161026_0750.C.033128.061035N3413.0060.nh.fits,267,664.326527778,92.6548598619,-34.1412028766,-0.0536711342383,-0.10025060042,nan,nan,23.6767594563
N2188-1.Q2.B.161219_0815.C.043930.061035N3413.0060.nh.fits,268,718.344351852,92.6548457258,-34.1411241811,-0.043594226167,-0.0603599645041,nan,nan,23.3889319796
N2188-1.Q2.B.170311_1113.A.049000.061035N3413.0060.nh.fits,269,800.467893519,92.6547506259,-34.1411346028,19.2524037831,11.9307991446,20.9624506894,0.0928287079605,22.5989800371
N2188-1.Q2.B.161027_0557.C.033354.061035N3413.0060.nh.fits,270,665.248009259,92.6548655999,-34.1411253256,-0.4482612147,-0.514287719296,nan,nan,23.1647554267
N2188-1.Q2.B.170221_1247.A.045803.061035N3413.0060.nh.fits,271,782.532708333,92.6547673723,-34.1411378575,30.2509971344,23.8874302778,20.4694588005,0.0465848509839,23.0351367249
N2188-1.Q2.B.170223_1314.A.046325.061035N3413.0060.nh.fits,272,784.552060185,92.6547444786,-34.1411081575,24.7140864894,23.4242202211,20.6900001727,0.0475121033087,23.3555717499
N2188-1.Q2.B.170118_1924.S.051353.061035N3413.0060.nh.fits,273,748.808819444,92.6547240136,-34.1410917713,48.0315363976,36.9808465161,19.9650823983,0.0303140585129,23.235921418
N2188-1.Q2.B.170420_0855.A.055384.061035N3413.0060.nh.fits,274,840.37162037,92.6547195443,-34.1411690103,0.968865999658,1.54464483238,24.2235824596,0.715011147671,23.4931074932
N2188-1.Q2.B.161120_0638.C.038307.061035N3413.0060.nh.fits,275,689.276400463,92.6548650805,-34.1411680627,-0.788380105019,-1.16380695201,nan,nan,23.4409582135
N2188-1.Q2.B.170114_0238.C.049289.061035N3413.0060.nh.fits,276,744.110335648,92.6547263386,-34.14106686,22.9774355595,29.6689878288,20.7694874023,0.0376712836932,24.0981556434
N2188-1.Q2.B.161116_0128.S.041473.061035N3413.0060.nh.fits,277,685.061597222,92.6548414001,-34.1411699727,-2.31128942922,-1.98393795622,nan,nan,22.8212382623
N2188-1.Q2.B.170117_0229.C.049991.061035N3413.0060.nh.fits,278,747.103726852,92.6547320674,-34.1410820644,35.5129588016,37.6149347488,20.2945051268,0.0298212820008,23.7350996268
N2188-1.Q2.B.170213_0430.C.055056.061035N3413.0060.nh.fits,279,774.187627315,92.6547371589,-34.1410805183,19.5957236241,21.4666989378,20.9431677133,0.0517908992547,23.5006977936
N2188-1.Q2.B.170327_0045.C.065259.061035N3413.0060.nh.fits,280,816.031898148,92.6547452372,-34.1411081303,9.60941514959,14.7792098955,21.7205421586,0.07502022498,23.780953221
N2188-1.Q2.B.170208_0223.C.053796.061035N3413.0060.nh.fits,281,769.099976852,92.654749301,-34.1410443683,23.2195450943,23.0876223761,20.7580524009,0.0481993815218,23.3236741158
N2188-1.Q2.B.161205_0415.C.041260.061035N3413.0060.nh.fits,282,704.177152778,92.6548522249,-34.1411389721,-0.283120313134,-0.713009778463,nan,nan,23.9541822291
N2188-1.Q2.B.170402_1045.A.051806.061035N3413.0060.nh.fits,283,822.448217593,92.6549176142,-34.1409331421,7.03788862381,1.65982313071,22.0603016299,0.665346149402,21.4287583632
N2188-1.Q2.B.170112_0601.C.048902.061035N3413.0060.nh.fits,284,742.250949074,92.6548086717,-34.1410677822,37.058318751,30.0624020825,20.2480360031,0.0371428555209,23.1098626435
N2188-1.Q2.B.170309_0057.C.060722.061035N3413.0060.nh.fits,285,798.040034722,92.6547231175,-34.1410740444,14.3796645139,18.0398672267,21.2808120434,0.0615445204039,23.4852126853
N2188-1.Q2.B.170219_1143.A.045219.061035N3413.0060.nh.fits,286,780.488391204,92.6548006143,-34.1411503024,16.006089889,5.4412119486,21.1639123611,0.20310328804,21.8387535531
N2188-1.Q2.B.161220_2234.S.047227.061035N3413.0060.nh.fits,287,719.940891204,92.6552615108,-34.1409415229,0.421579590789,0.449315997176,25.1313794131,2.45776824159,23.0356977352
N2188-1.Q2.B.170118_0127.C.050175.061035N3413.0060.nh.fits,288,748.060509259,92.6547390487,-34.1410789965,27.4803571083,33.04521257,20.5742527142,0.0338755073331,24.0267743758
N2188-1.Q2.B.170420_0959.A.055414.061035N3413.0060.nh.fits,289,840.416527778,92.6547824094,-34.1411969253,3.72465333283,2.25502758867,22.7545092387,0.489772880069,22.4478654881
N2188-1.Q2.B.170408_0025.C.003054.061035N3413.0060.nh.fits,290,828.017662037,92.6548967576,-34.1413195582,2.2118062444,0.499513594857,23.3230722484,2.21070771581,21.3715592593
N2188-1.Q2.B.161206_0758.C.041597.061035N3413.0060.nh.fits,291,705.332627315,92.6547708017,-34.141127306,nan,nan,nan,nan,23.9692083094
N2188-1.Q2.B.161201_0411.C.040294.061035N3413.0060.nh.fits,292,700.174409722,92.6548340372,-34.1412120731,-0.19003691962,-0.352333692093,nan,nan,23.6427759958
N2188-1.Q2.B.161225_2049.S.048041.061035N3413.0060.nh.fits,293,724.867569444,92.6547303341,-34.1410833147,49.3173753161,24.5790057537,19.9362610253,0.0452838487217,22.4307663847
N2188-1.Q2.B.170327_0203.C.065291.061035N3413.0060.nh.fits,294,816.086099537,92.6547484487,-34.1410980924,9.82135691534,15.6724555911,21.6967421202,0.070776832998,23.9211008371
