Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand
N2188-1.Q2.V.161130_1359.A.035424.061035N3413.0060.nh.fits,2016-11-30T13:59:00.000,A,986,334.582777778,92.6547939984,-34.1411951803,nan,nan,nan,nan,21.1311636153,3.47237042807,2.74670247014,0.0582886679793,0.0137317772071
N2188-1.Q2.V.170114_0504.C.049355.061035N3413.0060.nh.fits,2017-01-14T05:04:00.000,C,987,379.211585648,92.6547397941,-34.1411007288,78.823878946,12.853584322,19.2530822751,0.0860543920684,20.5834690292,2.31514679104,1.23304877741,0.0777993106785,0.0130147794251
N2188-1.Q2.V.170331_0235.C.000917.061035N3413.0060.nh.fits,2017-03-31T02:35:00.000,C,988,455.108229167,92.6547515407,-34.1410860504,64.5058147087,14.2051677481,19.4717743275,0.0778308732002,21.8390239356,4.00485341561,2.8629710664,0.0703969159487,0.01157661092
N2188-1.Q2.V.170309_0059.C.060723.061035N3413.0060.nh.fits,2017-03-09T00:59:00.000,C,989,433.041550926,92.6547444558,-34.1410883243,87.8644901623,23.328874148,19.1346274316,0.0474841702236,22.0987077923,3.03144163346,3.0,0.0428653347631,0.00755262567855
N2188-1.Q2.V.170211_0122.C.054474.061035N3413.0060.nh.fits,2017-02-11T01:22:00.000,C,990,407.057488426,92.6547405266,-34.1410803673,102.817830844,40.0968052324,18.9631707613,0.0277261344731,22.8530745663,3.65689997141,2.10387784813,0.0249396428021,0.00489104865784
N2188-1.Q2.V.170111_0429.C.048617.061035N3413.0060.nh.fits,2017-01-11T04:29:00.000,C,991,376.187488426,92.6547349114,-34.1410924245,96.0268344167,38.6761775168,19.0377164336,0.0287421175351,22.8536121634,3.33544379972,2.04079038237,0.0258557092299,0.00505909306888
N2188-1.Q2.V.170109_0746.C.048222.061035N3413.0060.nh.fits,2017-01-09T07:46:00.000,C,992,374.324155093,92.6547349194,-34.1410953625,85.4215879809,45.1571163964,19.1653887624,0.0246397635022,22.8546606035,3.50177029962,1.54826517104,0.0221449038336,0.00444013605257
N2188-1.Q2.V.161201_0730.C.040385.061035N3413.0060.nh.fits,2016-12-01T07:30:00.000,C,993,335.313078704,92.6548755362,-34.1411581647,nan,nan,nan,nan,21.8757343663,3.50177029962,1.54826517104,0.0221449038336,0.00444013605257
N2188-1.Q2.V.161217_2135.S.046476.061035N3413.0060.nh.fits,2016-12-17T21:35:00.000,S,994,351.899548611,92.6547747209,-34.1411226012,nan,nan,nan,nan,22.6349590731,3.50177029962,1.54826517104,0.0221449038336,0.00444013605257
N2188-1.Q2.V.170303_1303.A.047446.061035N3413.0060.nh.fits,2017-03-03T13:03:00.000,A,995,427.543784722,92.6547000823,-34.1411077341,65.7989289657,19.76419447,19.4501209886,0.0559913315624,21.3192807342,6.18066405265,1.08810158855,0.0505965472823,0.00860802768573
