3.594837731480000116e+02 1.981637572649999868e+01 4.431103571569999788e-01 -1.679556507573311919e+01 4.432491922065676659e-01
3.588687152780000247e+02 2.015706822929999831e+01 4.284527760699999854e-01 -1.645487257293311956e+01 4.285963591703272901e-01
3.604806712960000254e+02 1.938658101309999893e+01 4.557963207260000149e-01 -1.722535978913311894e+01 4.559312928055381242e-01
3.614560300929999812e+02 1.924248063969999833e+01 4.422438721749999968e-01 -1.736946016253311953e+01 4.423829791575489834e-01
3.625070486110000161e+02 1.914261531029999830e+01 4.388065727830000040e-01 -1.746932549193311957e+01 4.389467690842853709e-01
3.598689236110000138e+02 1.954866205460000117e+01 4.361984231130000000e-01 -1.706327874763311669e+01 4.363394574161709172e-01
3.628660879629999840e+02 1.905594154599999968e+01 4.208078316819999776e-01 -1.755599925623311819e+01 4.209540224025387634e-01
3.608738541669999904e+02 1.928420017530000052e+01 4.302341234800000080e-01 -1.732774062693311734e+01 4.303771122847665498e-01
3.614987037039999791e+02 1.919153631300000029e+01 4.449883893009999869e-01 -1.742040448923311757e+01 4.451266385925122249e-01
3.618662615740000206e+02 1.924886422390000007e+01 4.289723228260000076e-01 -1.736307657833311779e+01 4.291157320848358880e-01
3.706004814816000135e+02 1.897997247389992381e+01 1.386410069218516061e-01 -1.763196832833319405e+01 1.390840989195946120e-01
3.727524831650000010e+02 1.896345468560596359e+01 1.310982316613680532e-01 -1.764848611662715427e+01 1.315667287603837776e-01
3.747071073717692684e+02 1.895328697587687117e+01 1.215892291523849311e-01 -1.765865382635624670e+01 1.220942194284473370e-01
3.766965474535999761e+02 1.892708280663889298e+01 1.367466812706300550e-01 -1.768485799559422489e+01 1.371958913761704424e-01
3.786824652779166627e+02 1.889297779430710023e+01 1.290840772996610375e-01 -1.771896300792601764e+01 1.295598579200963052e-01
3.807301554231428895e+02 1.895032661737517898e+01 1.635230732721550118e-01 -1.766161418485793888e+01 1.638989117240906290e-01
3.829230071549091008e+02 1.893105146112245407e+01 1.350191473048035495e-01 -1.768088934111066379e+01 1.354740857540175925e-01
3.845607696758333418e+02 1.895483501709346541e+01 1.814419989202671890e-01 -1.765710578513965245e+01 1.817807931112440656e-01
3.867980913299090844e+02 1.899024886394324341e+01 1.341871383807129725e-01 -1.762169193828987446e+01 1.346448880528900161e-01
3.887248582175000138e+02 1.903047200749041679e+01 2.201832627889044325e-01 -1.758146879474270108e+01 2.204625296605716156e-01
3.906737654319999820e+02 1.901366117865160987e+01 1.799020211510164446e-01 -1.759827962358150799e+01 1.802437099767740525e-01
3.920829861115000199e+02 1.903365437562244722e+01 3.142052087419263118e-01 -1.757828642661067065e+01 3.144009716469212123e-01
3.953843364196666244e+02 1.906258830928483050e+01 1.806259444147026438e-01 -1.754935249294828736e+01 1.809662663804332272e-01
3.971576365739999801e+02 1.906880714571725477e+01 1.993200159840323726e-01 -1.754313365651586309e+01 1.996284712756314084e-01
3.988616342594000344e+02 1.902579789478253147e+01 1.988220074645656310e-01 -1.758614290745058639e+01 1.991312341753810888e-01
4.013778443287500295e+02 1.911573734203299324e+01 2.214490025947014606e-01 -1.749620346020012462e+01 2.217266752606883717e-01
4.029544212963750169e+02 1.908785016485463260e+01 1.596187686712114417e-01 -1.752409063737848527e+01 1.600037783431515759e-01
4.051415721451667196e+02 1.908310551248970199e+01 1.808391055104788259e-01 -1.752883528974341587e+01 1.811790270804012337e-01
4.072284799383332938e+02 1.910693194944375861e+01 2.566942329127268052e-01 -1.750500885278935925e+01 2.569338182930069325e-01
4.087712152776666699e+02 1.900521908280067507e+01 1.782222243661466532e-01 -1.760672171943244280e+01 1.785671275178827289e-01
4.106038040123333417e+02 1.908335585418072711e+01 1.793064292897209588e-01 -1.752858494805239076e+01 1.796492509213449829e-01
4.126186414930000410e+02 1.913276567078529666e+01 1.565592125289283487e-01 -1.747917513144782120e+01 1.569517276096342451e-01
4.146209201388750216e+02 1.914149632225301545e+01 1.574436398199618170e-01 -1.747044447998010241e+01 1.578339554459956551e-01
4.168107298901250033e+02 1.913418208074144289e+01 1.093973288681029943e-01 -1.747775872149167498e+01 1.099583254485377998e-01
4.194409325394285588e+02 1.918675580949464887e+01 1.683034882438313729e-01 -1.742518499273846899e+01 1.686686750022426684e-01
4.236630709875000207e+02 1.920171257986602242e+01 1.805264062109106504e-01 -1.741022822236709544e+01 1.808669154693510750e-01
4.255293995949999726e+02 1.918915582573867340e+01 1.558566710355253626e-01 -1.742278497649444446e+01 1.562509509674953889e-01
4.274248051698332915e+02 1.922566716572331913e+01 1.811763408772921191e-01 -1.738627363650979873e+01 1.815156309127547996e-01
4.294658449074444206e+02 1.921660511381061909e+01 1.478253105426023117e-01 -1.739533568842249878e+01 1.482409532112752004e-01
4.314570783731428492e+02 1.921626952738710159e+01 1.658832751702069286e-01 -1.739567127484601627e+01 1.662537781620774535e-01
4.333690370369999982e+02 1.923311116158936329e+01 1.981610357294761315e-01 -1.737882964064375457e+01 1.984712922650260503e-01
4.355024348958750124e+02 1.924806132208588849e+01 1.571321336916147726e-01 -1.736387948014722937e+01 1.575232211784985403e-01
4.377993692129999772e+02 1.935543184718492427e+01 3.101287318016511807e-01 -1.725650895504819360e+01 3.103270662718145556e-01
4.394370254630000545e+02 1.930293950596912467e+01 1.780581275544650399e-01 -1.730900129626399320e+01 1.784033479511323850e-01
4.415843495369999800e+02 1.935440595465811597e+01 1.976706184784352838e-01 -1.725753484757500189e+01 1.979816435471172253e-01
4.429392881944166334e+02 1.934612853578430602e+01 1.270635804536796865e-01 -1.726581226644881184e+01 1.275468982362150672e-01
4.444626342596000654e+02 1.939126461831478210e+01 1.996491244606070636e-01 -1.722067618391833577e+01 1.999570720676256408e-01
4.514424470898571258e+02 1.950630040763229545e+01 1.658502432265252513e-01 -1.710564039460082242e+01 1.662208198459755593e-01
4.530483406986363093e+02 1.955231417321089182e+01 1.339222865227573112e-01 -1.705962662902222604e+01 1.343809383783808042e-01
4.550527051768181650e+02 1.962953003794797624e+01 1.324693548006478649e-01 -1.698241076428514162e+01 1.329330197252383272e-01
4.575278747104999866e+02 1.968922519371448843e+01 1.567041300530311321e-01 -1.692271560851862944e+01 1.570962830484794459e-01
4.594213503083333308e+02 1.972723013666022851e+01 1.803149321356498080e-01 -1.688471066557288935e+01 1.806558399915559332e-01
4.610358622685000114e+02 1.978600916817060451e+01 3.068587827765298925e-01 -1.682593163406251335e+01 3.070592293663622074e-01
4.630500520834999634e+02 1.988179202690575664e+01 3.165213879493225524e-01 -1.673014877532736122e+01 3.167157192204647087e-01
4.652827507716667128e+02 2.016767793539525044e+01 2.769156430228908450e-01 -1.644426286683786742e+01 2.771377475602192497e-01
4.673861111109999911e+02 2.013601095505100957e+01 3.164665674839435283e-01 -1.647592984718210829e+01 3.166609323977936929e-01
4.693964699069999824e+02 2.051291709708502964e+01 4.543602523549999939e-01 -1.609902370514808823e+01 4.544956509055614324e-01
4.708701388890000317e+02 2.069597829390638921e+01 1.616029616858173090e-01 -1.591596250832672865e+01 1.619832553000414566e-01
4.731128009259999772e+02 2.109273223362977845e+01 2.132339873923159990e-01 -1.551920856860333942e+01 2.135223434472304782e-01
4.750817766205000225e+02 2.123856693172577437e+01 1.948694396656437400e-01 -1.537337387050734350e+01 1.951849284334541967e-01
4.770113599538333347e+02 2.124353508858061446e+01 1.965211725275911869e-01 -1.536840571365250341e+01 1.968340138888345914e-01
4.793209866897499865e+02 2.125850119706198171e+01 2.370768116545730886e-01 -1.535343960517113615e+01 2.373362011920402137e-01
4.810171874999999773e+02 2.113512752853964116e+01 4.594768022439999489e-01 -1.547681327369347670e+01 4.596106934921581066e-01
4.830513819443999637e+02 2.140589905270437399e+01 2.118521505553910000e-01 -1.520604174952874388e+01 2.121423848902305731e-01
4.840073263890000135e+02 2.146889412151723775e+01 4.863497118210000636e-01 -1.514304668071588011e+01 4.864762069827675561e-01
4.860015624999999773e+02 2.120807947749031896e+01 4.727030988400000577e-01 -1.540386132474279890e+01 4.728332448389279130e-01
4.880018634259999999e+02 2.131711311355865135e+01 4.912440837450000042e-01 -1.529482768867446651e+01 4.913693189307155595e-01
