N2188-1.Q2.V.170209_1348.A.044074.061035N3413.0060.nh.fits,2017-02-09T13:48:00.000,2.0,1151.0,405.575300926,92.6547274964,-34.1410935374,85.4342355878,17.0776086818,19.1415956866,0.0638942053888,21.0410867042,-17.416962026709374,0.06487934695371401
N2188-1.Q2.V.161027_0819.C.033415.061035N3413.0060.nh.fits,2016-10-27T08:19:00.000,1.0,1152.0,300.346597222,92.6548601583,-34.1411605456,-1.26434360547,-0.191818797608,nan,nan,20.7052492754,nan,nan
N2188-1.Q2.V.170309_1227.A.048492.061035N3413.0060.nh.fits,2017-03-09T12:27:00.000,2.0,1153.0,433.51943287,92.6547953403,-34.1410457779,62.7154224025,10.4197046443,19.4788507434,0.104707657223,20.8522806444,-17.079706969909374,0.10531169764087703
N2188-1.Q2.V.170430_0015.C.008281.061035N3413.0060.nh.fits,2017-04-30T00:15:00.000,1.0,1154.0,485.010590278,92.6547343451,-34.1411056092,10.4162476431,2.43145661753,21.4373643378,0.448683173288,21.182855586,-15.121193375509376,0.4488245204650295
N2188-1.Q2.V.170219_1037.A.045190.061035N3413.0060.nh.fits,2017-02-19T10:37:00.000,2.0,1155.0,415.44287037,92.6548725272,-34.1412147207,nan,nan,nan,nan,21.5187272308,nan,nan
N2188-1.Q2.V.170220_1327.A.045554.061035N3413.0060.nh.fits,2017-02-20T13:27:00.000,2.0,1156.0,416.561099537,92.6547392414,-34.1410919124,72.9978669735,24.821574535,19.3132199676,0.0439686011687,21.6634150539,-17.245337745709374,0.04538830320254821
N2188-1.Q2.V.170116_0234.C.049762.061035N3413.0060.nh.fits,2017-01-16T02:34:00.000,1.0,1157.0,381.107083333,92.6547417756,-34.1410841855,88.5497415939,22.2217279022,19.1025206218,0.0491155154579,21.3445389259,-17.456037091509373,0.050390416128163244
N2188-1.Q2.V.161104_1656.A.031493.061035N3413.0060.nh.fits,2016-11-04T16:56:00.000,2.0,1158.0,308.705798611,92.6548849875,-34.1411199015,nan,nan,nan,nan,21.5045516512,nan,nan
N2188-1.Q2.V.161220_0728.C.044154.061035N3413.0060.nh.fits,2016-12-20T07:28:00.000,1.0,1159.0,354.311203704,92.6548599427,-34.1411885548,-0.345435159636,-0.0870751546425,nan,nan,21.2584608654,nan,nan
N2188-1.Q2.V.170115_0129.C.049496.061035N3413.0060.nh.fits,2017-01-15T01:29:00.000,1.0,1160.0,380.062395833,92.6547412209,-34.1410768905,91.4451048008,27.1929727219,19.0674200343,0.0401437359046,21.5907383949,-17.491137679009373,0.04169388098093666
