Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2997-1.Q2.B.180315_1135.A.045537.094610N3123.0060.nh.fits,2018-03-15T11:35:00.000,A,0,804.482858796,146.12332708,-31.7282346589,69.0388557261,24.3032611973,19.5068265973,0.0449409317822,21.8446779326
N2997-1.Q2.B.180319_1817.S.005938.094610N3123.0060.nh.fits,2018-03-19T18:17:00.000,S,1,808.762037037,146.12331498,-31.7282225892,108.13524081,52.1661390494,19.0173039455,0.0210164510304,22.4420316852
N2997-1.Q2.B.180311_1513.A.044912.094610N3123.0060.nh.fits,2018-03-11T15:13:00.000,A,2,800.634039352,146.123321874,-31.7282353451,29.12228787,14.4771024812,20.4484952497,0.0753864032459,22.2079815122
N2997-1.Q2.B.180309_1543.A.044377.094610N3123.0060.nh.fits,2018-03-09T15:43:00.000,A,3,798.655081019,146.12338144,-31.7283167133,9.20459001246,2.77408590504,21.7050505057,0.39327062347,21.5996090352
N2997-1.Q2.B.180317_1822.S.005424.094610N3123.0060.nh.fits,2018-03-17T18:22:00.000,S,4,806.765925926,146.123319908,-31.7282226007,88.9870663635,39.1239825281,19.2299205351,0.0279632740802,22.2010091921
N2997-1.Q2.B.180315_1018.A.045503.094610N3123.0060.nh.fits,2018-03-15T10:18:00.000,A,5,804.429456019,146.12331219,-31.7282304869,73.5253425022,29.6120448445,19.4381397965,0.0369029015975,22.0314240164
N2997-1.Q2.B.180313_0458.C.009265.094610N3123.0060.nh.fits,2018-03-13T04:58:00.000,C,6,802.207465278,146.123329122,-31.7282169279,46.8930713377,22.4119681995,19.9288046814,0.0487204432979,22.1840211031
N2997-1.Q2.B.180317_1224.A.046038.094610N3123.0060.nh.fits,2018-03-17T12:24:00.000,A,7,806.516967593,146.123333612,-31.728224367,102.673365347,35.3617393369,19.0738476952,0.0309290239895,21.8797055962
N2997-1.Q2.B.180315_1246.A.045570.094610N3123.0060.nh.fits,2018-03-15T12:46:00.000,A,8,804.532002315,146.123323175,-31.728229532,73.0471591319,27.4984888411,19.4452581156,0.0397300938245,21.9469546303
N2997-1.Q2.B.180317_0025.C.010293.094610N3123.0060.nh.fits,2018-03-17T00:25:00.000,C,9,806.017673611,146.123325581,-31.7282193606,87.8144414475,38.6782027168,19.2443920322,0.028279087002,22.2122336134
N2997-1.Q2.B.180315_0324.C.009763.094610N3123.0060.nh.fits,2018-03-15T03:24:00.000,C,10,804.142256944,146.123325129,-31.7282162953,76.4515290581,37.5612402952,19.395563608,0.0291176057333,22.357190796
N2997-1.Q2.B.180317_0953.A.045970.094610N3123.0060.nh.fits,2018-03-17T09:53:00.000,A,11,806.412476852,146.12332258,-31.7282387258,97.0583318451,32.2670476013,19.135203231,0.0338815023533,21.8316695671
N2997-1.Q2.B.180315_1424.A.045615.094610N3123.0060.nh.fits,2018-03-15T14:24:00.000,A,12,804.600289352,146.123328844,-31.7282029301,74.2489226482,27.7661716373,19.4274560089,0.0393513766538,21.9726643145
N2997-1.Q2.B.180317_2001.S.005463.094610N3123.0060.nh.fits,2018-03-17T20:01:00.000,S,13,806.834108796,146.123313992,-31.728223363,92.409258813,43.4340694789,19.1887523787,0.0252014027873,22.3012592262
N2997-1.Q2.B.180311_1341.A.044870.094610N3123.0060.nh.fits,2018-03-11T13:41:00.000,A,14,800.570335648,146.123334855,-31.7282397155,24.4387833768,10.7377826205,20.6397737722,0.10162094715,22.0544812018
N2997-1.Q2.B.180311_2103.S.004682.094610N3123.0060.nh.fits,2018-03-11T21:03:00.000,S,15,800.877314815,146.123358971,-31.7282001755,20.6340271782,8.23658895216,20.8243946782,0.132469130923,21.9202167198
N2997-1.Q2.B.180319_0959.A.046556.094610N3123.0060.nh.fits,2018-03-19T09:59:00.000,A,16,808.416180556,146.123328782,-31.7282269871,107.572150537,38.1899130534,19.0229996562,0.0286440304549,21.9101051652
N2997-1.Q2.B.180317_0322.C.010374.094610N3123.0060.nh.fits,2018-03-17T03:22:00.000,C,17,806.140706019,146.123321161,-31.7282231313,97.243532626,48.9141350724,19.1331235347,0.0223934980303,22.4666442548
N2997-1.Q2.B.180315_0146.C.009716.094610N3123.0060.nh.fits,2018-03-15T01:46:00.000,C,18,804.073819444,146.123320236,-31.7282233727,68.1461565351,37.6902145935,19.5210249691,0.0290138299231,22.4917601382
N2997-1.Q2.B.180318_2301.S.005775.094610N3123.0060.nh.fits,2018-03-18T23:01:00.000,S,19,807.959675926,146.123321784,-31.7282155769,103.405650748,52.3021341909,19.0660944705,0.0209621221957,22.5307293114
N2997-1.Q2.B.180311_2239.S.004724.094610N3123.0060.nh.fits,2018-03-11T22:39:00.000,S,20,800.944085648,146.123317686,-31.7282098966,26.3852828159,13.3712170822,20.5561689567,0.0816170281601,22.228844722
N2997-1.Q2.B.180311_1228.A.044837.094610N3123.0060.nh.fits,2018-03-11T12:28:00.000,A,21,800.519548611,146.123321443,-31.7282119589,25.2243714928,10.6056582919,20.6052569529,0.102888014887,22.0001541582
N2997-1.Q2.B.180317_0140.C.010327.094610N3123.0060.nh.fits,2018-03-17T01:40:00.000,C,22,806.069791667,146.123322077,-31.7282238589,94.8741478436,46.4626885028,19.1600341869,0.0235674342839,22.4117315845
N2997-1.Q2.B.180317_1104.A.046003.094610N3123.0060.nh.fits,2018-03-17T11:04:00.000,A,23,806.461747685,146.123347543,-31.7282318287,94.7124027901,24.7112684868,19.1618956633,0.0442323161268,21.5400824102
N2997-1.Q2.B.180311_0031.C.008552.094610N3123.0060.nh.fits,2018-03-11T00:31:00.000,C,24,800.021666667,146.12330745,-31.7282250675,21.4114000821,12.5859704146,20.7840492746,0.0867038150606,22.4248510277
N2997-1.Q2.B.180317_1402.A.046083.094610N3123.0060.nh.fits,2018-03-17T14:02:00.000,A,25,806.585335648,146.123318961,-31.7282245776,93.8200692049,39.6609819368,19.1722227604,0.0275856431492,22.19237456
N2997-1.Q2.B.180319_1117.A.046591.094610N3123.0060.nh.fits,2018-03-19T11:17:00.000,A,26,808.470196759,146.123315379,-31.728228629,112.901661797,45.4092870227,18.970246442,0.0241139920877,22.0942564229
N2997-1.Q2.B.180311_0517.C.008677.094610N3123.0060.nh.fits,2018-03-11T05:17:00.000,C,27,800.220335648,146.123326107,-31.7282145393,19.4985959571,9.72012948605,20.8861412915,0.112254077472,22.1857360747
N2997-1.Q2.B.180318_0943.A.046254.094610N3123.0060.nh.fits,2018-03-18T09:43:00.000,A,28,807.405451389,146.123331291,-31.7282119995,101.21896373,33.4101139478,19.0894118224,0.0327263683457,21.8446437979
N2997-1.Q2.B.180315_0034.C.009682.094610N3123.0060.nh.fits,2018-03-15T00:34:00.000,C,29,804.023981481,146.123314187,-31.7282180393,64.0829788358,30.3963320038,19.5880920413,0.0359470945218,22.2250298706
N2997-1.Q2.B.180319_1412.A.046671.094610N3123.0060.nh.fits,2018-03-19T14:12:00.000,A,30,808.592037037,146.123330171,-31.7282243128,104.265988897,33.6281085486,19.0570553033,0.0325098758243,21.7614158982
N2997-1.Q2.B.180318_1947.S.005689.094610N3123.0060.nh.fits,2018-03-18T19:47:00.000,S,31,807.824363426,146.12331469,-31.7282216681,103.384484904,53.4691321585,19.0663177967,0.0205061491803,22.5593617271
N2997-1.Q2.B.180319_2140.S.006024.094610N3123.0060.nh.fits,2018-03-19T21:40:00.000,S,32,808.903310185,146.123320158,-31.728226855,105.68964789,52.6484222184,19.0422601648,0.0208232503761,22.4832106255
N2997-1.Q2.B.180313_0325.C.009222.094610N3123.0060.nh.fits,2018-03-13T03:25:00.000,C,33,802.142824074,146.123330001,-31.7282050886,43.2752126309,21.9692478251,20.0163967852,0.0496983029952,22.2560530395
N2997-1.Q2.B.180311_1827.S.004623.094610N3123.0060.nh.fits,2018-03-11T18:27:00.000,S,34,800.768958333,146.123329675,-31.7282192952,25.0635679652,13.3834745551,20.6122339277,0.0815415020762,22.2659303116
N2997-1.Q2.B.180317_0459.C.010418.094610N3123.0060.nh.fits,2018-03-17T04:59:00.000,C,35,806.207708333,146.123327296,-31.7282158203,98.3525329015,48.2201652175,19.120752383,0.0227183272894,22.4561370705
N2997-1.Q2.B.180309_1536.A.044374.094610N3123.0060.nh.fits,2018-03-09T15:36:00.000,A,36,798.650115741,146.123376236,-31.7282372565,7.17126748087,2.10349799391,21.9773727269,0.518640083584,21.5417543591
N2997-1.Q2.B.180319_1952.S.005977.094610N3123.0060.nh.fits,2018-03-19T19:52:00.000,S,37,808.828229167,146.123322118,-31.7282236158,109.43126323,57.5027903847,19.0043064534,0.0190822541035,22.6431078278
N2997-1.Q2.B.180313_0146.C.009186.094610N3123.0060.nh.fits,2018-03-13T01:46:00.000,C,38,802.073923611,146.123326845,-31.7282215321,39.5896798591,21.407505077,20.1135037233,0.0510001720086,22.3743186741
N2997-1.Q2.B.180311_1922.S.004641.094610N3123.0060.nh.fits,2018-03-11T19:22:00.000,S,39,800.807002315,146.123323103,-31.728223642,27.0402571187,14.5038211116,20.5294185098,0.0752483871859,22.2833560887
