Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2997-1.Q2.V.180317_1825.S.005425.094610N3123.0060.nh.fits,2018-03-17T18:25:00.000,S,114,806.767407407,146.123323199,-31.7282171713,90.2556689704,27.7531198229,19.0817031971,0.0393374086237,21.5683405848
N2997-1.Q2.V.180317_1108.A.046004.094610N3123.0060.nh.fits,2018-03-17T11:08:00.000,A,115,806.464282407,146.123325412,-31.7282169179,101.159594734,23.8547211162,18.9572773278,0.0457602307746,21.2006534694
N2997-1.Q2.V.180317_2322.S.005548.094610N3123.0060.nh.fits,2018-03-17T23:22:00.000,S,116,806.974189815,146.123359642,-31.7282196558,73.1724001897,13.1874882138,19.3106146949,0.0827415605169,20.8775564832
N2997-1.Q2.V.180317_0501.C.010419.094610N3123.0060.nh.fits,2018-03-17T05:01:00.000,C,117,806.209050926,146.123329871,-31.7282181559,99.087395057,36.4178306164,18.9798568658,0.029992996221,21.8496075104
N2997-1.Q2.V.180315_0456.C.009806.094610N3123.0060.nh.fits,2018-03-15T04:56:00.000,C,118,804.20625,146.123323635,-31.7282258604,75.268714825,25.2097621408,19.2797994889,0.0433014487801,21.6534994573
N2997-1.Q2.V.180311_1934.S.004643.094610N3123.0060.nh.fits,2018-03-11T19:34:00.000,S,119,800.815578704,146.123317046,-31.7282359472,29.9430698516,7.64079555824,20.2853987503,0.142793912448,21.2644183083
N2997-1.Q2.V.180317_1404.A.046084.094610N3123.0060.nh.fits,2018-03-17T14:04:00.000,A,120,806.586805556,146.123324579,-31.7282182964,94.8542964107,22.4964825129,19.0274879133,0.0485177483329,21.2240660239
N2997-1.Q2.V.180317_0324.C.010375.094610N3123.0060.nh.fits,2018-03-17T03:24:00.000,C,121,806.142094907,146.123325436,-31.7282245854,102.693633067,37.666345852,18.9408577964,0.0290008286841,21.82862584
N2997-1.Q2.V.180319_1954.S.005978.094610N3123.0060.nh.fits,2018-03-19T19:54:00.000,S,122,808.829722222,146.123326783,-31.7282174838,113.846444104,40.0664665581,18.8283806053,0.02726778556,21.7817149059
N2997-1.Q2.V.180317_0142.C.010328.094610N3123.0060.nh.fits,2018-03-17T01:42:00.000,C,123,806.071134259,146.123325758,-31.7282241861,102.373251689,37.8088601645,18.9442666317,0.0288925680227,21.8487296467
N2997-1.Q2.V.180315_0326.C.009764.094610N3123.0060.nh.fits,2018-03-15T03:26:00.000,C,124,804.143587963,146.123323726,-31.7282212447,78.8235556784,25.3708588586,19.2294551883,0.0430260294738,21.6110059192
N2997-1.Q2.V.180311_0519.C.008678.094610N3123.0060.nh.fits,2018-03-11T05:19:00.000,C,125,800.221863426,146.123318739,-31.7282251773,22.8872066453,7.61211894564,20.5785580243,0.143325024083,21.5598007946
N2997-1.Q2.V.180311_1343.A.044871.094610N3123.0060.nh.fits,2018-03-11T13:43:00.000,A,126,800.571782407,146.123328353,-31.7282336136,25.9955559144,7.10565502864,20.4396285524,0.153539710205,21.3517353948
N2997-1.Q2.V.180309_1538.A.044375.094610N3123.0060.nh.fits,2018-03-09T15:38:00.000,A,127,798.652060185,146.123370145,-31.728355125,nan,nan,nan,nan,21.1577287483
N2997-1.Q2.V.180311_2241.S.004725.094610N3123.0060.nh.fits,2018-03-11T22:41:00.000,S,128,800.945578704,146.123322151,-31.7282326672,25.20798941,7.52155870818,20.473191137,0.145050939697,21.4356647263
N2997-1.Q2.V.180319_1819.S.005939.094610N3123.0060.nh.fits,2018-03-19T18:19:00.000,S,129,808.763414352,146.123322419,-31.728221819,111.799107458,37.9276018605,18.8481780138,0.0288019473125,21.7097950803
N2997-1.Q2.V.180311_1230.A.044838.094610N3123.0060.nh.fits,2018-03-11T12:30:00.000,A,130,800.521122685,146.123310651,-31.7282071267,27.2673390388,7.6901283209,20.3875205063,0.141872770511,21.372100595
N2997-1.Q2.V.180311_0335.C.008634.094610N3123.0060.nh.fits,2018-03-11T03:35:00.000,C,131,800.149594907,146.123325429,-31.7282170813,29.4593521029,11.2530282578,20.3031664585,0.0969582395576,21.7523347791
N2997-1.Q2.V.180317_2003.S.005464.094610N3123.0060.nh.fits,2018-03-17T20:03:00.000,S,132,806.835601852,146.123326804,-31.7282228771,98.4320905745,31.8402104316,18.9870957016,0.0342946465771,21.594600596
N2997-1.Q2.V.180319_2142.S.006025.094610N3123.0060.nh.fits,2018-03-19T21:42:00.000,S,133,808.904664352,146.123327371,-31.7282237243,116.211723666,39.8408406706,18.8059472586,0.0274212724379,21.738517777
N2997-1.Q2.V.180318_2122.S.005732.094610N3123.0060.nh.fits,2018-03-18T21:22:00.000,S,134,807.890543981,146.123327849,-31.7282278959,110.049282542,39.7441544805,18.8653880293,0.0274880205936,21.7735830475
N2997-1.Q2.V.180315_1020.A.045504.094610N3123.0060.nh.fits,2018-03-15T10:20:00.000,A,135,804.430821759,146.123327084,-31.7282084657,72.255188583,18.9730768087,19.3243760892,0.057520463711,21.3040123953
N2997-1.Q2.V.180311_0149.C.008587.094610N3123.0060.nh.fits,2018-03-11T01:49:00.000,C,136,800.075960648,146.123345702,-31.7282182325,23.5132932934,7.34684501502,20.5491157006,0.148499389882,21.4947745631
N2997-1.Q2.V.180315_1247.A.045571.094610N3123.0060.nh.fits,2018-03-15T12:47:00.000,A,137,804.533344907,146.123338864,-31.728230342,75.724355105,20.5117787918,19.2732153293,0.0532084984828,21.3792804399
N2997-1.Q2.V.180311_2105.S.004683.094610N3123.0060.nh.fits,2018-03-11T21:05:00.000,S,138,800.878668981,146.123325812,-31.7282262303,17.155258507,3.89343088654,20.8930491809,0.280207020934,21.1084514739
