N2188-1.Q2.V.161207_1659.A.036515.061035N3413.0060.nh.fits,2016-12-07T16:59:00.000,A,984.0,706.707743056,92.6535916202,-34.1410530792,6.74967462666,1.71127291825,21.9343281871,0.645014048465,21.2749134046,0.537183036126,-14.677612615133118,0.6451094329562853
N2188-1.Q2.V.161024_1730.A.029382.061035N3413.0060.nh.fits,2016-10-24T17:30:00.000,A,985.0,662.729178241,92.6536414349,-34.141046834,1.58985066149,0.593340978295,23.51167957,1.86058443333,21.7180916116,0.304748347505,-13.10026123223312,1.8606175026914822
N2188-1.Q2.V.161212_1656.A.037444.061035N3413.0060.nh.fits,2016-12-12T16:56:00.000,A,986.0,711.7059375,92.654814337,-34.1411367494,-3.63250265015,-0.394220938762,nan,nan,20.3808727737,0.972713594517,nan,nan
N2188-1.Q2.V.161207_0233.C.041706.061035N3413.0060.nh.fits,2016-12-07T02:33:00.000,C,987.0,706.106840278,92.6548853976,-34.1412050129,-1.80899292954,-0.61714449402,nan,nan,21.660075421,0.472125998182,nan,nan
N2188-1.Q2.V.161218_0447.C.043605.061035N3413.0060.nh.fits,2016-12-18T04:47:00.000,C,988.0,717.199826389,92.6547743799,-34.1412130415,-0.18923453305,-0.124309585235,nan,nan,22.2843373726,0.779936765649,nan,nan
N2188-1.Q2.V.161208_0343.C.041988.061035N3413.0060.nh.fits,2016-12-08T03:43:00.000,C,989.0,707.155115741,92.653481572,-34.1410954233,11.8713192478,2.5121472284,21.318345227,0.439388369225,21.1300403778,0.585973310307,-15.29359557523312,0.4395283799508009
N2188-1.Q2.V.161205_0753.C.041352.061035N3413.0060.nh.fits,2016-12-05T07:53:00.000,C,990.0,704.328703704,92.6538472699,-34.1409641103,0.890292093599,0.543877447735,24.1442609941,2.03013726505,22.2863993728,0.292428909862,-12.467679808133116,2.0301675725704675
N2188-1.Q2.V.161225_2051.S.048042.061035N3413.0060.nh.fits,2016-12-25T20:51:00.000,S,991.0,724.868935185,92.6546791848,-34.1410140969,49.760447161,20.6853474156,19.7549133785,0.0535180004864,21.9246753592,0.106439284411,-16.85702742373312,0.054655595761394685
N2188-1.Q2.V.170331_0130.C.000887.061035N3413.0060.nh.fits,2017-03-31T01:30:00.000,C,992.0,820.062511574,92.6547207725,-34.1410882331,55.0755395569,26.221816176,19.6441982694,0.0422687031571,22.1719889214,0.119963335443,-16.967742532833118,0.043700126299059006
N2188-1.Q2.V.161027_0819.C.033415.061035N3413.0060.nh.fits,2016-10-27T08:19:00.000,C,993.0,665.346608796,92.6548601583,-34.1411605456,-0.6306280294,-0.386789108013,nan,nan,22.3053011854,0.101979114886,nan,nan
N2188-1.Q2.V.170402_1925.S.001873.061035N3413.0060.nh.fits,2017-04-02T19:25:00.000,S,994.0,822.809594907,92.6548651088,-34.1411359329,-1068.63402156,-5.3212627248,nan,nan,16.0526804393,0.391886258266,nan,nan
N2188-1.Q2.V.170317_0156.C.062594.061035N3413.0060.nh.fits,2017-03-17T01:56:00.000,C,995.0,806.081168981,92.6546981992,-34.1410727552,69.3090879961,26.209043377,19.393421733,0.0422900943693,21.9157419256,0.815166918645,-17.218519069233118,0.04372081716682538
N2188-1.Q2.V.161116_0647.C.037395.061035N3413.0060.nh.fits,2016-11-16T06:47:00.000,C,996.0,685.283321759,92.6547752099,-34.1413036442,1.51297405946,0.62380406388,23.5657499931,1.77149537703,21.7320722789,0.954095395319,-13.046190809133119,1.7715301094281837
N2188-1.Q2.V.170218_0111.C.056267.061035N3413.0060.nh.fits,2017-02-18T01:11:00.000,C,997.0,779.049224537,92.6547068973,-34.1410703667,77.3721163927,16.9055554829,19.2733624709,0.0654279068484,21.1990237129,0.5734127715,-17.338578331333117,0.06636165132464367
N2188-1.Q2.V.161218_0051.S.046567.061035N3413.0060.nh.fits,2016-12-18T00:51:00.000,S,998.0,717.035925926,92.6548713695,-34.1411444772,nan,nan,nan,nan,21.1940211713,0.7944404468,nan,nan
N2188-1.Q2.V.170208_0117.C.053766.061035N3413.0060.nh.fits,2017-02-08T01:17:00.000,C,999.0,769.054189815,92.654687759,-34.1410784913,83.3295660621,15.2986961641,19.1924392857,0.0722783527745,20.9764332404,0.890203204732,-17.419501516533117,0.07312467471220467
N2188-1.Q2.V.170124_2045.S.052405.061035N3413.0060.nh.fits,2017-01-24T20:45:00.000,S,1000.0,754.863506944,92.6545847135,-34.1410860881,83.985189318,10.5754941752,19.1838894794,0.104501250545,20.5857251187,0.0976445456243,-17.428051322833117,0.10508838726253027
N2188-1.Q2.V.170110_0214.C.048312.061035N3413.0060.nh.fits,2017-01-10T02:14:00.000,C,1001.0,740.093148148,92.6547394735,-34.1410832005,89.4374158928,29.35373055,19.1152703381,0.0377919872856,21.6342914899,0.919435280341,-17.496670464133118,0.03938644532025739
N2188-1.Q2.V.161228_1210.A.040098.061035N3413.0060.nh.fits,2016-12-28T12:10:00.000,A,1002.0,727.507060185,92.6546488359,-34.1410606054,84.3949083821,19.4966011899,19.1785802656,0.0567633315747,21.2885314087,0.00745636765218,-17.433360536633117,0.05783712979937722
N2188-1.Q2.V.161219_0159.S.046845.061035N3413.0060.nh.fits,2016-12-19T01:59:00.000,S,1003.0,718.082731481,92.6548146358,-34.1411809034,nan,nan,nan,nan,20.9608620314,0.697827234865,nan,nan
N2188-1.Q2.V.170114_0717.C.049415.061035N3413.0060.nh.fits,2017-01-14T07:17:00.000,C,1004.0,744.303715278,92.6547393891,-34.1410891907,96.8770512188,19.9680806813,19.028099747,0.0554536378454,21.0662205468,0.956930421238,-17.58384105523312,0.05655230961030198
N2188-1.Q2.V.161201_1509.A.035613.061035N3413.0060.nh.fits,2016-12-01T15:09:00.000,A,1005.0,700.631446759,92.6536738598,-34.1410253249,3.34273134124,1.17006977296,22.7009437748,0.943500751311,21.6722457828,0.0424287458861,-13.910997027433119,0.9435659624511644
N2188-1.Q2.V.161205_0642.C.041322.061035N3413.0060.nh.fits,2016-12-05T06:42:00.000,C,1006.0,704.279421296,92.6548659121,-34.1411695777,-1.04289833542,-0.62404329981,nan,nan,22.2387230442,0.287851915861,nan,nan
N2188-1.Q2.V.170221_1037.A.045743.061035N3413.0060.nh.fits,2017-02-21T10:37:00.000,A,1007.0,782.442523148,92.6547033405,-34.1410754443,80.6564603747,43.2731560474,19.2280091084,0.0256996068896,22.4443919646,0.261160808326,-17.38393169383312,0.027991562411745604
N2188-1.Q2.V.161208_0707.C.042080.061035N3413.0060.nh.fits,2016-12-08T07:07:00.000,C,1008.0,707.296840278,92.6548464026,-34.141171895,nan,nan,nan,nan,20.8353196786,0.60141490032,nan,nan
N2188-1.Q2.V.170206_0221.C.053378.061035N3413.0060.nh.fits,2017-02-06T02:21:00.000,C,1009.0,767.09837963,92.6547174489,-34.1410715989,83.8334067972,25.5593731939,19.1858628822,0.043359440503,21.5460487027,0.714537212572,-17.42607792003312,0.04475599236642922
N2188-1.Q2.V.170218_0327.C.056327.061035N3413.0060.nh.fits,2017-02-18T03:27:00.000,C,1010.0,779.143923611,92.6546632628,-34.1410772151,84.0671807691,32.0522182745,19.1828249494,0.0346165907823,21.8643462225,0.564564336411,-17.429115852833117,0.036350600123792876
N2188-1.Q2.V.170331_1201.A.051296.061035N3413.0060.nh.fits,2017-03-31T12:01:00.000,A,1011.0,820.501400463,92.6548153296,-34.1410361574,26.8822515253,1.78112006589,20.4266689873,0.619664801822,19.829519789,0.155906580341,-16.185271814933117,0.6197640876890732
N2188-1.Q2.V.170309_0337.C.060790.061035N3413.0060.nh.fits,2017-03-09T03:37:00.000,C,1012.0,798.151319444,92.6546935206,-34.1410776901,76.6288776727,12.3745423006,19.2838928041,0.0893362689701,20.8370323149,0.868464703155,-17.32804799813312,0.09002236791747219
N2188-1.Q2.V.170218_1414.A.045020.061035N3413.0060.nh.fits,2017-02-18T14:14:00.000,A,1013.0,779.593553241,92.6548488193,-34.141169429,nan,nan,nan,nan,19.7939438829,0.522285575892,nan,nan
N2188-1.Q2.V.170213_0113.C.054967.061035N3413.0060.nh.fits,2017-02-13T01:13:00.000,C,1014.0,774.051030093,92.6547367076,-34.1410907463,81.8242652728,36.1134752893,19.2123268045,0.0307709695032,22.137753591,0.953191615065,-17.399613997733116,0.0327094838867497
N2188-1.Q2.V.170309_2051.S.061675.061035N3413.0060.nh.fits,2017-03-09T20:51:00.000,S,1015.0,798.8690625,92.6539876426,-34.1410528204,42.6093973511,5.1885708574,19.9241691316,0.212825183268,20.5033481218,0.916896645838,-16.68777167063312,0.2131140924599508
N2188-1.Q2.V.161202_1705.A.035732.061035N3413.0060.nh.fits,2016-12-02T17:05:00.000,A,1016.0,701.711909722,92.6535648066,-34.1410836214,20.2525306293,3.48621277842,20.73561068,0.316649031933,20.8826136193,0.0936282945198,-15.876330122233117,0.3168432849155505
N2188-1.Q2.V.170110_0319.C.048342.061035N3413.0060.nh.fits,2017-01-10T03:19:00.000,C,1017.0,740.138518519,92.6547447622,-34.1410897089,89.8994647492,35.2069578156,19.1096488254,0.03156616304,21.9236549944,0.922332364357,-17.502291976833117,0.033458637465362144
N2188-1.Q2.V.170119_1106.A.042189.061035N3413.0060.nh.fits,2017-01-19T11:06:00.000,A,1018.0,749.462523148,92.6546902684,-34.1410858654,91.6584286367,25.0844543985,19.0885095879,0.0441692308748,21.5308311627,0.545629583283,-17.52343121433312,0.045540956599988754
N2188-1.Q2.V.161218_0814.C.043695.061035N3413.0060.nh.fits,2016-12-18T08:14:00.000,C,1019.0,717.34375,92.6547930671,-34.1411807442,-0.73328752066,-0.34569516844,nan,nan,21.9834706616,0.766998171711,nan,nan
N2188-1.Q2.V.170213_0220.C.054997.061035N3413.0060.nh.fits,2017-02-13T02:20:00.000,C,1020.0,774.097407407,92.6547421869,-34.1410872648,86.0881225288,34.1483762632,19.1569092656,0.0325339303102,21.9513423743,0.95110948658,-17.45503153663312,0.03437316385495556
N2188-1.Q2.V.170218_0220.C.056297.061035N3413.0060.nh.fits,2017-02-18T02:20:00.000,C,1021.0,779.097731481,92.6546891677,-34.1410781678,80.5110338646,20.494197965,19.2299779019,0.0540055900354,21.3734247682,0.568925652856,-17.381962900333118,0.055133125496768
N2188-1.Q2.V.170113_0344.C.049080.061035N3413.0060.nh.fits,2017-01-13T03:44:00.000,C,1022.0,743.156215278,92.6547182479,-34.1411093391,86.0895703371,20.0715360821,19.1568909185,0.055170395365,21.2873838999,0.99331467447,-17.455049883733118,0.05627459725934151
N2188-1.Q2.V.170416_1751.S.004648.061035N3413.0060.nh.fits,2017-04-16T17:51:00.000,S,1023.0,836.74443287,92.6535999068,-34.1410831625,15.2927851229,3.34202049452,21.0420563708,0.330305305424,21.1322859895,0.746508967865,-15.569884431433117,0.33049153175718826
N2188-1.Q2.V.161213_1549.A.037657.061035N3413.0060.nh.fits,2016-12-13T15:49:00.000,A,1024.0,712.659502315,92.654799703,-34.1411614819,nan,nan,nan,nan,20.088247672,0.996363023008,nan,nan
