Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand
N2188-1.Q2.I.170121_0244.C.050906.061035N3413.0060.nh.fits,2017-01-21T02:44:00.000,C,487,386.114560185,92.654757804,-34.1410907568,60.9567579381,44.3262608719,19.1452540198,0.0258952401268,22.4932468207,3.24783679356,1.63038098423,0.0225599899547,0.00738014275345
N2188-1.Q2.I.170315_1939.S.062853.061035N3413.0060.nh.fits,2017-03-15T19:39:00.000,S,488,439.819224537,92.6547485712,-34.1410863668,59.2679985465,24.5601436241,19.1759044362,0.0459517385404,21.6133276079,3.2890555804,1.98981039285,0.0407163742731,0.0107865663006
N2188-1.Q2.I.170311_1117.A.049002.061035N3413.0060.nh.fits,2017-03-11T11:17:00.000,A,489,435.470729167,92.6547487788,-34.1411013288,57.1165390873,31.9378983657,19.2162430807,0.0355858125131,21.9258882236,3.15722050146,1.46201862042,0.0313107640505,0.00914584449986
N2188-1.Q2.I.170328_2048.S.000451.061035N3413.0060.nh.fits,2017-03-28T20:48:00.000,S,490,452.867361111,92.654743042,-34.1410712208,71.8030857283,16.4344483109,18.966597445,0.0681308825914,21.4600799633,3.74365997472,3.0,0.0608477985439,0.0140600454241
N2188-1.Q2.I.170331_0946.A.051233.061035N3413.0060.nh.fits,2017-03-31T09:46:00.000,A,491,455.407060185,92.6547677073,-34.14108294,39.8992085942,16.2307489821,19.6076066582,0.0689559743367,21.0190769012,4.93475742589,1.16606547918,0.0616114512708,0.0141139994072
N2188-1.Q2.I.170110_0217.C.048313.061035N3413.0060.nh.fits,2017-01-10T02:17:00.000,C,492,375.095381944,92.654746426,-34.1410846969,55.8205413968,43.1899008731,19.2412822939,0.0265610926702,22.6891121016,3.4849377768,1.19035775656,0.023153560897,0.00752858339025
N2188-1.Q2.I.170117_1211.A.041922.061035N3413.0060.nh.fits,2017-01-17T12:11:00.000,A,493,382.508055556,92.6547492844,-34.1411021543,75.5267199528,24.869965163,18.9114401654,0.0454033719279,22.003921983,2.99151542254,3.0,0.0402091435772,0.0107380756404
N2188-1.Q2.I.170217_0332.C.056071.061035N3413.0060.nh.fits,2017-02-17T03:32:00.000,C,494,413.147384259,92.6547551091,-34.1411020021,72.578450432,48.3487829459,18.9548800118,0.0238128514241,22.716151147,3.27766778394,1.66667375502,0.0206830438962,0.00697560326296
N2188-1.Q2.I.170227_1036.A.046887.061035N3413.0060.nh.fits,2017-02-27T10:36:00.000,A,495,423.442303241,92.6547356088,-34.1410890465,65.7020420223,26.065223218,19.0634708177,0.0433637775858,21.509805739,4.16782084893,1.48888389006,0.038365295844,0.0103954277385
N2188-1.Q2.I.161207_0610.C.041803.061035N3413.0060.nh.fits,2016-12-07T06:10:00.000,C,496,341.257222222,92.6548487561,-34.1411472385,nan,nan,nan,nan,22.7404017691,4.16782084893,1.48888389006,0.038365295844,0.0103954277385
