N2188-1.Q2.B.161219_0157.S.046844.061035N3413.0060.nh.fits,2016-12-19T01:57:00.000,S,0.0,353.081261574,92.654844207,-34.1411153228,-0.306866875124,-0.262532612729,nan,nan,22.7563058244,0.697960452535
N2188-1.Q2.B.170117_0123.C.049961.061035N3413.0060.nh.fits,2017-01-17T01:23:00.000,C,1.0,382.058275463,92.6547431168,-34.1411012996,60.1872812208,42.2000292176,19.7189610417,0.0264224673684,23.0875804544,0.768117139274
N2188-1.Q2.B.170303_0319.C.059500.061035N3413.0060.nh.fits,2017-03-03T03:19:00.000,C,2.0,427.138715278,92.654736497,-34.141089588,24.9263564201,24.7346760875,20.6806700057,0.0448225865718,23.2355610805,0.243898987462
N2188-1.Q2.B.170328_1939.S.000418.061035N3413.0060.nh.fits,2017-03-28T19:39:00.000,S,4.0,452.819247685,92.6547419466,-34.1412108994,16.5559539607,6.15842938365,21.1270639373,0.179081960851,21.9402801085,0.00774041440927
N2188-1.Q2.B.161212_0642.C.042668.061035N3413.0060.nh.fits,2016-12-12T06:42:00.000,C,5.0,346.279224537,92.6547961567,-34.1411137845,-0.274534269433,-0.497521278508,nan,nan,23.5250913651,0.953649944449
N2188-1.Q2.B.161130_1357.A.035423.061035N3413.0060.nh.fits,2016-11-30T13:57:00.000,A,6.0,334.581412037,92.6548584071,-34.1411296268,-8.30109516256,-1.3336889218,nan,nan,20.9889664219,0.0122319646271
N2188-1.Q2.B.170307_0056.C.060327.061035N3413.0060.nh.fits,2017-03-07T00:56:00.000,C,7.0,431.038923611,92.6547188297,-34.1410911083,17.6884210136,16.4435021353,21.0548819776,0.0672758551875,23.0689239371,0.674724303578
N2188-1.Q2.B.170402_2027.S.001903.061035N3413.0060.nh.fits,2017-04-02T20:27:00.000,S,8.0,457.85275463,92.6547136927,-34.1411118603,15.9594659966,10.9142314506,21.1670948032,0.101176561675,22.6456202504,0.396720647216
N2188-1.Q2.B.170121_2018.S.052067.061035N3413.0060.nh.fits,2017-01-21T20:18:00.000,S,9.0,386.844664352,92.6547584777,-34.1411070026,55.5875783244,25.3319835622,19.8056927939,0.0437540930252,22.2320378167,0.323797304988
N2188-1.Q2.B.161206_0651.C.041567.061035N3413.0060.nh.fits,2016-12-06T06:51:00.000,C,10.0,340.285451389,92.6548258145,-34.1412116523,-0.197145957375,-0.351432675119,nan,nan,23.5643327781,0.386065921405
N2188-1.Q2.B.170113_0703.C.049170.061035N3413.0060.nh.fits,2017-01-13T07:03:00.000,C,11.0,378.293773148,92.6547920027,-34.1411129459,70.2540692503,20.5815546239,19.5502381439,0.0537930205893,21.6778659974,0.990642149809
N2188-1.Q2.B.170307_1957.S.061073.061035N3413.0060.nh.fits,2017-03-07T19:57:00.000,S,12.0,431.831597222,92.6547479329,-34.1411637041,28.6407825326,14.5827565009,20.5291308951,0.0757843261602,22.3402163812,0.755027015153
N2188-1.Q2.B.170318_1819.S.063706.061035N3413.0060.nh.fits,2017-03-18T18:19:00.000,S,13.0,442.763298611,92.6547837561,-34.1411000117,20.165897252,6.73342768191,20.9118776272,0.163805422931,21.7783213807,0.677605781066
N2188-1.Q2.B.161115_0630.C.036952.061035N3413.0060.nh.fits,2016-11-15T06:30:00.000,C,14.0,319.271053241,92.6548761402,-34.1411403339,-8.00577460843,-2.56040990989,nan,nan,21.7005740126,0.990666119394
N2188-1.Q2.B.161217_2133.S.046475.061035N3413.0060.nh.fits,2016-12-17T21:33:00.000,S,15.0,351.898194444,92.6547941581,-34.1411943221,-2.49728084052,-2.54713410368,nan,nan,23.0248322749,0.806388255884
N2188-1.Q2.B.161116_0022.S.041443.061035N3413.0060.nh.fits,2016-11-16T00:22:00.000,S,16.0,320.015856481,92.6547933333,-34.1411114617,-0.063593893216,-0.0592641745615,nan,nan,22.8932882333,0.966542785975
N2188-1.Q2.B.170309_0955.A.048420.061035N3413.0060.nh.fits,2017-03-09T09:55:00.000,A,17.0,433.413472222,92.654835219,-34.1411406499,27.8469228836,12.1437344746,20.5597965561,0.090949733006,22.1199254884,0.887356373882
N2188-1.Q2.B.170309_0333.C.060788.061035N3413.0060.nh.fits,2017-03-09T03:33:00.000,C,18.0,433.148287037,92.6547621938,-34.1411082421,45.7529108043,9.2485454005,20.0181050654,0.119361838924,21.2657050885,0.868257722418
N2188-1.Q2.B.170418_0933.A.054899.061035N3413.0060.nh.fits,2017-04-18T09:33:00.000,A,19.0,473.398263889,92.6547778057,-34.1413745333,4.65022862984,0.821717331301,22.5123814572,1.34126476183,21.0859973533,0.599598339212
N2188-1.Q2.B.170307_2103.S.061104.061035N3413.0060.nh.fits,2017-03-07T21:03:00.000,S,20.0,431.877650463,92.6547494584,-34.1411319077,33.1823616478,12.8134635696,20.3685577947,0.0862021082272,22.0270147445,0.759428282977
N2188-1.Q2.B.161130_0506.C.040090.061035N3413.0060.nh.fits,2016-11-30T05:06:00.000,C,21.0,334.21318287,92.6548381986,-34.1411745174,-1.21541910168,-1.50688319204,nan,nan,23.2256288274,0.00633027166183
N2188-1.Q2.B.161215_0147.S.045903.061035N3413.0060.nh.fits,2016-12-15T01:47:00.000,S,22.0,349.074872685,92.6545335147,-34.1414499069,3.83293847712,2.83956223394,22.7232449098,0.388328530248,22.6039395407,0.981774052269
N2188-1.Q2.B.170221_1247.A.045803.061035N3413.0060.nh.fits,2017-02-21T12:47:00.000,A,23.0,417.532696759,92.6547731579,-34.1411407545,37.6732375576,25.1254885441,20.2300821572,0.0441199778615,22.7957672392,0.253499114455
N2188-1.Q2.B.170211_1234.A.044423.061035N3413.0060.nh.fits,2017-02-11T12:34:00.000,A,25.0,407.523657407,92.6547863739,-34.1410432109,35.054504935,11.1583165242,20.3086803917,0.0989530933339,21.7900040725,0.996989141384
N2188-1.Q2.B.161201_0411.C.040294.061035N3413.0060.nh.fits,2016-12-01T04:11:00.000,C,26.0,335.174398148,92.6548340372,-34.1412120731,-0.156816946402,-0.204608901848,nan,nan,23.255860054,0.0268685480194
N2188-1.Q2.B.161216_0630.C.043173.061035N3413.0060.nh.fits,2016-12-16T06:30:00.000,C,27.0,350.271458333,92.6551912698,-34.1404906993,0.00274612057536,0.00527662829614,30.6230132724,209.04494172,23.6524770926,0.927108424459
N2188-1.Q2.B.161217_1413.A.037950.061035N3413.0060.nh.fits,2016-12-17T14:13:00.000,A,28.0,351.592476852,92.6547803449,-34.1411820464,-8.37083239394,-1.06713879495,nan,nan,20.7163787825,0.832140754299
N2188-1.Q2.B.170331_1200.A.051295.061035N3413.0060.nh.fits,2017-03-31T12:00:00.000,A,29.0,455.500046296,92.6551070442,-34.1412237174,4.72863523118,1.00616064477,22.494140549,1.09561461169,21.2984696546,0.155846636407
N2188-1.Q2.B.161121_1558.A.034112.061035N3413.0060.nh.fits,2016-11-21T15:58:00.000,A,30.0,325.665381944,92.6548684036,-34.1412083807,-10.4066796863,-2.77152402792,nan,nan,21.5327787614,0.469774353873
N2188-1.Q2.B.161022_1631.A.028878.061035N3413.0060.nh.fits,2016-10-22T16:31:00.000,A,31.0,295.688344907,92.6548040893,-34.1411484785,-14.7137007212,-1.59780967558,nan,nan,20.5706623597,0.513464358767
N2188-1.Q2.B.170108_0210.C.047822.061035N3413.0060.nh.fits,2017-01-08T02:10:00.000,C,32.0,373.09068287,92.6547325865,-34.14110711,79.7610119378,37.4540606353,19.4117787869,0.0297263567439,22.4189870393,0.74913357724
N2188-1.Q2.B.161201_1618.A.035644.061035N3413.0060.nh.fits,2016-12-01T16:18:00.000,A,33.0,335.679479167,92.6548651965,-34.1412071421,-0.921894115462,-0.585258665387,nan,nan,22.4902370216,0.0442737808938
N2188-1.Q2.B.170119_1904.S.051582.061035N3413.0060.nh.fits,2017-01-19T19:04:00.000,S,34.0,384.794594907,92.6547410638,-34.1411679132,57.149467527,16.038171853,19.7754622958,0.0689233120579,21.6539438597,0.513912301072
N2188-1.Q2.B.161217_1723.A.038033.061035N3413.0060.nh.fits,2016-12-17T17:23:00.000,A,35.0,351.724780093,92.6548261466,-34.1411210546,-18.1360839578,-1.35334302763,nan,nan,20.1581221525,0.821162252717
N2188-1.Q2.B.170327_2028.S.000210.061035N3413.0060.nh.fits,2017-03-27T20:28:00.000,S,36.0,451.853321759,92.654768426,-34.1410980708,17.9703797488,12.0268314893,21.0376290892,0.09184079621,22.6749896861,0.00153762740246
N2188-1.Q2.B.170227_2110.S.058936.061035N3413.0060.nh.fits,2017-02-27T21:10:00.000,S,37.0,423.882569444,92.6547481929,-34.1411321408,35.2666350763,15.5800896142,20.3020984848,0.0709454979945,22.1910471631,0.0198977593587
N2188-1.Q2.B.161213_1547.A.037656.061035N3413.0060.nh.fits,2016-12-13T15:47:00.000,A,38.0,347.657986111,92.6553785176,-34.141272912,19.7385402792,2.96224732645,20.935245552,0.372221687173,20.9121773281,0.996348252101
N2188-1.Q2.B.170115_1928.S.050841.061035N3413.0060.nh.fits,2017-01-15T19:28:00.000,S,39.0,380.811574074,92.6547187936,-34.1411356548,63.0077200433,16.1668573982,19.6689997758,0.0684013030206,21.5600502831,0.867362889909
N2188-1.Q2.B.161202_1703.A.035731.061035N3413.0060.nh.fits,2016-12-02T17:03:00.000,A,40.0,336.710416667,92.6548606965,-34.1412004791,-3.10446728861,-1.69417333199,nan,nan,22.3093130917,0.0935498750015
N2188-1.Q2.B.161129_0617.C.039877.061035N3413.0060.nh.fits,2016-11-29T06:17:00.000,C,41.0,333.261828704,92.654859916,-34.1412007714,-0.0472750124958,-0.0649843871566,nan,nan,23.2874234126,0.00246434258685
N2188-1.Q2.B.170223_0331.C.057637.061035N3413.0060.nh.fits,2017-02-23T03:31:00.000,C,42.0,419.147106481,92.6547443753,-34.1411283498,32.4604535199,21.9970939437,20.3925541998,0.0503508773691,22.74838095,0.129379488328
N2188-1.Q2.B.161201_1358.A.035581.061035N3413.0060.nh.fits,2016-12-01T13:58:00.000,A,43.0,335.58255787,92.6547741209,-34.1412017876,-4.41563150446,-2.86572786424,nan,nan,22.5444547843,0.0405722723158
N2188-1.Q2.B.170218_1412.A.045019.061035N3413.0060.nh.fits,2017-02-18T14:12:00.000,A,44.0,414.592106481,92.6548186077,-34.1411102529,-5.381391904,-0.638706292537,nan,nan,20.6500560231,0.522416587764
N2188-1.Q2.B.161026_1620.A.029735.061035N3413.0060.nh.fits,2016-10-26T16:20:00.000,A,45.0,299.681111111,92.6544104084,-34.141214048,17.1237701647,2.77018041166,21.090275245,0.398007364441,21.0011765683,0.144474804152
N2188-1.Q2.B.170311_1003.A.048968.061035N3413.0060.nh.fits,2017-03-11T10:03:00.000,A,46.0,435.419131944,92.6547454003,-34.1410967414,29.4076679205,13.9092925372,20.500303922,0.0794660694549,22.251462664,0.984250731778
N2188-1.Q2.B.170123_1101.A.042684.061035N3413.0060.nh.fits,2017-01-23T11:01:00.000,A,47.0,388.459097222,92.6547539249,-34.1410842882,52.5147455101,26.619504781,19.8677303747,0.0416788637548,22.6280465157,0.191426403289
N2188-1.Q2.B.170111_0742.C.048706.061035N3413.0060.nh.fits,2017-01-11T07:42:00.000,C,48.0,376.321493056,92.6547640307,-34.1410736117,95.3052343634,32.3171698057,19.2175356278,0.0344011482497,21.9187685241,0.979778811729
