Name,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2188-1.Q2.I.170315_2047.S.062884.061035N3413.0060.nh.fits,611,804.866006944,92.6547405663,-34.1411073398,47.0296329641,21.9408148004,19.4282315007,0.0520292173459,21.6890571205
N2188-1.Q2.I.170404_1932.S.002494.061035N3413.0060.nh.fits,612,824.814166667,92.6547204391,-34.1411147025,47.8621378275,21.9363786962,19.4090887955,0.0520569889238,21.6594276726
N2188-1.Q2.I.161130_0731.C.040151.061035N3413.0060.nh.fits,613,699.313287037,92.655258344,-34.1403058188,0.00881268259944,0.0142595890966,28.7911173139,77.8267382438,23.0153530942
N2188-1.Q2.I.161115_0634.C.036954.061035N3413.0060.nh.fits,614,684.274131944,92.6548255681,-34.1411992867,-1.50807900184,-0.554663038067,nan,nan,21.4037534334
N2188-1.Q2.I.170307_1857.S.061045.061035N3413.0060.nh.fits,615,796.790162037,92.6547488734,-34.1411012749,54.6408372534,36.3343704171,19.2645853617,0.0324761516007,22.176977344
N2188-1.Q2.I.161027_0709.C.033386.061035N3413.0060.nh.fits,616,665.298113426,92.6555789121,-34.1410420072,0.582067054975,0.178256878109,24.2196167098,6.22685040384,21.1906363175
N2188-1.Q2.I.170117_1211.A.041922.061035N3413.0060.nh.fits,617,747.50806713,92.6547435642,-34.1410987845,69.0314010597,33.0803436105,19.0095436532,0.0353911132446,21.7952690704
N2188-1.Q2.I.161202_0418.C.040529.061035N3413.0060.nh.fits,618,701.179375,92.6548077676,-34.1411764387,nan,nan,nan,nan,22.7322606354
N2188-1.Q2.I.170116_1927.S.050910.061035N3413.0060.nh.fits,619,746.810810185,92.6547388786,-34.1411055145,48.982082639,22.0480563914,19.3838553696,0.0517534970314,21.6482004389
N2188-1.Q2.I.161213_1551.A.037658.061035N3413.0060.nh.fits,620,712.66087963,92.6554038077,-34.1408701311,5.52097434314,0.639158528023,21.7652854222,1.73553811288,20.1016112087
N2188-1.Q2.I.170221_1251.A.045805.061035N3413.0060.nh.fits,621,782.53556713,92.6547646328,-34.1411190719,63.0529887417,36.588582546,19.1083682722,0.0322736948177,21.9877988874
N2188-1.Q2.I.161121_1724.A.034145.061035N3413.0060.nh.fits,622,690.725092593,92.6548682813,-34.1411186858,nan,nan,nan,nan,17.4540189317
N2188-1.Q2.I.170404_0021.C.001940.061035N3413.0060.nh.fits,623,824.015023148,92.6547365252,-34.1410769671,51.0501578343,3.75917322397,19.3387402453,0.295505152369,19.606842386
N2188-1.Q2.I.170121_0130.C.050873.061035N3413.0060.nh.fits,624,751.062997685,92.6547504533,-34.1410904354,48.5282042539,36.8531963775,19.3940114503,0.0320648398205,22.3541207602
N2188-1.Q2.I.170315_1939.S.062853.061035N3413.0060.nh.fits,625,804.819236111,92.6547547206,-34.1410856235,49.4123663263,23.6569024542,19.3743137742,0.0484190710785,21.7190551447
N2188-1.Q2.I.161106_1532.A.031915.061035N3413.0060.nh.fits,626,675.647349537,92.6545565043,-34.1407250403,1.19746036493,0.8073453673,23.4326369308,1.37463478809,21.9918801292
N2188-1.Q2.I.170311_0222.C.061233.061035N3413.0060.nh.fits,627,800.098657407,92.6547412495,-34.1410694475,37.097641119,38.1051142584,19.6870310388,0.0311227070523,22.8366925254
N2188-1.Q2.I.170208_2033.S.055475.061035N3413.0060.nh.fits,628,769.856655093,92.6547698056,-34.1411014247,51.0336247716,20.5193723098,19.339093616,0.0554655623669,21.4838475231
