Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand
N2188-1.Q2.B.170207_0134.C.053562.061035N3413.0060.nh.fits,2017-02-07T01:34:00.000,C,0,768.065405093,92.6546142499,-34.1411139321,42.0890749499,9.6821895834,20.1091634285,0.113994635799,21.4232041328,4.41759168417,1.53869744295,0.103282422988,0.0158489685805
N2188-1.Q2.B.170311_1003.A.048968.061035N3413.0060.nh.fits,2017-03-11T10:03:00.000,A,1,800.419143519,92.6546545496,-34.141060671,34.2919941185,5.62501978987,20.3326727486,0.196119696769,20.9960021427,3.98258379877,1.51523372584,0.177777152322,0.0266935235663
N2188-1.Q2.B.170219_1249.A.045249.061035N3413.0060.nh.fits,2017-02-19T12:49:00.000,A,2,780.534652778,92.6547279564,-34.1410466006,12.1998723763,1.07832446561,21.4601524307,1.0222998428,20.312653385,7.73621865538,1.6299960206,0.927364658687,0.134552329897
N2188-1.Q2.B.170115_1928.S.050841.061035N3413.0060.nh.fits,2017-01-15T19:28:00.000,S,3,745.811585648,92.6547775353,-34.1411434195,41.9135409767,3.49968036404,20.1137227786,0.315062542313,20.2746630201,8.84129655838,1.39546005384,0.285740380829,0.0419070315464
N2188-1.Q2.B.161130_0506.C.040090.061035N3413.0060.nh.fits,2016-11-30T05:06:00.000,C,4,699.213194444,92.6538003429,-34.1410109523,0.867462392175,0.705829121199,24.3441912662,1.5619701136,22.7475156016,2.99845444992,1.50068587095,1.41677350787,0.206581272513
N2188-1.Q2.B.170416_1010.A.054261.061035N3413.0060.nh.fits,2017-04-16T10:10:00.000,A,5,836.424201389,92.6535821516,-34.141103318,14.7221249775,2.50917027524,21.2551350165,0.439292253358,21.0340688959,6.49996779711,1.44375152125,0.398538118305,0.0575390207116
N2188-1.Q2.B.161217_0035.S.046314.061035N3413.0060.nh.fits,2016-12-17T00:35:00.000,S,6,716.024490741,92.6549817786,-34.1412931912,0.717931787128,0.208368628072,24.5505959583,5.29079158929,21.5805006643,3.21597811799,1.50578005582,4.79918694697,0.698278865476
N2188-1.Q2.B.170320_0235.C.063430.061035N3413.0060.nh.fits,2017-03-20T02:35:00.000,C,7,809.108263889,92.6545976582,-34.141047119,29.443276058,15.2407361014,20.4989837521,0.0725364381467,22.353573558,4.05060541071,1.41233598732,0.0656136287214,0.0107558963133
N2188-1.Q2.B.170124_2043.S.052404.061035N3413.0060.nh.fits,2017-01-24T20:43:00.000,S,8,754.862037037,92.6547970833,-34.1412061831,nan,nan,nan,nan,20.2988242828,4.05060541071,1.41233598732,0.0656136287214,0.0107558963133
N2188-1.Q2.B.170112_0350.C.048842.061035N3413.0060.nh.fits,2017-01-12T03:50:00.000,C,9,742.160335648,92.6547418741,-34.1410816065,69.9384758978,19.0816307383,19.5551499092,0.0580413540368,21.6226070879,2.48795528287,1.20626751368,0.052406422371,0.00917022834838
