Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand,Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand,TRUE
N2188-1.Q2.B.170119_2011.S.051612.061035N3413.0060.nh.fits,2017-01-19T20:11:00.000,S,387,749.8416667,92.65456872,-34.14104766,47.62025592,6.73959773,19.9744641,0.1636599378,20.88579565,6.923811623,1.542023463,0.1483768082,0.02211812714,N2188-1.Q2.B.170119_1220.A.042219.061035N3413.0060.nh.fits,2017-01-19T12:20:00.000,A,117,384.5140162,92.65473778,-34.14108776,55.87909923,11.2136237,19.79998643,0.09846243851,21.26472486,5.225964002,1.68183347,0.0891772389,0.01390005091,FALSE
N2188-1.Q2.B.170120_0129.C.050658.061035N3413.0060.nh.fits,2017-01-20T01:29:00.000,C,477,750.0623843,92.65472511,-34.14108439,64.40531488,42.87010903,19.64506558,0.02602828261,22.95428092,2.298566842,1.640503366,0.02332627611,0.005010863517,N2188-1.Q2.B.170119_1904.S.051582.061035N3413.0060.nh.fits,2017-01-19T19:04:00.000,S,34,384.7945949,92.65474106,-34.14116791,57.14946753,16.03817185,19.7754623,0.06892331206,21.65394386,7.061395577,1.408160054,0.06235124609,0.01018401375,FALSE
N2188-1.Q2.B.170120_0232.C.050688.061035N3413.0060.nh.fits,2017-01-20T02:32:00.000,C,106,750.1059722,92.65474226,-34.14108862,63.18322408,42.10312105,19.66596523,0.02649438579,22.86163257,2.279982059,1.752053177,0.02375120834,0.005066890672,N2188-1.Q2.B.170119_2011.S.051612.061035N3413.0060.nh.fits,2017-01-19T20:11:00.000,S,91,384.8416551,92.65368235,-34.14097514,78.49059568,5.597887809,19.42929504,0.1969962973,20.11841899,6.923811623,1.542023463,0.178638807,0.02636248684,FALSE
N2188-1.Q2.B.170120_1850.S.051816.061035N3413.0060.nh.fits,2017-01-20T18:50:00.000,S,423,750.7851736,92.65453122,-34.14104038,53.70576156,6.789182399,19.84326446,0.1624671077,20.72346468,6.584828821,1.422865005,0.147293141,0.02197185942,N2188-1.Q2.B.170120_0129.C.050658.061035N3413.0060.nh.fits,2017-01-20T01:29:00.000,C,368,385.0623727,92.65472417,-34.14106984,37.23073132,36.3062715,20.24297218,0.03066500776,23.55095365,2.298566842,1.640503366,0.02754345072,0.005608156121,FALSE
N2188-1.Q2.B.170120_1958.S.051847.061035N3413.0060.nh.fits,2017-01-20T19:58:00.000,S,86,750.8325694,92.65467675,-34.14114814,54.10071634,7.974047671,19.83527094,0.1383550373,20.90938128,7.812514202,1.449988307,0.1254068249,0.01888607044,N2188-1.Q2.B.170120_0232.C.050688.061035N3413.0060.nh.fits,2017-01-20T02:32:00.000,C,337,385.1059606,92.65472604,-34.14107338,37.84326187,37.10343161,20.22516964,0.03001328418,23.55593484,2.279982059,1.752053177,0.02695168497,0.005520230211,FALSE
N2188-1.Q2.B.170121_0126.C.050871.061035N3413.0060.nh.fits,2017-01-21T01:26:00.000,C,432,751.0601157,92.65472413,-34.14106843,61.40702513,35.86084642,19.69707315,0.03102758987,22.6176715,2.945310596,1.689843032,0.02788556601,0.005593105947,N2188-1.Q2.B.170120_1850.S.051816.061035N3413.0060.nh.fits,2017-01-20T18:50:00.000,S,444,385.785162,92.65472599,-34.14106276,57.47341411,8.823079794,19.76929582,0.1250691863,20.97196504,6.584828821,1.422865005,0.1133391087,0.01723929879,FALSE
N2188-1.Q2.B.170121_0240.C.050904.061035N3413.0060.nh.fits,2017-01-21T02:40:00.000,C,116,751.1117361,92.65471256,-34.14108341,62.71824348,34.13988744,19.67402347,0.03257225581,22.57910157,3.00491882,1.712823747,0.02929125065,0.005783920357,N2188-1.Q2.B.170120_1958.S.051847.061035N3413.0060.nh.fits,2017-01-20T19:58:00.000,S,341,385.8325579,92.65473738,-34.14113615,55.7897435,11.92190985,19.80173235,0.09262295129,21.34410946,7.812514202,1.449988307,0.08387917817,0.01313488161,FALSE
N2188-1.Q2.B.170121_1048.A.042305.061035N3413.0060.nh.fits,2017-01-21T10:48:00.000,A,364,751.4506597,92.65465951,-34.14108143,57.82997231,15.70643259,19.76254862,0.0703887921,21.66338182,3.868553409,1.749489085,0.06366818146,0.01045432459,N2188-1.Q2.B.170121_0126.C.050871.061035N3413.0060.nh.fits,2017-01-21T01:26:00.000,C,103,386.0601042,92.65474903,-34.14106823,45.18536983,38.87743789,20.03172234,0.02864914244,23.28653644,2.945310596,1.689843032,0.02572185963,0.005292890569,FALSE
N2188-1.Q2.B.170121_1157.A.042335.061035N3413.0060.nh.fits,2017-01-21T11:57:00.000,A,48,751.4985764,92.65459482,-34.14109062,58.0178206,11.51680879,19.75901065,0.09587594627,21.26728798,5.132759462,1.721154649,0.08682960862,0.01356726759,N2188-1.Q2.B.170121_0240.C.050904.061035N3413.0060.nh.fits,2017-01-21T02:40:00.000,C,324,386.1117245,92.65473745,-34.14109187,47.19097897,38.63997808,19.98434314,0.02882225615,23.282234,3.00491882,1.712823747,0.02587993186,0.005311994385,FALSE
N2188-1.Q2.B.170121_1913.S.052037.061035N3413.0060.nh.fits,2017-01-21T19:13:00.000,S,174,751.799537,92.65463672,-34.14108959,62.54020976,27.95248248,19.67712467,0.03969685231,22.26174257,4.309953125,1.426255184,0.03577499783,0.006648241693,N2188-1.Q2.B.170121_1048.A.042305.061035N3413.0060.nh.fits,2017-01-21T10:48:00.000,A,407,386.4506481,92.65475339,-34.14110802,54.45694219,25.74307764,19.82811114,0.04307538859,22.48799697,3.868553409,1.749489085,0.03884539424,0.007074683148,FALSE
N2188-1.Q2.B.170121_2018.S.052067.061035N3413.0060.nh.fits,2017-01-21T20:18:00.000,S,194,751.8446759,92.65464302,-34.14107876,63.53174305,24.92074937,19.6599641,0.0444706087,22.0564712,4.921888103,1.419374873,0.04012720426,0.007173041024,N2188-1.Q2.B.170121_1157.A.042335.061035N3413.0060.nh.fits,2017-01-21T11:57:00.000,A,205,386.4985648,92.65472408,-34.14113261,61.14428818,13.89845203,19.70175091,0.07949417088,21.40005298,5.132759462,1.721154649,0.07195045877,0.01152137697,FALSE
N2188-1.Q2.B.170121_2127.S.052098.061035N3413.0060.nh.fits,2017-01-21T21:27:00.000,S,320,751.8926505,92.65465301,-34.14105784,62.59697446,25.37482557,19.67613492,0.04368744517,22.05993975,5.016530231,1.404080968,0.03940913789,0.007110161474,N2188-1.Q2.B.170121_1913.S.052037.061035N3413.0060.nh.fits,2017-01-21T19:13:00.000,S,292,386.7995255,92.65471655,-34.14112103,57.78235179,28.87074773,19.76344734,0.03844557751,22.43886738,4.309953125,1.426255184,0.03463713546,0.006493370972,FALSE
N2188-1.Q2.B.170121_2131.S.052100.061035N3413.0060.nh.fits,2017-01-21T21:31:00.000,S,484,751.8957523,92.65463718,-34.14108093,65.16262406,25.93641542,19.63231252,0.0427511109,22.08757341,5.08801238,1.365132047,0.03855582908,0.007005655212,N2188-1.Q2.B.170121_2018.S.052067.061035N3413.0060.nh.fits,2017-01-21T20:18:00.000,S,9,386.8446644,92.65475848,-34.141107,55.58757832,25.33198356,19.80569279,0.04375409303,22.23203782,4.921888103,1.419374873,0.0394757875,0.007084727482,FALSE
N2188-1.Q2.B.170122_0124.C.051072.061035N3413.0060.nh.fits,2017-01-22T01:24:00.000,C,126,752.0588079,92.65467171,-34.14106569,62.02145601,24.27709922,19.68621152,0.04564090742,22.06744532,4.41554034,1.627442145,0.04119108262,0.007317579899,N2188-1.Q2.B.170121_2127.S.052098.061035N3413.0060.nh.fits,2017-01-21T21:27:00.000,S,481,386.8926389,92.65476388,-34.14108183,56.57488807,23.9993807,19.78648617,0.04617186019,22.1381519,5.016530231,1.404080968,0.04166774188,0.007416920761,FALSE
N2188-1.Q2.B.170122_0227.C.051102.061035N3413.0060.nh.fits,2017-01-22T02:27:00.000,C,83,752.1021759,92.65470369,-34.14106705,60.42006586,27.66241734,19.71474975,0.04010782925,22.27275275,3.502066634,1.776482133,0.03615013062,0.006691414174,N2188-1.Q2.B.170121_2131.S.052100.061035N3413.0060.nh.fits,2017-01-21T21:31:00.000,S,107,386.8957407,92.65475159,-34.14110279,59.25784051,24.53195988,19.73593941,0.04517903022,22.11427202,5.08801238,1.365132047,0.04076315161,0.007305651655,FALSE
N2188-1.Q2.B.170122_1045.A.042500.061035N3413.0060.nh.fits,2017-01-22T10:45:00.000,A,467,752.4485764,92.654613,-34.14112198,58.77496552,15.97985283,19.74486565,0.06918649705,21.6131889,4.396665351,1.510982865,0.06257879912,0.01028720269,N2188-1.Q2.B.170122_0124.C.051072.061035N3413.0060.nh.fits,2017-01-22T01:24:00.000,C,111,387.0587963,92.65474253,-34.14109321,57.61257898,23.55901175,19.76665741,0.04702205255,22.11165183,4.41554034,1.627442145,0.0424466022,0.007488003295,FALSE
N2188-1.Q2.B.170122_1149.A.042530.061035N3413.0060.nh.fits,2017-01-22T11:49:00.000,A,311,752.492419,92.65470456,-34.14107702,55.28375641,20.0374781,19.81167188,0.05525911662,22.09494413,3.015608664,1.497154416,0.04990647999,0.008660742051,N2188-1.Q2.B.170122_0227.C.051102.061035N3413.0060.nh.fits,2017-01-22T02:27:00.000,C,171,387.1021644,92.65474808,-34.14108096,52.67156826,37.40995253,19.86447737,0.02975166174,23.01675061,3.502066634,1.776482133,0.02673085455,0.005402791151,FALSE
N2188-1.Q2.B.170123_0135.C.051267.061035N3413.0060.nh.fits,2017-01-23T01:35:00.000,C,335,753.0661574,92.65469628,-34.14107599,60.53513948,28.39049863,19.71267395,0.03909025072,22.30026729,3.577243417,1.689393601,0.03522305166,0.00657496676,N2188-1.Q2.B.170122_1045.A.042500.061035N3413.0060.nh.fits,2017-01-22T10:45:00.000,A,97,387.4485648,92.65473184,-34.14112179,59.36133015,17.82926944,19.73403581,0.06204191519,21.77565642,4.396665351,1.510982865,0.05608754769,0.009399703218,FALSE
N2188-1.Q2.B.170123_0243.C.051297.061035N3413.0060.nh.fits,2017-01-23T02:43:00.000,C,164,753.1133333,92.65471086,-34.14110505,51.66671752,10.26137692,19.88549121,0.1075913774,21.30569569,4.086948838,1.56567961,0.09745280855,0.01514054968,N2188-1.Q2.B.170122_1149.A.042530.061035N3413.0060.nh.fits,2017-01-22T11:49:00.000,A,302,387.4924074,92.65487485,-34.14120917,21.2393215,16.6341437,20.85529963,0.06649867955,23.11049596,3.015608664,1.497154416,0.06011731162,0.01007057174,FALSE
N2188-1.Q2.B.170123_1101.A.042684.061035N3413.0060.nh.fits,2017-01-23T11:01:00.000,A,481,753.4591088,92.65469136,-34.14106293,59.61222603,18.47567262,19.72943454,0.05989730152,21.82162764,3.78844748,1.510398628,0.05412522838,0.009214092275,N2188-1.Q2.B.170123_0135.C.051267.061035N3413.0060.nh.fits,2017-01-23T01:35:00.000,C,391,388.0661458,92.65475201,-34.14110099,52.32936353,36.64853748,19.87158834,0.03036435595,22.97955387,3.577243417,1.689393601,0.02728621846,0.005489859393,FALSE
N2188-1.Q2.B.170123_1209.A.042714.061035N3413.0060.nh.fits,2017-01-23T12:09:00.000,A,94,753.5064236,92.65467134,-34.14106824,55.85219309,17.33219097,19.80051185,0.06382601962,21.82487675,3.916947625,1.492045304,0.05769611018,0.009695720665,N2188-1.Q2.B.170123_0243.C.051297.061035N3413.0060.nh.fits,2017-01-23T02:43:00.000,C,198,388.1133218,92.65475462,-34.14113213,44.82903066,17.57441653,20.04035983,0.06294485584,22.24309122,4.086948838,1.56567961,0.05690089332,0.009554011194,FALSE
N2188-1.Q2.B.170125_0128.C.051503.061035N3413.0060.nh.fits,2017-01-25T01:28:00.000,C,161,755.0615741,92.65470333,-34.14106245,57.34362025,29.49532484,19.77176232,0.03764226408,22.43458389,3.893531745,1.447571818,0.03390367814,0.006409327938,N2188-1.Q2.B.170123_1101.A.042684.061035N3413.0060.nh.fits,2017-01-23T11:01:00.000,A,47,388.4590972,92.65475392,-34.14108429,52.51474551,26.61950478,19.86773037,0.04167886375,22.62804652,3.78844748,1.510398628,0.0375664389,0.006951909098,FALSE
N2188-1.Q2.B.170125_0237.C.051533.061035N3413.0060.nh.fits,2017-01-25T02:37:00.000,C,440,755.1095602,92.65466925,-34.14107382,55.79328531,29.35775102,19.80166309,0.03781690396,22.48481811,3.875676228,1.423456664,0.03406255471,0.006430691298,N2188-1.Q2.B.170123_1209.A.042714.061035N3413.0060.nh.fits,2017-01-23T12:09:00.000,A,463,388.506412,92.65474317,-34.14109384,49.59989755,26.04477852,19.9300292,0.0425893892,22.68970581,3.916947625,1.492045304,0.03839541193,0.007058845988,FALSE
N2188-1.Q2.B.170125_1947.S.052599.061035N3413.0060.nh.fits,2017-01-25T19:47:00.000,S,356,755.8246181,92.65462468,-34.14109334,58.62970709,21.86049864,19.74756519,0.05064821886,22.03765044,5.041581295,1.454047785,0.0457446107,0.007924252775,N2188-1.Q2.B.170124_2043.S.052404.061035N3413.0060.nh.fits,2017-01-24T20:43:00.000,S,390,389.8620255,92.65478381,-34.1411766,48.93238419,12.61482157,19.94481081,0.08757681419,21.56632049,8.814128203,1.388855817,0.07927183072,0.01265690963,FALSE
N2188-1.Q2.B.170125_2056.S.052630.061035N3413.0060.nh.fits,2017-01-25T20:56:00.000,S,14,755.8726505,92.65501765,-34.14114481,33.23749618,3.244712793,20.36674662,0.3398081219,20.44963336,8.314545073,1.401976353,0.3081936873,0.045125179,N2188-1.Q2.B.170125_0128.C.051503.061035N3413.0060.nh.fits,2017-01-25T01:28:00.000,C,67,390.0615625,92.65475906,-34.1410942,48.90935386,34.49463445,19.9453244,0.032239849,22.98319237,3.893531745,1.447571818,0.02899001587,0.005736586956,FALSE
N2188-1.Q2.B.170126_0125.C.051730.061035N3413.0060.nh.fits,2017-01-26T01:25:00.000,C,76,756.0593634,92.65467946,-34.1410726,55.78488469,27.1302522,19.80182737,0.04089119387,22.35586154,3.857944681,1.473837978,0.03685922241,0.006805734706,N2188-1.Q2.B.170125_0237.C.051533.061035N3413.0060.nh.fits,2017-01-25T02:37:00.000,C,127,390.1095486,92.65475057,-34.14110858,47.13006205,34.43040392,19.98575231,0.03229909544,23.03342659,3.875676228,1.423456664,0.02904409726,0.005743048739,FALSE
N2188-1.Q2.B.170126_0232.C.051760.061035N3413.0060.nh.fits,2017-01-26T02:32:00.000,C,349,756.1059375,92.65471835,-34.14107133,58.23607201,30.14803564,19.75491442,0.03683693338,22.45898279,3.39682483,1.561237709,0.03316965695,0.00631792062,N2188-1.Q2.B.170125_1947.S.052599.061035N3413.0060.nh.fits,2017-01-25T19:47:00.000,S,159,390.8246065,92.65474989,-34.14110886,52.4975402,22.75453466,19.86808786,0.04867085659,22.18584863,5.041581295,1.454047785,0.04394728413,0.007680437562,FALSE
N2188-1.Q2.B.170129_1924.S.053344.061035N3413.0060.nh.fits,2017-01-29T19:24:00.000,S,343,759.8084954,92.65460609,-34.14106449,51.01815126,20.43230885,19.89927242,0.05417068047,22.06515818,4.468665474,1.528681359,0.04894209497,0.008382146025,N2188-1.Q2.B.170125_2056.S.052630.061035N3413.0060.nh.fits,2017-01-25T20:56:00.000,S,57,390.8726389,92.65481173,-34.14113969,44.00819781,12.99277622,20.06052055,0.08503759501,21.69732169,8.314545073,1.401976353,0.07696584496,0.01233720675,FALSE
N2188-1.Q2.B.170129_2031.S.053374.061035N3413.0060.nh.fits,2017-01-29T20:31:00.000,S,361,759.8552894,92.65465567,-34.1410367,51.71363672,19.91648786,19.88450095,0.0555692888,22.00843866,4.675028561,1.468998212,0.0502096558,0.008575483122,N2188-1.Q2.B.170126_0125.C.051730.061035N3413.0060.nh.fits,2017-01-26T01:25:00.000,C,379,391.0593519,92.65475179,-34.14110177,46.82861245,33.45836232,19.99275255,0.03322561386,23.00090728,3.857944681,1.473837978,0.02988789441,0.005853672882,FALSE
N2188-1.Q2.B.170130_1917.S.053586.061035N3413.0060.nh.fits,2017-01-30T19:17:00.000,S,468,760.8039005,92.65454394,-34.1410561,46.6793798,12.64213701,19.99623472,0.08736210154,21.6001525,5.592028421,1.447526142,0.07910055072,0.01248052257,N2188-1.Q2.B.170126_0232.C.051760.061035N3413.0060.nh.fits,2017-01-26T02:32:00.000,C,427,391.1059259,92.65473202,-34.14109623,46.26021833,35.78706338,20.00607523,0.03109065493,23.16564812,3.39682483,1.561237709,0.02794305834,0.005600416376,FALSE
N2188-1.Q2.B.170130_2028.S.053618.061035N3413.0060.nh.fits,2017-01-30T20:28:00.000,S,157,760.8529051,92.65467628,-34.14106892,49.51030113,21.71883569,19.93200165,0.05098408151,22.18914333,4.848404665,1.373030274,0.04604298381,0.008005451642,N2188-1.Q2.B.170129_1924.S.053344.061035N3413.0060.nh.fits,2017-01-29T19:24:00.000,S,388,394.8084838,92.65474913,-34.14111035,48.0404861,27.72027789,19.96487914,0.04001555757,22.60805258,4.468665474,1.528681359,0.03607467444,0.006634229272,FALSE
N2188-1.Q2.B.170131_1109.A.043571.061035N3413.0060.nh.fits,2017-01-31T11:09:00.000,A,46,761.4649769,92.65471411,-34.14111854,40.18537653,6.19075427,20.15965799,0.1782051622,20.9820291,4.05393468,1.47703827,0.1615312055,0.02430118315,N2188-1.Q2.B.170129_2031.S.053374.061035N3413.0060.nh.fits,2017-01-29T20:31:00.000,S,217,394.8552778,92.65476744,-34.14106809,49.1075362,19.2746745,19.94091277,0.05740912883,22.03171874,4.675028561,1.468998212,0.05188155059,0.008803566302,FALSE
N2188-1.Q2.B.170131_1924.S.053838.061035N3413.0060.nh.fits,2017-01-31T19:24:00.000,S,202,761.8085764,92.65468467,-34.14107266,50.57667919,23.32058244,19.90875373,0.04751497974,22.24234518,3.46939383,1.694640236,0.04288057567,0.007628533639,N2188-1.Q2.B.170130_1917.S.053586.061035N3413.0060.nh.fits,2017-01-30T19:17:00.000,S,307,395.8038889,92.65463497,-34.14108076,58.94956231,9.353226816,19.74162968,0.117990549,21.0000807,5.592028421,1.447526142,0.1069149738,0.01632523257,FALSE
N2188-1.Q2.B.170131_2030.S.053868.061035N3413.0060.nh.fits,2017-01-31T20:30:00.000,S,156,761.8543519,92.65470791,-34.1410859,51.87454469,27.32425381,19.88111172,0.04060552698,22.48357344,3.552514026,1.532564614,0.03659752273,0.006780898315,N2188-1.Q2.B.170130_2028.S.053618.061035N3413.0060.nh.fits,2017-01-30T20:28:00.000,S,419,395.8528935,92.65477656,-34.14110498,45.89707497,21.84103543,20.01467297,0.05070064617,22.28307688,4.848404665,1.373030274,0.04578537511,0.007970387219,FALSE
N2188-1.Q2.B.170201_1917.S.054070.061035N3413.0060.nh.fits,2017-02-01T19:17:00.000,S,108,762.8035764,92.65463532,-34.14107734,46.11916216,18.99084571,20.00940681,0.05826881755,22.08184629,3.942869378,1.601270255,0.05265694932,0.008944325842,N2188-1.Q2.B.170131_1109.A.043571.061035N3413.0060.nh.fits,2017-01-31T11:09:00.000,A,484,396.4649653,92.65480821,-34.14115127,21.38002295,9.239163683,20.8480964,0.1194899331,22.26616612,4.05393468,1.47703827,0.1082349046,0.01678423439,FALSE
N2188-1.Q2.B.170201_2023.S.054100.061035N3413.0060.nh.fits,2017-02-01T20:23:00.000,S,32,762.8493981,92.65468469,-34.1410797,49.08367296,20.16003975,19.94144303,0.05490128069,22.12130402,4.187382719,1.576477178,0.04960307681,0.008489941889,N2188-1.Q2.B.170131_1924.S.053838.061035N3413.0060.nh.fits,2017-01-31T19:24:00.000,S,216,396.8085648,92.6547409,-34.14109273,43.23301975,31.04323382,20.0799082,0.03578241083,22.93644873,3.46939383,1.694640236,0.0322131388,0.006173580846,FALSE
N2188-1.Q2.B.170202_0250.C.052765.061035N3413.0060.nh.fits,2017-02-02T02:50:00.000,C,184,763.1182755,92.65472872,-34.1410858,46.97918047,24.9225949,19.98925046,0.04448435882,22.46986972,2.771873173,1.943815208,0.04012423281,0.007260763486,N2188-1.Q2.B.170131_2030.S.053868.061035N3413.0060.nh.fits,2017-01-31T20:30:00.000,S,256,396.8543403,92.65475821,-34.14110113,44.07856964,32.2508566,20.05877745,0.0344579124,23.05673436,3.552514026,1.532564614,0.03100692835,0.006016777902,FALSE
N2188-1.Q2.B.170202_1917.S.054285.061035N3413.0060.nh.fits,2017-02-02T19:17:00.000,S,30,763.8038079,92.6544259,-34.14110529,34.25287685,5.136257351,20.33391792,0.2146809209,20.92852569,7.916218156,1.333569319,0.1946942942,0.02860112458,N2188-1.Q2.B.170201_1917.S.054070.061035N3413.0060.nh.fits,2017-02-01T19:17:00.000,S,443,397.8035648,92.65474185,-34.14110603,40.48976314,28.41089888,20.15142568,0.03906101306,22.85494789,3.942869378,1.601270255,0.03519775999,0.006564402664,FALSE
N2188-1.Q2.B.170202_2024.S.054317.061035N3413.0060.nh.fits,2017-02-02T20:24:00.000,S,43,763.8503009,92.65484371,-34.14115774,nan,nan,nan,nan,20.36281585,2.467305426,1.346930498,0.0518147915,0.009038377712,N2188-1.Q2.B.170201_2023.S.054100.061035N3413.0060.nh.fits,2017-02-01T20:23:00.000,S,335,397.8493866,92.65476805,-34.14112295,44.919162,27.34297649,20.03816862,0.04056622145,22.66233689,4.187382719,1.576477178,0.03657246315,0.006718145312,FALSE
N2188-1.Q2.B.170203_0127.C.052945.061035N3413.0060.nh.fits,2017-02-03T01:27:00.000,C,251,764.0607292,92.65473432,-34.14108027,45.45889251,20.3090035,20.02513836,0.0545167349,22.16160277,3.055348076,1.666095288,0.04923924504,0.008525718015,N2188-1.Q2.B.170202_0250.C.052765.061035N3413.0060.nh.fits,2017-02-02T02:50:00.000,C,425,398.1182639,92.65474625,-34.14108763,33.65101092,30.15918911,20.35325765,0.03682163012,23.2145733,2.771873173,1.943815208,0.03315739015,0.006307347657,FALSE
N2188-1.Q2.B.170204_1917.S.054655.061035N3413.0060.nh.fits,2017-02-04T19:17:00.000,S,332,765.8041667,92.65427457,-34.14106585,37.4348363,7.110286732,20.23700776,0.1551376409,21.17559179,5.436915711,1.636143747,0.1406413043,0.02102697661,N2188-1.Q2.B.170202_1917.S.054285.061035N3413.0060.nh.fits,2017-02-02T19:17:00.000,S,49,398.8037963,92.65476025,-34.14114708,35.79327118,9.275080588,20.28592782,0.1189826029,21.54184682,7.916218156,1.333569319,0.1078157748,0.01645024536,FALSE
N2188-1.Q2.B.170205_0120.C.053156.061035N3413.0060.nh.fits,2017-02-05T01:20:00.000,C,448,766.0557639,92.6546923,-34.14108633,45.82183237,16.19563526,20.01646291,0.06828091028,21.90534062,3.349007226,1.579888861,0.06174503093,0.01024139369,N2188-1.Q2.B.170202_2024.S.054317.061035N3413.0060.nh.fits,2017-02-02T20:24:00.000,S,113,398.8502894,92.65517698,-34.14153035,21.54167678,2.81113805,20.8398788,0.3921916328,20.73868976,15.19959992,1.228795688,0.3557278163,0.05191610788,FALSE
N2188-1.Q2.B.170205_1913.S.054865.061035N3413.0060.nh.fits,2017-02-05T19:13:00.000,S,355,766.8008333,92.6546942,-34.14110732,46.24382767,12.17231271,20.00646183,0.0907364749,21.56857166,4.007559081,1.586411483,0.08215365672,0.01297629102,N2188-1.Q2.B.170203_0127.C.052945.061035N3413.0060.nh.fits,2017-02-03T01:27:00.000,C,119,399.0607176,92.65475408,-34.14107923,34.77511623,29.39289932,20.31741021,0.0377754591,23.16008512,3.055348076,1.666095288,0.03402182239,0.006441637433,FALSE
N2188-1.Q2.B.170205_2016.S.054895.061035N3413.0060.nh.fits,2017-02-05T20:16:00.000,S,82,766.8450579,92.65441008,-34.14110476,34.87753344,4.363175545,20.31420195,0.2527441076,20.70122577,7.150954172,1.414874484,0.2291908702,0.03382804805,N2188-1.Q2.B.170204_1917.S.054655.061035N3413.0060.nh.fits,2017-02-04T19:17:00.000,S,415,400.8041551,92.65477989,-34.14117123,56.13625968,8.653014116,19.79497731,0.1275197348,20.9563164,5.436915711,1.636143747,0.1155666669,0.01753202665,FALSE
N2188-1.Q2.B.170206_0121.C.053350.061035N3413.0060.nh.fits,2017-02-06T01:21:00.000,C,307,767.0564236,92.65471508,-34.14109564,43.4950895,12.57620742,20.07331506,0.08784378945,21.63261962,3.644053896,1.610465671,0.079515228,0.01268459428,N2188-1.Q2.B.170205_0120.C.053156.061035N3413.0060.nh.fits,2017-02-05T01:20:00.000,C,174,401.0557523,92.65473514,-34.14109791,38.20666286,29.47443734,20.21474348,0.03767145336,23.01772466,3.349007226,1.579888861,0.03392770449,0.006426261829,FALSE
N2188-1.Q2.B.170206_0219.C.053377.061035N3413.0060.nh.fits,2017-02-06T02:19:00.000,C,263,767.0968287,92.65470981,-34.1410815,42.85438869,13.19854532,20.08950471,0.08371701578,21.77135824,3.14953402,1.724891886,0.07576592539,0.01217483691,N2188-1.Q2.B.170205_1913.S.054865.061035N3413.0060.nh.fits,2017-02-05T19:13:00.000,S,287,401.8008218,92.65477211,-34.14112088,44.88237201,23.12639652,20.0390625,0.04790464085,22.40028728,4.007559081,1.586411483,0.04324063194,0.007643720557,FALSE
N2188-1.Q2.B.170206_1913.S.055014.061035N3413.0060.nh.fits,2017-02-06T19:13:00.000,S,367,767.8008565,92.65466774,-34.14107036,46.71233424,12.01293836,19.99546481,0.09194623066,21.51720321,4.097060077,1.455119769,0.08324358035,0.01318344521,N2188-1.Q2.B.170205_2016.S.054895.061035N3413.0060.nh.fits,2017-02-05T20:16:00.000,S,381,401.8450463,92.65495727,-34.14114481,52.27361323,8.060621193,19.87275122,0.1369082309,20.98064794,7.150954172,1.414874484,0.1240599175,0.01892281944,FALSE
N2188-1.Q2.B.170206_2016.S.055044.061035N3413.0060.nh.fits,2017-02-06T20:16:00.000,S,238,767.8448495,92.65473809,-34.14108523,45.85360698,12.72813402,20.01570667,0.08680291055,21.64473484,3.366823075,1.549507299,0.07856611175,0.01257762028,N2188-1.Q2.B.170206_0121.C.053350.061035N3413.0060.nh.fits,2017-02-06T01:21:00.000,C,70,402.056412,92.65475021,-34.14111204,37.29163735,23.27767935,20.24118895,0.04760455775,22.61254137,3.644053896,1.610465671,0.04295960885,0.007653070115,FALSE
N2188-1.Q2.B.170207_0134.C.053562.061035N3413.0060.nh.fits,2017-02-07T01:34:00.000,C,0,768.0654051,92.65461425,-34.14111393,42.08907495,9.682189583,20.10916343,0.1139946358,21.42320413,4.417591684,1.538697443,0.103282423,0.01584896858,N2188-1.Q2.B.170206_0219.C.053377.061035N3413.0060.nh.fits,2017-02-06T02:19:00.000,C,311,402.0968171,92.65474907,-34.14107963,34.44231955,26.34047022,20.32790083,0.04211044295,22.9755837,3.14953402,1.724891886,0.03796439439,0.006975304211,FALSE
N2188-1.Q2.B.170207_0134.C.053562.061035N3413.0060.nh.fits,2016-12-17T00:35:00.000,S,6,716.0244907,92.65498178,-34.14129319,0.7179317871,0.2083686281,24.55059596,5.290791589,21.58050066,3.215978118,1.505780056,4.799186947,0.6982788655,N2188-1.Q2.B.170206_1913.S.055014.061035N3413.0060.nh.fits,2017-02-06T19:13:00.000,S,299,402.8008449,92.65474934,-34.14109681,43.70394882,22.29789897,20.06808897,0.04968020977,22.40751921,4.097060077,1.455119769,0.04484727468,0.007904690453,FALSE
N2188-1.Q2.B.170207_0134.C.053562.061035N3413.0060.nh.fits,2017-03-31T00:19:00.000,C,12,820.0136806,92.6536528,-34.14105971,5.58396257,2.569801901,22.31275736,0.4289844224,22.13170734,4.082055092,1.598664258,0.3891350534,0.05654455071,N2188-1.Q2.B.170206_2016.S.055044.061035N3413.0060.nh.fits,2017-02-06T20:16:00.000,S,167,402.844838,92.6547658,-34.14111609,37.86844853,25.31929809,20.2244438,0.04379690031,22.7934398,3.366823075,1.549507299,0.03949556565,0.007195862914,FALSE
