Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand,Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand,TRUE
N2188-1.Q2.B.161022_1631.A.028878.061035N3413.0060.nh.fits,2016-10-22T16:31:00.000,A,465,660.6883565,92.65480409,-34.14114848,nan,nan,nan,nan,20.10617575,5.917178535,1.736647348,0.4662138887,0.06720341486,N2188-1.Q2.B.161022_1631.A.028878.061035N3413.0060.nh.fits,2016-10-22T16:31:00.000,A,31,295.6883449,92.65480409,-34.14114848,-14.71370072,-1.597809676,nan,nan,20.57066236,8.208210817,1.711015096,-0.6258567684,-0.09096130386,TRUE
N2188-1.Q2.B.161023_1618.A.029096.061035N3413.0060.nh.fits,2016-10-23T16:18:00.000,A,189,661.6795023,92.6536016,-34.14108598,5.154455227,1.172556149,22.40007379,0.9399749603,21.3942564,4.664723971,1.555200426,0.8528376241,0.1226591809,N2188-1.Q2.B.161023_1618.A.029096.061035N3413.0060.nh.fits,2016-10-23T16:18:00.000,A,334,296.6794907,92.65486873,-34.14119233,-5.096926083,-2.020823502,nan,nan,21.99875723,4.664723971,1.555200426,-0.4948477683,-0.07137452477,TRUE
N2188-1.Q2.B.161023_1726.A.029127.061035N3413.0060.nh.fits,2016-10-23T17:26:00.000,A,436,661.7270139,92.65360397,-34.14108844,4.197432355,1.020545854,22.62414184,1.079998224,21.40945494,4.16709981,1.663250964,0.9798677792,0.1410194017,N2188-1.Q2.B.161023_1726.A.029127.061035N3413.0060.nh.fits,2016-10-23T17:26:00.000,A,147,296.7270023,92.6548333,-34.14119159,-2.095895031,-1.293923981,nan,nan,22.45226191,4.16709981,1.663250964,-0.7728429294,-0.1113006149,TRUE
N2188-1.Q2.B.161024_1622.A.029351.061035N3413.0060.nh.fits,2016-10-24T16:22:00.000,A,215,662.6822454,92.6548347,-34.14120659,nan,nan,nan,nan,21.84488033,3.231915128,1.508519518,0.102161636,0.01588633529,N2188-1.Q2.B.161024_1622.A.029351.061035N3413.0060.nh.fits,2016-10-24T16:22:00.000,A,86,297.6822338,92.65470351,-34.1414225,3.23769614,2.488469126,22.90736386,0.4430521364,22.72442893,3.202008002,1.707629296,0.4018534887,0.05869052815,TRUE
N2188-1.Q2.B.161024_1727.A.029381.061035N3413.0060.nh.fits,2016-10-24T17:27:00.000,A,453,662.7277546,92.65353021,-34.141127,2.710118001,0.6986671516,23.10141055,1.577619864,21.48744192,4.013040109,1.569680929,1.431296716,0.206387548,N2188-1.Q2.B.161024_1727.A.029381.061035N3413.0060.nh.fits,2016-10-24T17:27:00.000,A,143,297.7277431,92.65503904,-34.14064175,3.43358043,1.990973887,22.84327988,0.5536558123,22.41618093,4.013040109,1.569680929,0.5022667581,0.07269250391,TRUE
N2188-1.Q2.B.161025_0816.C.032886.061035N3413.0060.nh.fits,2016-10-25T08:16:00.000,C,148,663.3445139,92.65359355,-34.14104906,1.283466098,0.7574407742,23.9168153,1.455355593,22.37988363,3.907119078,1.452194307,1.320235237,0.1913412956,N2188-1.Q2.B.161025_0816.C.032886.061035N3413.0060.nh.fits,2016-10-25T08:16:00.000,C,65,298.3445023,92.65487701,-34.14117344,-1.009974517,-1.26039937,nan,nan,23.25809163,3.907119078,1.452194307,-0.7933993175,-0.1151127433,TRUE
N2188-1.Q2.B.161025_1624.A.029614.061035N3413.0060.nh.fits,2016-10-25T16:24:00.000,A,259,663.6835995,92.65487969,-34.14119328,nan,nan,nan,nan,21.56760633,3.276192357,1.53704151,0.06872606868,0.01121255475,N2188-1.Q2.B.161025_1624.A.029614.061035N3413.0060.nh.fits,2016-10-25T16:24:00.000,A,329,298.683588,92.65487969,-34.14119328,-1.143947946,-0.3256146723,nan,nan,21.61368007,5.050597416,1.455745272,-3.07111468,-0.4412445699,TRUE
N2188-1.Q2.B.161025_1727.A.029644.061035N3413.0060.nh.fits,2016-10-25T17:27:00.000,A,334,663.7276042,92.65368819,-34.14103009,5.34414524,1.548583591,22.36064674,0.7118877177,21.64957345,4.358643426,1.499305427,0.6457513858,0.09388510669,N2188-1.Q2.B.161025_1727.A.029644.061035N3413.0060.nh.fits,2016-10-25T17:27:00.000,A,473,298.7275926,92.65518906,-34.14149194,8.065367973,2.700099858,21.91163696,0.4083307719,21.82054468,4.358643426,1.499305427,0.370356673,0.05411930919,TRUE
N2188-1.Q2.B.161026_0533.C.033067.061035N3413.0060.nh.fits,2016-10-26T05:33:00.000,C,341,664.2315625,92.65364217,-34.14104858,1.749812237,1.027305403,23.57868239,1.073097661,22.40438854,3.950985477,1.382527172,0.9734203648,0.1414090713,N2188-1.Q2.B.161026_0533.C.033067.061035N3413.0060.nh.fits,2016-10-26T05:33:00.000,C,60,299.2315509,92.65474581,-34.14128412,1.169486672,1.006134053,24.01827278,1.095677032,22.84021664,3.950985477,1.382527172,0.9939033444,0.1443779729,TRUE
N2188-1.Q2.B.161026_0641.C.033098.061035N3413.0060.nh.fits,2016-10-26T06:41:00.000,C,159,664.2791551,92.65357667,-34.14105743,1.996708699,1.241388583,23.43468636,0.8880105004,22.43796653,4.048358832,1.41961375,0.8055495387,0.1168531764,N2188-1.Q2.B.161026_0641.C.033098.061035N3413.0060.nh.fits,2016-10-26T06:41:00.000,C,177,299.2791435,92.65477836,-34.14113228,-0.1592638517,-0.1586558118,nan,nan,22.96407854,4.048358832,1.41961375,-6.302952213,-0.912816129,TRUE
N2188-1.Q2.B.161026_0750.C.033128.061035N3413.0060.nh.fits,2016-10-26T07:50:00.000,C,268,664.3265278,92.65372446,-34.14102392,1.250652716,0.8817220361,23.94506945,1.250282441,22.59491699,3.245140588,1.604344059,1.134144276,0.1647759549,N2188-1.Q2.B.161026_0750.C.033128.061035N3413.0060.nh.fits,2016-10-26T07:50:00.000,C,278,299.3265162,92.65485986,-34.14120288,-1.100315546,-1.313971606,nan,nan,23.16807791,3.245140588,1.604344059,-0.7610514529,-0.1106822555,TRUE
N2188-1.Q2.B.161026_1620.A.029735.061035N3413.0060.nh.fits,2016-10-26T16:20:00.000,A,315,664.6811227,92.65361396,-34.14108205,3.8183376,0.5925960221,22.72740861,1.860239628,20.94039921,4.642399009,1.425455824,1.687490234,0.244836227,N2188-1.Q2.B.161026_1620.A.029735.061035N3413.0060.nh.fits,2016-10-26T16:20:00.000,A,45,299.6811111,92.65441041,-34.14121405,17.12377016,2.770180412,21.09027525,0.3980073644,21.00117657,4.642399009,1.425455824,0.360987319,0.05279215568,TRUE
N2188-1.Q2.B.161027_0557.C.033354.061035N3413.0060.nh.fits,2016-10-27T05:57:00.000,C,271,665.2480093,92.65375684,-34.14104527,2.467578918,1.473612279,23.20369203,0.7481343939,22.4235733,3.443060397,1.589601094,0.6786045516,0.09884469927,N2188-1.Q2.B.161027_0557.C.033354.061035N3413.0060.nh.fits,2016-10-27T05:57:00.000,C,333,300.2479977,92.6548656,-34.14112533,-0.5021236704,-0.4148155579,nan,nan,22.78111456,3.443060397,1.589601094,-2.410709967,-0.350385241,TRUE
N2188-1.Q2.B.161027_0704.C.033384.061035N3413.0060.nh.fits,2016-10-27T07:04:00.000,C,45,665.2951042,92.65380242,-34.14100599,1.590885615,1.048649306,23.68255986,1.051285619,22.48624402,3.005613379,1.768892313,0.9536076499,0.138718689,N2188-1.Q2.B.161027_0704.C.033384.061035N3413.0060.nh.fits,2016-10-27T07:04:00.000,C,309,300.2950926,92.65487529,-34.14118541,-1.888906667,-1.31611571,nan,nan,22.54313096,3.005613379,1.768892313,-0.7598116127,-0.1106019058,TRUE
N2188-1.Q2.B.161027_0816.C.033414.061035N3413.0060.nh.fits,2016-10-27T08:16:00.000,C,399,665.3451505,92.6543943,-34.14191022,0.03688638176,0.02847385378,27.78910938,38.72397545,22.71581405,2.109245789,2.120498371,35.11993872,5.151314576,N2188-1.Q2.B.161027_0816.C.033414.061035N3413.0060.nh.fits,2016-10-27T08:16:00.000,C,261,300.3451389,92.65478451,-34.14118504,-0.5500057153,-0.6826624935,nan,nan,23.25117457,2.109245789,2.120498371,-1.464852705,-0.2149699245,TRUE
N2188-1.Q2.B.161029_1601.A.030274.061035N3413.0060.nh.fits,2016-10-29T16:01:00.000,A,404,667.6674884,92.65486055,-34.14110999,nan,nan,nan,nan,20.15899061,3.937358238,1.350712737,0.1551158936,0.02332166571,N2188-1.Q2.B.161029_1601.A.030274.061035N3413.0060.nh.fits,2016-10-29T16:01:00.000,A,173,302.6674769,92.65486055,-34.14110999,-12.92714263,-1.594904137,nan,nan,20.69836891,8.281456176,1.662782415,-0.6269969314,-0.09118058265,TRUE
N2188-1.Q2.B.161030_0555.C.034163.061035N3413.0060.nh.fits,2016-10-30T05:55:00.000,C,73,668.2470833,92.65368907,-34.14102539,1.008135186,0.7412340284,24.18023776,1.487315612,22.60666846,3.499938272,1.383808645,1.349101582,0.1964133258,N2188-1.Q2.B.161030_0555.C.034163.061035N3413.0060.nh.fits,2016-10-30T05:55:00.000,C,321,303.2470718,92.65457322,-34.14145688,0.7528410572,0.9853326662,24.49879823,1.118870179,23.23637609,3.499938272,1.383808645,1.014885667,0.1478225213,TRUE
N2188-1.Q2.B.161030_0659.C.034193.061035N3413.0060.nh.fits,2016-10-30T06:59:00.000,C,383,668.2912616,92.65480248,-34.14116416,nan,nan,nan,nan,22.97459856,2.286515797,1.289554228,31.22500225,4.664389264,N2188-1.Q2.B.161030_0659.C.034193.061035N3413.0060.nh.fits,2016-10-30T06:59:00.000,C,239,303.29125,92.65480248,-34.14116416,-0.9950619642,-1.359336259,nan,nan,23.21317705,2.609421523,1.375029187,-0.7356531496,-0.1090669534,TRUE
N2188-1.Q2.B.161030_0805.C.034222.061035N3413.0060.nh.fits,2016-10-30T08:05:00.000,C,359,668.337037,92.65488526,-34.14113736,-0.3461488305,-0.3675955899,nan,nan,23.00742379,2.560315339,1.466170795,-2.720380841,-0.4020219779,N2188-1.Q2.B.161030_0805.C.034222.061035N3413.0060.nh.fits,2016-10-30T08:05:00.000,C,165,303.3370255,92.65488526,-34.14113736,-0.09747850239,-0.1760735588,nan,nan,23.5888754,2.560315339,1.466170795,-5.679444472,-0.8392230351,TRUE
N2188-1.Q2.B.161104_1542.A.031460.061035N3413.0060.nh.fits,2016-11-04T15:42:00.000,A,472,673.6546875,92.65456317,-34.1410619,1264.645559,18.58529696,16.39693123,0.08314621088,18.04042916,4.946270642,1.21191418,0.05380597372,0.0539776952,N2188-1.Q2.B.161104_1542.A.031460.061035N3413.0060.nh.fits,2016-11-04T15:42:00.000,A,290,308.6546759,92.65456163,-34.14106193,1307.960177,18.95568727,16.36019148,0.08184058838,18.04042916,4.946270642,1.21191418,0.05275461584,0.05333510176,TRUE
N2188-1.Q2.B.161104_1544.A.031461.061035N3413.0060.nh.fits,2016-11-04T15:44:00.000,A,118,673.6562037,92.65480429,-34.14119061,nan,nan,nan,nan,21.4694991,4.378908083,1.548196809,0.07745086941,0.01231593395,N2188-1.Q2.B.161104_1544.A.031461.061035N3413.0060.nh.fits,2016-11-04T15:44:00.000,A,220,308.6561921,92.65480429,-34.14119061,-3.852952826,-1.056422212,nan,nan,21.58356705,5.054649321,1.473038865,-0.9465912294,-0.1360792094,TRUE
N2188-1.Q2.B.161104_1654.A.031492.061035N3413.0060.nh.fits,2016-11-04T16:54:00.000,A,134,673.7042245,92.6535048,-34.14109719,3.286526427,0.9252465424,22.89103325,1.19135781,21.60442398,4.536887648,1.494023644,1.080793015,0.1563211539,N2188-1.Q2.B.161104_1654.A.031492.061035N3413.0060.nh.fits,2016-11-04T16:54:00.000,A,250,308.704213,92.65479538,-34.14116962,-1.58399132,-0.690651332,nan,nan,22.06754581,4.536887648,1.494023644,-1.447908595,-0.2093320832,TRUE
N2188-1.Q2.B.161106_1528.A.031913.061035N3413.0060.nh.fits,2016-11-06T15:28:00.000,A,130,675.6446181,92.65504991,-34.14109278,0.61377449,0.2203408831,24.72159872,5.003292919,21.87062296,3.297227299,1.56502332,4.538422403,0.6601931585,N2188-1.Q2.B.161106_1528.A.031913.061035N3413.0060.nh.fits,2016-11-06T15:28:00.000,A,441,310.6446065,92.65478533,-34.14118134,-0.6915340635,-0.7257206088,nan,nan,23.05881074,3.297227299,1.56502332,-1.37794075,-0.2005503459,TRUE
N2188-1.Q2.B.161115_0032.S.041239.061035N3413.0060.nh.fits,2016-11-15T00:32:00.000,S,74,684.0222685,92.65486348,-34.14111856,nan,nan,nan,nan,19.84133678,3.499938272,1.383808645,1.349101582,0.1964133258,N2188-1.Q2.B.161115_0032.S.041239.061035N3413.0060.nh.fits,2016-11-15T00:32:00.000,S,100,319.0222569,92.65486348,-34.14111856,-1.092014324,-0.0773756629,nan,nan,20.08128369,9.153735294,1.630949304,-12.92396036,-1.873070365,TRUE
N2188-1.Q2.B.161115_0136.S.041269.061035N3413.0060.nh.fits,2016-11-15T01:36:00.000,S,125,684.0671065,92.65483471,-34.14120075,nan,nan,nan,nan,19.83692896,3.57103596,1.358294845,-3.278890909,-0.4780267156,N2188-1.Q2.B.161115_0136.S.041269.061035N3413.0060.nh.fits,2016-11-15T01:36:00.000,S,477,319.0670949,92.65483471,-34.14120075,-44.8616682,-3.255780775,nan,nan,20.11590581,10.40996523,1.43354356,-0.3071459871,-0.04503239441,TRUE
N2188-1.Q2.B.161115_0630.C.036952.061035N3413.0060.nh.fits,2016-11-15T06:30:00.000,C,482,684.2710648,92.65487614,-34.14114033,nan,nan,nan,nan,20.36284414,3.78844748,1.510398628,0.05412522838,0.009214092275,N2188-1.Q2.B.161115_0630.C.036952.061035N3413.0060.nh.fits,2016-11-15T06:30:00.000,C,14,319.2710532,92.65487614,-34.14114033,-8.005774608,-2.56040991,nan,nan,21.70057401,6.00772349,1.812686709,-0.3905624627,-0.05747688934,TRUE
N2188-1.Q2.B.161115_0738.C.036982.061035N3413.0060.nh.fits,2016-11-15T07:38:00.000,C,62,684.3184375,92.65357752,-34.14101561,45.63251937,3.678871574,20.0209795,0.2997545965,20.2262221,7.168705582,1.797103986,0.2718224814,0.04010630494,N2188-1.Q2.B.161115_0738.C.036982.061035N3413.0060.nh.fits,2016-11-15T07:38:00.000,C,471,319.3184259,92.6548805,-34.14111272,-7.083926487,-1.198301566,nan,nan,21.02596304,7.168705582,1.797103986,-0.8345144731,-0.1216765239,TRUE
N2188-1.Q2.B.161115_1451.A.032954.061035N3413.0060.nh.fits,2016-11-15T14:51:00.000,A,430,684.6189005,92.65382324,-34.14113168,8.684209991,0.9641893153,21.83098636,1.143195206,20.59208035,4.37643801,1.417650878,1.037140719,0.1497210216,N2188-1.Q2.B.161115_1451.A.032954.061035N3413.0060.nh.fits,2016-11-15T14:51:00.000,A,221,319.6188889,92.65402937,-34.14111135,3.359242687,0.8443546372,22.86715857,1.305436304,21.48104817,4.37643801,1.417650878,1.184336481,0.1709290337,TRUE
N2188-1.Q2.B.161115_1600.A.032984.061035N3413.0060.nh.fits,2016-11-15T16:00:00.000,A,403,684.6671181,92.65477687,-34.14113537,nan,nan,nan,nan,20.06053377,3.937358238,1.350712737,0.1551158936,0.02332166571,N2188-1.Q2.B.161115_1600.A.032984.061035N3413.0060.nh.fits,2016-11-15T16:00:00.000,A,270,319.6671065,92.6558964,-34.14063049,14.82972369,1.145639051,21.24719067,0.9622528336,20.17772365,6.108835233,1.729033867,0.8728752736,0.1267772402,TRUE
N2188-1.Q2.B.161115_1715.A.033015.061035N3413.0060.nh.fits,2016-11-15T17:15:00.000,A,457,684.7190046,92.654867,-34.1411865,nan,nan,nan,nan,20.19289489,4.336635235,1.5098986,0.07535451464,0.01203760134,N2188-1.Q2.B.161115_1715.A.033015.061035N3413.0060.nh.fits,2016-11-15T17:15:00.000,A,403,319.7189931,92.654867,-34.1411865,-2.339348435,-0.180068036,nan,nan,20.14235775,5.418240819,1.818404106,-5.553456472,-0.7976462923,TRUE
N2188-1.Q2.B.161116_0022.S.041443.061035N3413.0060.nh.fits,2016-11-16T00:22:00.000,S,180,685.0158681,92.65372034,-34.14107361,0.7810348292,0.1972897742,24.45868887,5.588381468,21.45606588,3.186876555,1.384001564,5.068686424,0.7405673031,N2188-1.Q2.B.161116_0022.S.041443.061035N3413.0060.nh.fits,2016-11-16T00:22:00.000,S,16,320.0158565,92.65479333,-34.14111146,-0.06359389322,-0.05926417456,nan,nan,22.89328823,3.186876555,1.384001564,-16.87360041,-2.465246294,TRUE
N2188-1.Q2.B.161116_0128.S.041473.061035N3413.0060.nh.fits,2016-11-16T01:28:00.000,S,278,685.0615972,92.6548414,-34.14116997,-0.5660179024,-0.09974873045,nan,nan,21.06719877,3.238695441,1.452068577,-10.02519025,-1.467978162,N2188-1.Q2.B.161116_0128.S.041473.061035N3413.0060.nh.fits,2016-11-16T01:28:00.000,S,74,320.0615856,92.6548414,-34.14116997,-3.389950326,-2.538283893,nan,nan,22.64685034,3.238695441,1.452068577,-0.3939669643,-0.05807147445,TRUE
N2188-1.Q2.B.161116_0645.C.037394.061035N3413.0060.nh.fits,2016-11-16T06:45:00.000,C,264,685.2819444,92.6549089,-34.14121842,0.7876776126,0.3313110424,24.44944948,3.329258576,21.93322208,2.052053604,1.459639329,3.018311713,0.4502688639,N2188-1.Q2.B.161116_0645.C.037394.061035N3413.0060.nh.fits,2016-11-16T06:45:00.000,C,210,320.2819329,92.65478042,-34.14111023,-0.6848317195,-1.126243624,nan,nan,23.41650311,2.052053604,1.459639329,-0.8879073573,-0.1326184253,TRUE
N2188-1.Q2.B.161116_0754.C.037424.061035N3413.0060.nh.fits,2016-11-16T07:54:00.000,C,142,685.329213,92.65461368,-34.14090232,2.135860033,0.7277191594,23.36119007,1.515579541,21.75915566,2.537026845,1.358628078,1.374156482,0.2041068204,N2188-1.Q2.B.161116_0754.C.037424.061035N3413.0060.nh.fits,2016-11-16T07:54:00.000,C,284,320.3292014,92.65424227,-34.14146668,0.4239971639,0.6020913216,25.12514118,1.83180176,23.30981316,2.537026845,1.358628078,1.660877618,0.2466493707,TRUE
N2188-1.Q2.B.161116_1607.A.033213.061035N3413.0060.nh.fits,2016-11-16T16:07:00.000,A,224,685.6721528,92.65481356,-34.1411942,-3.413205673,-0.4776844243,nan,nan,20.81171985,3.595385812,1.632403615,-2.093432294,-0.3040395126,N2188-1.Q2.B.161116_1607.A.033213.061035N3413.0060.nh.fits,2016-11-16T16:07:00.000,A,271,320.6721412,92.65481356,-34.1411942,-5.440364984,-2.433653926,nan,nan,22.12252716,3.595385812,1.632403615,-0.4109047673,-0.06004556098,TRUE
N2188-1.Q2.B.161117_0645.C.037657.061035N3413.0060.nh.fits,2016-11-17T06:45:00.000,C,122,686.2815856,92.65378707,-34.14099961,0.7013350333,0.2340754518,24.57611197,4.710014969,21.79938001,2.983961311,1.424468674,4.272126754,0.6233273771,N2188-1.Q2.B.161117_0645.C.037657.061035N3413.0060.nh.fits,2016-11-17T06:45:00.000,C,358,321.2815741,92.65480191,-34.14119937,-0.02891669091,-0.03571474961,nan,nan,23.20256888,2.983961311,1.424468674,-27.99963631,-4.085064124,TRUE
N2188-1.Q2.B.161117_0749.C.037687.061035N3413.0060.nh.fits,2016-11-17T07:49:00.000,C,397,686.3258681,92.65369268,-34.14101272,0.5054602707,0.1677589769,24.9334151,6.57153389,21.72899555,3.298935241,1.458135455,5.960932874,0.8672673125,N2188-1.Q2.B.161117_0749.C.037687.061035N3413.0060.nh.fits,2016-11-17T07:49:00.000,C,136,321.3258565,92.65485721,-34.14118106,-2.937990587,-2.932986254,nan,nan,22.93356819,3.298935241,1.458135455,-0.3409494329,-0.05004567841,TRUE
N2188-1.Q2.B.161118_0643.C.037873.061035N3413.0060.nh.fits,2016-11-18T06:43:00.000,C,29,687.2804398,92.6548755,-34.14112154,1.7109944,0.8152450399,23.60315646,1.352684646,22.10273782,2.577266946,1.507757337,1.226625065,0.1810666027,N2188-1.Q2.B.161118_0643.C.037873.061035N3413.0060.nh.fits,2016-11-18T06:43:00.000,C,454,322.2804282,92.65486651,-34.14119217,1.112318426,1.681200881,24.07294933,0.6559736317,23.36614568,2.577266946,1.507757337,0.594812917,0.08800389269,TRUE
N2188-1.Q2.B.161118_0749.C.037903.061035N3413.0060.nh.fits,2016-11-18T07:49:00.000,C,428,687.3258102,92.65482022,-34.14113555,-0.6677127329,-0.234311688,nan,nan,21.84196004,3.19444449,1.435452157,-4.267819537,-0.6219981883,N2188-1.Q2.B.161118_0749.C.037903.061035N3413.0060.nh.fits,2016-11-18T07:49:00.000,C,244,322.3257986,92.65482022,-34.14113555,-1.123068069,-1.315171698,nan,nan,23.16642346,3.19444449,1.435452157,-0.7603569946,-0.1110135156,TRUE
N2188-1.Q2.B.161119_0004.S.041859.061035N3413.0060.nh.fits,2016-11-19T00:04:00.000,S,109,688.0032986,92.65477279,-34.14113966,nan,nan,nan,nan,21.70218452,3.942869378,1.601270255,0.05265694932,0.008944325842,N2188-1.Q2.B.161119_0004.S.041859.061035N3413.0060.nh.fits,2016-11-19T00:04:00.000,S,265,323.003287,92.65477279,-34.14113966,-2.462895054,-1.440412373,nan,nan,22.45052329,4.251125278,1.431193777,-0.6942456333,-0.1001584235,TRUE
N2188-1.Q2.B.161119_0105.S.041886.061035N3413.0060.nh.fits,2016-11-19T01:05:00.000,S,326,688.0453125,92.65479171,-34.14118697,nan,nan,nan,nan,21.48771913,4.926674281,1.316032965,3.328349348,0.4821755164,N2188-1.Q2.B.161119_0105.S.041886.061035N3413.0060.nh.fits,2016-11-19T01:05:00.000,S,226,323.0453009,92.65479171,-34.14118697,-2.005205401,-0.5652143289,nan,nan,21.58044229,4.749301276,1.475647895,-1.769240355,-0.2543954554,TRUE
N2188-1.Q2.B.161119_0206.S.041913.061035N3413.0060.nh.fits,2016-11-19T02:06:00.000,S,479,688.0879745,92.65355573,-34.14105866,3.184440558,0.8565867491,22.92545765,1.286680623,21.54440112,4.757245944,1.406989157,1.167424083,0.1677552573,N2188-1.Q2.B.161119_0206.S.041913.061035N3413.0060.nh.fits,2016-11-19T02:06:00.000,S,99,323.087963,92.65486779,-34.14111087,-7.440796134,-2.050656639,nan,nan,21.58381567,4.757245944,1.406989157,-0.4876486784,-0.07032793268,TRUE
N2188-1.Q2.B.161119_0640.C.038107.061035N3413.0060.nh.fits,2016-11-19T06:40:00.000,C,77,688.2784606,92.65370516,-34.14106638,0.8249036339,0.3799189185,24.39907203,2.901712387,22.05405062,3.200156127,1.55706844,2.632140574,0.3826471126,N2188-1.Q2.B.161119_0640.C.038107.061035N3413.0060.nh.fits,2016-11-19T06:40:00.000,C,347,323.2784491,92.65484076,-34.1411258,-0.09059467156,-0.1100345389,nan,nan,23.10782524,3.200156127,1.55706844,-9.088055531,-1.320985231,TRUE
N2188-1.Q2.B.161120_0029.S.042067.061035N3413.0060.nh.fits,2016-11-20T00:29:00.000,S,85,689.0204398,92.65481335,-34.14064759,10.16648017,0.5882988203,21.65906432,1.873519414,19.86438567,8.124892026,1.443916659,1.699816429,0.2446490415,N2188-1.Q2.B.161120_0029.S.042067.061035N3413.0060.nh.fits,2016-11-20T00:29:00.000,S,332,324.0204282,92.65484189,-34.1411735,4.812198325,0.2939604774,22.47503,3.749423352,19.9310384,8.124892026,1.443916659,3.401817853,0.4894597076,TRUE
N2188-1.Q2.B.161120_0638.C.038307.061035N3413.0060.nh.fits,2016-11-20T06:38:00.000,C,276,689.2764005,92.65486508,-34.14116806,-0.4622833035,-0.192615832,nan,nan,22.04400995,2.898135408,1.579821409,-5.191681232,-0.7560909267,N2188-1.Q2.B.161120_0638.C.038307.061035N3413.0060.nh.fits,2016-11-20T06:38:00.000,C,437,324.2763889,92.65486508,-34.14116806,-1.506987161,-1.67493847,nan,nan,23.14384094,2.898135408,1.579821409,-0.5970368572,-0.08720810735,TRUE
N2188-1.Q2.B.161121_0644.C.038470.061035N3413.0060.nh.fits,2016-11-21T06:44:00.000,C,413,690.2808218,92.65391041,-34.14097444,0.3353597049,0.2758265645,25.38099359,3.998396654,22.69186177,2.426748334,1.452023163,3.625466611,0.5373161396,N2188-1.Q2.B.161121_0644.C.038470.061035N3413.0060.nh.fits,2016-11-21T06:44:00.000,C,308,325.2808102,92.65476113,-34.14112821,-0.003147652574,-0.006186397654,nan,nan,23.60996759,2.426748334,1.452023163,-161.6449598,-23.95483317,TRUE
N2188-1.Q2.B.161121_0752.C.038500.061035N3413.0060.nh.fits,2016-11-21T07:52:00.000,C,322,690.3282639,92.65392676,-34.1409375,0.4219674981,0.3223655789,25.13037606,3.420807929,22.65479601,2.469694293,1.531444407,3.102068166,0.4575429485,N2188-1.Q2.B.161121_0752.C.038500.061035N3413.0060.nh.fits,2016-11-21T07:52:00.000,C,455,325.3282523,92.65479293,-34.14114305,-0.9073201391,-1.323301679,nan,nan,23.39603863,2.469694293,1.531444407,-0.7556855825,-0.1116553774,TRUE
N2188-1.Q2.B.161121_1558.A.034112.061035N3413.0060.nh.fits,2016-11-21T15:58:00.000,A,401,690.6653935,92.6548684,-34.14120838,nan,nan,nan,nan,21.2488235,4.063820072,1.455916935,0.05721260928,0.009581962455,N2188-1.Q2.B.161121_1558.A.034112.061035N3413.0060.nh.fits,2016-11-21T15:58:00.000,A,30,325.6653819,92.6548684,-34.14120838,-10.40667969,-2.771524028,nan,nan,21.53277876,4.87178938,1.621083978,-0.3608123148,-0.05220865541,TRUE
N2188-1.Q2.B.161121_1718.A.034143.061035N3413.0060.nh.fits,2016-11-21T17:18:00.000,A,120,690.7215278,92.6537755,-34.14104186,12.41414916,1.557492491,21.44115751,0.7076645261,20.70863128,6.135210146,1.638854619,0.6420576701,0.09238003577,N2188-1.Q2.B.161121_1718.A.034143.061035N3413.0060.nh.fits,2016-11-21T17:18:00.000,A,110,325.7215162,92.6552097,-34.14136162,1.38300753,0.1452529317,23.83532566,7.587618123,20.53684254,6.135210146,1.638854619,6.884542629,0.9879648231,TRUE
N2188-1.Q2.B.161129_0233.C.039779.061035N3413.0060.nh.fits,2016-11-29T02:33:00.000,C,398,698.1067245,92.65483845,-34.14119929,nan,nan,nan,nan,22.05356662,3.298935241,1.458135455,5.960932874,0.8672673125,N2188-1.Q2.B.161129_0233.C.039779.061035N3413.0060.nh.fits,2016-11-29T02:33:00.000,C,331,333.106713,92.65483845,-34.14119929,-0.5156387993,-0.2403427294,nan,nan,22.1423981,5.027700893,1.268636646,-4.160724988,-0.6022415881,TRUE
N2188-1.Q2.B.161129_0346.C.039810.061035N3413.0060.nh.fits,2016-11-29T03:46:00.000,C,473,698.1573727,92.65359071,-34.14107217,1.583742049,0.92993802,23.68746958,1.185481878,22.36924824,4.19046099,1.313434811,1.075340483,0.1563907767,N2188-1.Q2.B.161129_0346.C.039810.061035N3413.0060.nh.fits,2016-11-29T03:46:00.000,C,433,333.1573611,92.65485236,-34.1411187,-2.302864301,-2.183998033,nan,nan,22.94008462,4.19046099,1.313434811,-0.4578758703,-0.06686215363,TRUE
N2188-1.Q2.B.161129_0508.C.039847.061035N3413.0060.nh.fits,2016-11-29T05:08:00.000,C,318,698.2145255,92.65357618,-34.14106723,3.11902942,1.671058471,22.9481,0.6596735748,22.26513472,4.24818145,1.486733164,0.5984231058,0.08675775941,N2188-1.Q2.B.161129_0508.C.039847.061035N3413.0060.nh.fits,2016-11-29T05:08:00.000,C,124,333.2145139,92.65481724,-34.14113084,-0.7634878571,-0.5426699199,nan,nan,22.58487558,4.24818145,1.486733164,-1.842740796,-0.2664457079,TRUE
