wavelength,flux
4181.8101,2.079305E-15
4185.880411,1.901421E-15
4189.950723,1.61599e-15
4194.021034,1.258417E-15
4198.091346,9.551657E-16
4202.161657,8.217451E-16
4206.231969,8.136402E-16
4210.30228,9.317243E-16
4214.372592,1.023167E-15
4218.442903,1.061253E-15
4222.513214,1.173708E-15
4226.583526,1.263942E-15
4230.653837,1.34849e-15
4234.724149,1.416323E-15
4238.79446,1.524162E-15
4242.864772,1.719764E-15
4246.935083,1.83857e-15
4251.005395,1.838702E-15
4255.075706,1.891015E-15
4259.146018,1.881851E-15
4263.216329,1.811232E-15
4267.286641,1.60023e-15
4271.356952,1.416191E-15
4275.427264,1.228358E-15
4279.497575,1.045787E-15
4283.567887,9.214685E-16
4287.638198,8.601759E-16
4291.70851,8.638824E-16
4295.778821,8.264007E-16
4299.849133,7.294084E-16
4303.919444,7.015627E-16
4307.989756,7.763962E-16
4312.060067,7.96948e-16
4316.130379,8.554527E-16
4320.20069,9.904373E-16
4324.271002,1.196258E-15
4328.341313,1.413084E-15
4332.411625,1.602367E-15
4336.481936,1.807866E-15
4340.552248,1.974807E-15
4344.622559,1.998262E-15
4348.692871,1.957537E-15
4352.763182,1.891599E-15
4356.833494,1.664378E-15
4360.903805,1.454684E-15
4364.974117,1.281009E-15
4369.044428,1.130449E-15
4373.11474,1.12029e-15
4377.185051,1.148182E-15
4381.255363,1.1381e-15
4385.325674,1.229538E-15
4389.395986,1.331558E-15
4393.466297,1.444881E-15
4397.536609,1.6097e-15
4401.60692,1.704468E-15
4405.677232,1.760534E-15
4409.747543,1.882167E-15
4413.817855,1.908785E-15
4417.888166,1.960709E-15
4421.958478,1.877685E-15
4426.028789,1.718354E-15
4430.099101,1.678952E-15
4434.169412,1.627974E-15
4438.239724,1.683196E-15
4442.310035,1.633378E-15
4446.380347,1.626941E-15
4450.450658,1.693067E-15
4454.52097,1.803436E-15
4458.591281,2.014205E-15
4462.661593,2.295972E-15
4466.731904,2.511171E-15
4470.802216,2.644091E-15
4474.872527,2.677903E-15
4478.942839,2.50718e-15
4483.01315,2.233404E-15
4487.083462,2.028592E-15
4491.153773,2.002593E-15
4495.224085,2.031287E-15
4499.294396,2.00889e-15
4503.364708,1.95162e-15
4507.435019,1.848799E-15
4511.505331,1.707176E-15
4515.575642,1.558182E-15
4519.645954,1.498873E-15
4523.716265,1.391383E-15
4527.786577,1.354583E-15
4531.856888,1.328003E-15
4535.9272,1.261646E-15
4539.997511,1.255577E-15
4544.067823,1.312264E-15
4548.138134,1.327414E-15
4552.208446,1.399675E-15
4556.278757,1.576356E-15
4560.349069,1.747012E-15
4564.41938,1.893443E-15
4568.489691,2.098913E-15
4572.560003,2.387272E-15
4576.630314,2.771548E-15
4580.700626,3.102288E-15
4584.770937,3.549263E-15
4588.841249,4.201706E-15
4592.91156,4.936799E-15
4596.981872,5.612622E-15
4601.052183,5.979854E-15
4605.122495,6.084742E-15
4609.192806,5.728312E-15
4613.263118,5.138727E-15
4617.333429,4.572592E-15
4621.403741,4.002226E-15
4625.474052,3.796907E-15
4629.544364,3.984416E-15
4633.614675,4.395777E-15
4637.684987,4.901072E-15
4641.755298,5.244571E-15
4645.82561,5.259335E-15
4649.895921,5.068745E-15
4653.966233,4.768864E-15
4658.036544,4.437491E-15
4662.106856,4.26865e-15
4666.177167,4.400476E-15
4670.247479,4.814393E-15
4674.31779,5.366838E-15
4678.388102,5.912375E-15
4682.458413,6.2875e-15
4686.528725,6.345527E-15
4690.599036,6.152034E-15
4694.669348,5.839828E-15
4698.739659,5.485989E-15
4702.809971,5.218631E-15
4706.880282,5.230652E-15
4710.950594,5.315267E-15
4715.020905,5.457211E-15
4719.091217,5.605989E-15
4723.161528,5.568752E-15
4727.23184,5.414609E-15
4731.302151,5.275353E-15
4735.372463,5.283325E-15
4739.442774,5.379744E-15
4743.513086,5.320515E-15
4747.583397,5.065525E-15
4751.653709,4.773149E-15
4755.72402,4.543004E-15
4759.794332,4.347091E-15
4763.864643,4.199847E-15
4767.934955,4.202152E-15
4772.005266,4.318952E-15
4776.075578,4.260063E-15
4780.145889,4.225831E-15
4784.216201,4.270703E-15
4788.286512,4.067878E-15
4792.356824,3.673066E-15
4796.427135,3.129118E-15
4800.497447,2.537532E-15
4804.567758,2.08821e-15
4808.63807,1.75232e-15
4812.708381,1.466785E-15
4816.778693,1.264947E-15
4820.849004,1.111257E-15
4824.919316,1.043774E-15
4828.989627,1.095474E-15
4833.059939,1.225217E-15
4837.13025,1.518625E-15
4841.200562,1.861617E-15
4845.270873,2.231474E-15
4849.341185,2.588804E-15
4853.411496,3.001016E-15
4857.481808,3.691243E-15
4861.552119,4.509984E-15
4865.622431,5.18132e-15
4869.692742,5.521649E-15
4873.763054,5.570156E-15
4877.833365,5.508107E-15
4881.903677,5.40525e-15
4885.973988,5.241309E-15
4890.0443,5.154057E-15
4894.114611,4.847933E-15
4898.184923,4.21988e-15
4902.255234,3.576701E-15
4906.325546,3.094111E-15
4910.395857,2.753935E-15
4914.466168,2.694569E-15
4918.53648,2.908285E-15
4922.606791,3.329029E-15
4926.677103,3.985118E-15
4930.747414,4.910651E-15
4934.817726,5.974308E-15
4938.888037,6.918286E-15
4942.958349,7.601036E-15
4947.02866,8.065771E-15
4951.098972,8.170498E-15
4955.169283,8.053369E-15
4959.239595,7.87157e-15
4963.309906,7.597498E-15
4967.380218,7.234195E-15
4971.450529,6.88896e-15
4975.520841,6.318833E-15
4979.591152,5.611227E-15
4983.661464,4.86767e-15
4987.731775,4.071262E-15
4991.802087,3.317286E-15
4995.872398,2.702198E-15
4999.94271,2.310228E-15
5004.013021,2.261945E-15
5008.083333,2.533295E-15
5012.153644,2.963609E-15
5016.223956,3.591252E-15
5020.294267,4.347668E-15
5024.364579,4.988991E-15
5028.43489,5.647091E-15
5032.505202,6.409908E-15
5036.575513,7.21781e-15
5040.645825,7.840043E-15
5044.716136,8.138858E-15
5048.786448,8.140369E-15
5052.856759,7.981741E-15
5056.927071,7.703728E-15
5060.997382,7.209446E-15
5065.067694,6.605209E-15
5069.138005,6.070843E-15
5073.208317,5.627632E-15
5077.278628,5.256584E-15
5081.34894,5.088886E-15
5085.419251,5.173248E-15
5089.489563,5.311075E-15
5093.559874,5.387676E-15
5097.630186,5.404061E-15
5101.700497,5.35917e-15
5105.770809,5.241295E-15
5109.84112,5.024556E-15
5113.911432,4.793675E-15
5117.981743,4.297428E-15
5122.052055,3.888189E-15
5126.122366,3.600779E-15
5130.192678,3.479835E-15
5134.262989,3.186618E-15
5138.333301,2.704649E-15
5142.403612,2.280023E-15
5146.473924,1.868659E-15
5150.544235,1.697647E-15
5154.614547,1.621725E-15
5158.684858,1.668855E-15
5162.75517,1.825467E-15
5166.825481,2.11164e-15
5170.895793,2.433655E-15
5174.966104,2.720911E-15
5179.036416,2.995907E-15
5183.106727,3.276395E-15
5187.177039,3.656401E-15
5191.24735,4.045168E-15
5195.317662,4.333344E-15
5199.387973,4.609359E-15
5203.458285,4.817164E-15
5207.528596,4.911673E-15
5211.598908,4.817409E-15
5215.669219,4.537891E-15
5219.739531,4.299193E-15
5223.809842,4.112502E-15
5227.880154,4.143532E-15
5231.950465,4.26404e-15
5236.020777,4.378248E-15
5240.091088,4.470617E-15
5244.1614,4.408611E-15
5248.231711,4.342615E-15
5252.302023,4.264767E-15
5256.372334,4.169608E-15
5260.442645,4.038648E-15
5264.512957,4.029267E-15
5268.583268,4.071444E-15
5272.65358,4.359537E-15
5276.723891,4.802309E-15
5280.794203,5.143924E-15
5284.864514,5.555604E-15
5288.934826,5.845439E-15
5293.005137,5.768764E-15
5297.075449,5.315201E-15
5301.14576,4.602775E-15
5305.216072,3.930484E-15
5309.286383,3.56431e-15
5313.356695,3.548778E-15
5317.427006,3.755701E-15
5321.497318,4.06744e-15
5325.567629,4.44134e-15
5329.637941,4.815337E-15
5333.708252,5.229389E-15
5337.778564,5.701397E-15
5341.848875,5.988185E-15
5345.919187,6.056721E-15
5349.989498,6.041427E-15
5354.05981,5.806906E-15
5358.130121,5.522819E-15
5362.200433,5.276842E-15
5366.270744,5.331456E-15
5370.341056,5.383888E-15
5374.411367,5.404525E-15
5378.481679,5.39357e-15
5382.55199,5.430594E-15
5386.622302,5.550999E-15
5390.692613,5.775378E-15
5394.762925,5.799724E-15
5398.833236,5.690716E-15
5402.903548,5.602436E-15
5406.973859,5.411344E-15
5411.044171,5.24384e-15
5415.114482,5.11738e-15
5419.184794,4.975291E-15
5423.255105,5.045595E-15
5427.325417,5.30956e-15
5431.395728,5.676011E-15
5435.46604,6.093694E-15
5439.536351,6.442442E-15
5443.606663,6.794229E-15
5447.676974,7.028637E-15
5451.747286,7.169845E-15
5455.817597,7.206338E-15
5459.887909,7.162672E-15
5463.95822,7.038198E-15
5468.028532,6.788479E-15
5472.098843,6.521562E-15
5476.169155,6.270801E-15
5480.239466,6.112331E-15
5484.309778,5.90047e-15
5488.380089,5.798832E-15
5492.450401,5.758623E-15
5496.520712,5.68216e-15
5500.591024,5.562e-15
5504.661335,5.356295E-15
5508.731647,5.168946E-15
5512.801958,4.913442E-15
5516.87227,4.59105e-15
5520.942581,4.390215E-15
5525.012893,4.377622E-15
5529.083204,4.689069E-15
5533.153516,5.220137E-15
5537.223827,5.908434E-15
5541.294139,6.687115E-15
5545.36445,7.262853E-15
5549.434762,7.72346e-15
5553.505073,7.844899E-15
5557.575385,7.76428e-15
5561.645696,7.723932E-15
5565.716008,7.473846E-15
5569.786319,7.150265E-15
5573.856631,6.961594E-15
5577.926942,6.813795E-15
5581.997254,6.477495E-15
5586.067565,6.1801e-15
5590.137877,6.098823E-15
5594.208188,6.014936E-15
5598.2785,6.024596E-15
5602.348811,6.038278E-15
5606.419122,5.976737E-15
5610.489434,5.846404E-15
5614.559745,5.723513E-15
5618.630057,5.495136E-15
5622.700368,5.331852E-15
5626.77068,5.154066E-15
5630.840991,4.845228E-15
5634.911303,4.524681E-15
5638.981614,4.08988e-15
5643.051926,3.756849E-15
5647.122237,3.584902E-15
5651.192549,3.429592E-15
5655.26286,3.380341E-15
5659.333172,3.548833E-15
5663.403483,3.914556E-15
5667.473795,4.45391e-15
5671.544106,5.022459E-15
5675.614418,5.405364E-15
5679.684729,5.707462E-15
5683.755041,6.04731e-15
5687.825352,6.282739E-15
5691.895664,6.519699E-15
5695.965975,6.581338E-15
5700.036287,6.683443E-15
5704.106598,6.689312E-15
5708.17691,6.616321E-15
5712.247221,6.458067E-15
5716.317533,6.272898E-15
5720.387844,6.151781E-15
5724.458156,6.041599E-15
5728.528467,5.872249E-15
5732.598779,5.869879E-15
5736.66909,5.880234E-15
5740.739402,5.70555e-15
5744.809713,5.639376E-15
5748.880025,5.639673E-15
5752.950336,5.639209E-15
5757.020648,5.6112e-15
5761.090959,5.550881E-15
5765.161271,5.613622E-15
5769.231582,5.498565E-15
5773.301894,5.471087E-15
5777.372205,5.467178E-15
5781.442517,5.395715E-15
5785.512828,5.40026e-15
5789.58314,5.334819E-15
5793.653451,5.191859E-15
5797.723763,5.074954E-15
5801.794074,4.882934E-15
5805.864386,4.674659E-15
5809.934697,4.477259E-15
5814.005009,4.086604E-15
5818.07532,3.59689e-15
5822.145632,3.157673E-15
5826.215943,2.618056E-15
5830.286255,2.101595E-15
5834.356566,1.774411E-15
5838.426878,1.462097E-15
5842.497189,1.269456E-15
5846.567501,1.19784e-15
5850.637812,1.276939E-15
5854.708124,1.307682E-15
5858.778435,1.389601E-15
5862.848747,1.620909E-15
5866.919058,1.86372e-15
5870.98937,2.078544E-15
5875.059681,2.384729E-15
5879.129993,2.744845E-15
5883.200304,3.102646E-15
5887.270616,3.573337E-15
5891.340927,4.18482e-15
5895.411239,5.024991E-15
5899.48155,6.017377E-15
5903.551862,7.163042E-15
5907.622173,7.955073E-15
5911.692485,8.308073E-15
5915.762796,8.375596E-15
5919.833108,8.539947E-15
5923.903419,8.799724E-15
5927.973731,8.843421E-15
5932.044042,8.793172E-15
5936.114354,8.61204e-15
5940.184665,8.195764E-15
5944.254977,7.764648E-15
5948.325288,7.542266E-15
5952.395599,7.414685E-15
5956.465911,7.064273E-15
5960.536222,6.755567E-15
5964.606534,6.509012E-15
5968.676845,6.350124E-15
5972.747157,6.195331E-15
5976.817468,6.167974E-15
5980.88778,6.007681E-15
5984.958091,5.866952E-15
5989.028403,5.756358E-15
5993.098714,5.747017E-15
5997.169026,5.97359e-15
6001.239337,6.104998E-15
6005.309649,6.217044E-15
6009.37996,6.202835E-15
6013.450272,6.212273E-15
6017.520583,6.161464E-15
6021.590895,6.037597E-15
6025.661206,5.948961E-15
6029.731518,5.906224E-15
6033.801829,5.845803E-15
6037.872141,5.812126E-15
6041.942452,5.801289E-15
6046.012764,5.800395E-15
6050.083075,5.761767E-15
6054.153387,5.711821E-15
6058.223698,5.633522E-15
6062.29401,5.643101E-15
6066.364321,5.698371E-15
6070.434633,5.660205E-15
6074.504944,5.597393E-15
6078.575256,5.593322E-15
6082.645567,5.551155E-15
6086.715879,5.553275E-15
6090.78619,5.647505E-15
6094.856502,5.737888E-15
6098.926813,5.704722E-15
6102.997125,5.664211E-15
6107.067436,5.546436E-15
6111.137748,5.261935E-15
6115.208059,4.894767E-15
6119.278371,4.520952E-15
6123.348682,4.1639e-15
6127.418994,3.856247E-15
6131.489305,3.700286E-15
6135.559617,3.800728E-15
6139.629928,4.057638E-15
6143.70024,4.371323E-15
6147.770551,4.85313e-15
6151.840863,5.4673e-15
6155.911174,6.02739e-15
6159.981486,6.467691E-15
6164.051797,6.80316e-15
6168.122109,7.073155E-15
6172.19242,7.265747E-15
6176.262732,7.206529E-15
6180.333043,7.077253E-15
6184.403355,6.944994E-15
6188.473666,6.751544E-15
6192.543978,6.547256E-15
6196.614289,6.310301E-15
6200.684601,6.133045E-15
6204.754912,5.93352e-15
6208.825224,5.728194E-15
6212.895535,5.632413E-15
6216.965847,5.403609E-15
6221.036158,5.165318E-15
6225.10647,4.975395E-15
6229.176781,4.661088E-15
6233.247093,4.38313e-15
6237.317404,4.23374e-15
6241.387716,4.220916E-15
6245.458027,4.457826E-15
6249.528339,4.950805E-15
6253.59865,5.513343E-15
6257.668962,6.027001E-15
6261.739273,6.42416e-15
6265.809585,6.549002E-15
6269.879896,6.496122E-15
6273.950208,6.313394E-15
6278.020519,6.152145E-15
6282.090831,6.063372E-15
6286.161142,6.074396E-15
6290.231454,6.121684E-15
6294.301765,6.028688E-15
6298.372076,5.915431E-15
6302.442388,5.790438E-15
6306.512699,5.704602E-15
6310.583011,5.789172E-15
6314.653322,5.845866E-15
6318.723634,5.837347E-15
6322.793945,5.909865E-15
6326.864257,5.990239E-15
6330.934568,5.996703E-15
6335.00488,5.928608E-15
6339.075191,5.876856E-15
6343.145503,5.696664E-15
6347.215814,5.506992E-15
6351.286126,5.423671E-15
6355.356437,5.484597E-15
6359.426749,5.546236E-15
6363.49706,5.525015E-15
6367.567372,5.470131E-15
6371.637683,5.451562E-15
6375.707995,5.420359E-15
6379.778306,5.452933E-15
6383.848618,5.508929E-15
6387.918929,5.581593E-15
6391.989241,5.543623E-15
6396.059552,5.401134E-15
6400.129864,5.173539E-15
6404.200175,4.797138E-15
6408.270487,4.368014E-15
6412.340798,4.004005E-15
6416.41111,3.77471e-15
6420.481421,3.712769E-15
6424.551733,3.816393E-15
6428.622044,4.035748E-15
6432.692356,4.298245E-15
6436.762667,4.508486E-15
6440.832979,4.532411E-15
6444.90329,4.358772E-15
6448.973602,4.047113E-15
6453.043913,3.765615E-15
6457.114225,3.482831E-15
6461.184536,3.155938E-15
6465.254848,2.87088e-15
6469.325159,2.544494E-15
6473.395471,2.15405e-15
6477.465782,1.783917E-15
6481.536094,1.491038E-15
6485.606405,1.382448E-15
6489.676717,1.374799E-15
6493.747028,1.416125E-15
6497.81734,1.544928E-15
6501.887651,1.674737E-15
6505.957963,1.872083E-15
6510.028274,2.126746E-15
6514.098586,2.403626E-15
6518.168897,2.819303E-15
6522.239209,3.323967E-15
6526.30952,3.926694E-15
6530.379832,4.598483E-15
6534.450143,5.251638E-15
6538.520455,5.954323E-15
6542.590766,6.736333E-15
6546.661078,7.606618E-15
6550.731389,8.728758E-15
6554.801701,1.019193E-14
6558.872012,1.204855E-14
6562.942324,1.407886E-14
6567.012635,1.587369E-14
6571.082947,1.722076E-14
6575.153258,1.811853E-14
6579.22357,1.84393e-14
6583.293881,1.8194e-14
6587.364193,1.751948E-14
6591.434504,1.652588E-14
6595.504816,1.545394E-14
6599.575127,1.47703e-14
6603.645439,1.392116E-14
6607.71575,1.313718E-14
6611.786062,1.247616E-14
6615.856373,1.184869E-14
6619.926685,1.145538E-14
6623.996996,1.103911E-14
6628.067308,1.055559E-14
6632.137619,1.006801E-14
6636.207931,9.494879E-15
6640.278242,8.965558E-15
6644.348553,8.586985E-15
6648.418865,8.199008E-15
6652.489176,7.824997E-15
6656.559488,7.51305e-15
6660.629799,7.19032e-15
6664.700111,6.93246e-15
6668.770422,6.704129E-15
6672.840734,6.447694E-15
6676.911045,6.289151E-15
6680.981357,6.164375E-15
6685.051668,6.04944e-15
6689.12198,6.047721E-15
6693.192291,6.072619E-15
6697.262603,6.030053E-15
6701.332914,5.954077E-15
6705.403226,5.833778E-15
6709.473537,5.748082E-15
6713.543849,5.69433e-15
6717.61416,5.570675E-15
6721.684472,5.39347e-15
6725.754783,5.321053E-15
6729.825095,5.36075e-15
6733.895406,5.398898E-15
6737.965718,5.429405E-15
6742.036029,5.366874E-15
6746.106341,5.240664E-15
6750.176652,5.218833E-15
6754.246964,5.226921E-15
6758.317275,5.177038E-15
6762.387587,5.12681e-15
6766.457898,5.136953E-15
6770.52821,5.109965E-15
6774.598521,5.081072E-15
6778.668833,5.032181E-15
6782.739144,5.029164E-15
6786.809456,4.999446E-15
6790.879767,4.983307E-15
6794.950079,4.981544E-15
6799.02039,4.975658E-15
6803.090702,4.984597E-15
6807.161013,4.989014E-15
6811.231325,5.01051e-15
6815.301636,4.990236E-15
6819.371948,4.990712E-15
6823.442259,5.025611E-15
6827.512571,4.991052E-15
6831.582882,4.987177E-15
6835.653194,4.996345E-15
6839.723505,5.021552E-15
6843.793817,5.002721E-15
6847.864128,4.995748E-15
6851.93444,5.017539E-15
6856.004751,5.10096e-15
6860.075063,5.229963E-15
6864.145374,5.271248E-15
6868.215686,5.096949E-15
6872.285997,4.773363E-15
6876.356309,4.774221E-15
6880.42662,4.856964E-15
6884.496932,4.934092E-15
6888.567243,5.002466E-15
6892.637555,4.958635E-15
6896.707866,4.911194E-15
6900.778178,4.853101E-15
6904.848489,4.808078E-15
6908.918801,4.865899E-15
6912.989112,4.951692E-15
6917.059424,5.015883E-15
6921.129735,5.029467E-15
6925.200047,4.950598E-15
6929.270358,4.908038E-15
6933.34067,4.871921E-15
6937.410981,4.926248E-15
6941.481293,5.083104E-15
6945.551604,5.136159E-15
6949.621916,4.868613E-15
6953.692227,4.836502E-15
6957.762539,4.999908E-15
6961.83285,4.871994E-15
6965.903162,4.757758E-15
6969.973473,4.873404E-15
6974.043785,4.968866E-15
6978.114096,4.922626E-15
6982.184408,4.867723E-15
6986.254719,4.73124e-15
6990.32503,4.637268E-15
6994.395342,4.554236E-15
6998.465653,4.467488E-15
7002.535965,4.606921E-15
7006.606276,4.804494E-15
7010.676588,4.988432E-15
7014.746899,5.044523E-15
7018.817211,5.121108E-15
7022.887522,5.403819E-15
7026.957834,5.537314E-15
7031.028145,5.404534E-15
7035.098457,5.324679E-15
7039.168768,5.374511E-15
7043.23908,5.296683E-15
7047.309391,5.131326E-15
7051.379703,5.063336E-15
7055.450014,5.096297E-15
7059.520326,5.065315E-15
7063.590637,4.981893E-15
7067.660949,5.022381E-15
7071.73126,5.121242E-15
7075.801572,5.076961E-15
7079.871883,4.988888E-15
7083.942195,4.991419E-15
7088.012506,5.030831E-15
7092.082818,5.025372E-15
7096.153129,4.982348E-15
7100.223441,4.929179E-15
7104.293752,4.867814E-15
7108.364064,4.862629E-15
7112.434375,4.84392e-15
7116.504687,4.761314E-15
7120.574998,4.660605E-15
7124.64531,4.654414E-15
7128.715621,4.740221E-15
7132.785933,4.818035E-15
7136.856244,4.856004E-15
7140.926556,4.788472E-15
7144.996867,4.721159E-15
7149.067179,4.743708E-15
7153.13749,4.832521E-15
7157.207802,4.842683E-15
7161.278113,4.720402E-15
7165.348425,4.744122E-15
7169.418736,4.657333E-15
7173.489048,4.550034E-15
7177.559359,4.653015E-15
7181.629671,4.684414E-15
7185.699982,4.536399E-15
7189.770294,4.553646E-15
7193.840605,4.713264E-15
7197.910917,4.752122E-15
7201.981228,4.587916E-15
7206.05154,4.558808E-15
7210.121851,4.653153E-15
7214.192163,4.627804E-15
7218.262474,4.587687E-15
7222.332786,4.671563E-15
7226.403097,4.740333E-15
7230.473409,4.851256E-15
7234.54372,5.029532E-15
7238.614032,5.253217E-15
7242.684343,5.388985E-15
7246.754655,5.220883E-15
7250.824966,5.174782E-15
7254.895278,5.111066E-15
7258.965589,5.064064E-15
7263.035901,5.108825E-15
7267.106212,5.082218E-15
7271.176524,4.911552E-15
7275.246835,4.782558E-15
7279.317147,4.796884E-15
7283.387458,4.904703E-15
7287.45777,4.955255E-15
7291.528081,5.009233E-15
7295.598393,5.15499e-15
7299.668704,5.116355E-15
7303.739016,5.058457E-15
7307.809327,5.137741E-15
7311.879639,5.126396E-15
7315.94995,5.23437e-15
7320.020262,5.614897E-15
7324.090573,5.994317E-15
7328.160885,6.023425E-15
7332.231196,5.884877E-15
7336.301507,5.885661E-15
7340.371819,5.967914E-15
7344.44213,5.86475e-15
7348.512442,5.539309E-15
7352.582753,5.407944E-15
7356.653065,5.556999E-15
7360.723376,5.529829E-15
7364.793688,5.497867E-15
7368.863999,5.495549E-15
7372.934311,5.510004E-15
7377.004622,5.498054E-15
7381.074934,5.395315E-15
7385.145245,5.311903E-15
7389.215557,5.207228E-15
7393.285868,5.128209E-15
7397.35618,5.074172E-15
7401.426491,4.868209E-15
7405.496803,4.753806E-15
7409.567114,4.716848E-15
7413.637426,4.776699E-15
7417.707737,4.789207E-15
