N2188-1.Q2.I.170307_0209.C.060360.061035N3413.0060.nh.fits,2017-03-07T02:09:00.000,1.0,549.0,431.089872685,92.6547509315,-34.1410922001,75.9656238325,25.071474982,18.783978711,0.0435320911451,21.1458695183,-17.774579002309373,0.0449655772601613
N2188-1.Q2.I.161129_0621.C.039879.061035N3413.0060.nh.fits,2016-11-29T06:21:00.000,1.0,550.0,333.264988426,92.6548095017,-34.14115242,nan,nan,nan,nan,21.0759732623,nan,nan
N2188-1.Q2.I.161216_0050.S.046075.061035N3413.0060.nh.fits,2016-12-16T00:50:00.000,0.0,551.0,350.035196759,92.6547708563,-34.1413479834,7.31349400185,1.75439041578,21.3374071151,0.621839805618,20.7456967289,-15.221150598209375,0.6219418011598081
N2188-1.Q2.I.161219_0057.S.046816.061035N3413.0060.nh.fits,2016-12-19T00:57:00.000,0.0,552.0,353.040034722,92.6547686398,-34.1411469997,nan,nan,nan,nan,20.8614817705,nan,nan
N2188-1.Q2.I.161121_0756.C.038502.061035N3413.0060.nh.fits,2016-11-21T07:56:00.000,1.0,553.0,325.330949074,92.6548466848,-34.141203007,-0.462852808767,-0.0878624527028,nan,nan,20.4444281306,nan,nan
N2188-1.Q2.I.170425_0014.C.006795.061035N3413.0060.nh.fits,2017-04-25T00:14:00.000,1.0,554.0,480.01,92.6548156601,-34.1411881313,nan,nan,nan,nan,18.7083417709,nan,nan
N2188-1.Q2.I.170504_0007.C.009581.061035N3413.0060.nh.fits,2017-05-04T00:07:00.000,1.0,555.0,489.005173611,92.6548580488,-34.1410434929,14.7249526379,4.2177296167,20.5739374746,0.258660338343,20.9456315711,-15.984620238709374,0.2589054476263284
N2188-1.Q2.I.170207_0239.C.053591.061035N3413.0060.nh.fits,2017-02-07T02:39:00.000,1.0,556.0,403.110648148,92.6547417388,-34.1410912463,77.163149227,20.2750014129,18.7669151085,0.0538232371759,20.8312988871,-17.791642604809372,0.05498909927401452
N2188-1.Q2.I.170213_0327.C.055028.061035N3413.0060.nh.fits,2017-02-13T03:27:00.000,1.0,557.0,409.144224537,92.6547461259,-34.141089585,81.2669006196,23.6092757488,18.7103856815,0.0462279121496,20.9609381797,-17.848172031809373,0.047580248429210374
N2188-1.Q2.I.170419_0943.A.055125.061035N3413.0060.nh.fits,2017-04-19T09:43:00.000,2.0,558.0,474.405289352,92.6547912407,-34.1411155236,19.6360890358,4.66846803344,20.2599347463,0.233688107035,20.7386429241,-16.298622967009372,0.23395938012500345
N2188-1.Q2.I.170330_0029.C.000603.061035N3413.0060.nh.fits,2017-03-30T00:29:00.000,1.0,559.0,454.020300926,92.6547731676,-34.1411177127,59.1528459667,13.6288085043,19.0568860695,0.080056314452,20.7051170831,-17.501671643809374,0.0808447503707677
N2188-1.Q2.I.170209_1351.A.044075.061035N3413.0060.nh.fits,2017-02-09T13:51:00.000,2.0,560.0,405.577106481,92.654743089,-34.1410938529,80.6725650875,19.7254348932,18.7183935122,0.055325396097,20.7980855189,-17.840164201109374,0.05646024824745445
N2188-1.Q2.I.170223_1941.S.057839.061035N3413.0060.nh.fits,2017-02-23T19:41:00.000,0.0,561.0,419.820590278,92.654768024,-34.1410931105,85.7513650775,11.707389792,18.6517873896,0.0932116633873,20.1219643303,-17.906770323709374,0.09388969256687106
N2188-1.Q2.I.161206_0655.C.041569.061035N3413.0060.nh.fits,2016-12-06T06:55:00.000,1.0,562.0,340.288530093,92.6549552666,-34.1409406653,5.24726429275,0.871378775116,21.6996173447,1.25198013638,20.3065732719,-14.858940368609376,1.2520307991694763
N2188-1.Q2.I.170331_2020.S.001313.061035N3413.0060.nh.fits,2017-03-31T20:20:00.000,0.0,563.0,455.847685185,92.6547252002,-34.1411060769,62.2045506853,27.4548428112,19.0020076284,0.0397542695493,21.4422768228,-17.55655008490937,0.041319028622084544
N2188-1.Q2.I.161104_1658.A.031494.061035N3413.0060.nh.fits,2016-11-04T16:58:00.000,2.0,564.0,308.707164352,92.6547854188,-34.1413166934,3.53609132673,1.10284778275,22.1301979237,0.989210801287,20.9931274904,-14.428359789609376,0.9892749211224061
N2188-1.Q2.I.170311_1842.S.062061.061035N3413.0060.nh.fits,2017-03-11T18:42:00.000,0.0,565.0,435.779340278,92.6547607786,-34.1410967964,76.9183603715,21.5374457013,18.7703814826,0.0506676155987,20.9228259455,-17.78817623070937,0.051904406839225786
N2188-1.Q2.I.161227_1200.A.039856.061035N3413.0060.nh.fits,2016-12-27T12:00:00.000,2.0,566.0,361.500092593,92.6547205582,-34.1411065492,51.6482816391,13.5954003577,19.204892525,0.0802573864956,20.8667653677,-17.35366518830937,0.08104386630694738
N2188-1.Q2.I.161205_0756.C.041353.061035N3413.0060.nh.fits,2016-12-05T07:56:00.000,1.0,567.0,339.330740741,92.6547803677,-34.1411456391,nan,nan,nan,nan,21.122880748,nan,nan
N2188-1.Q2.I.170227_1255.A.046949.061035N3413.0060.nh.fits,2017-02-27T12:55:00.000,2.0,568.0,423.538842593,92.6547587556,-34.1410952337,76.7858962286,19.9575305243,18.7722618663,0.0546799422732,20.8725421995,-17.786295847009374,0.055827916546067925
N2188-1.Q2.I.170315_0044.C.062044.061035N3413.0060.nh.fits,2017-03-15T00:44:00.000,1.0,569.0,439.031157407,92.6547611381,-34.1410976001,69.8846908833,19.9253699574,18.875001182,0.0547641828425,20.9426157438,-17.683556531309375,0.0559104274825458
N2188-1.Q2.I.161121_1726.A.034146.061035N3413.0060.nh.fits,2016-11-21T17:26:00.000,2.0,570.0,325.726678241,92.654771659,-34.1411796613,nan,nan,nan,nan,20.4704419224,nan,nan
N2188-1.Q2.I.161218_2242.S.046754.061035N3413.0060.nh.fits,2016-12-18T22:42:00.000,0.0,571.0,352.946145833,92.6548505174,-34.1411697077,nan,nan,nan,nan,21.0516028688,nan,nan
N2188-1.Q2.I.161218_0341.C.043576.061035N3413.0060.nh.fits,2016-12-18T03:41:00.000,1.0,572.0,352.154085648,92.6549884843,-34.1411310535,3.00761715403,0.918278654185,22.3067938343,1.18803634333,20.9850255666,-14.251763879009376,1.1880897328282034
N2188-1.Q2.I.170221_1251.A.045805.061035N3413.0060.nh.fits,2017-02-21T12:51:00.000,2.0,573.0,417.535555556,92.65473881,-34.1411043948,78.0736370233,30.8127708665,18.7541178069,0.0354299289195,21.3716880449,-17.804439906409375,0.03717714408228614
N2188-1.Q2.I.170109_0326.C.048102.061035N3413.0060.nh.fits,2017-01-09T03:26:00.000,1.0,574.0,374.143391204,92.6547549694,-34.1410821991,65.4286430195,18.0665653874,18.94687989,0.0603984380012,20.9007529761,-17.61167782330937,0.06143965732211599
N2188-1.Q2.I.161027_0709.C.033386.061035N3413.0060.nh.fits,2016-10-27T07:09:00.000,1.0,575.0,300.298101852,92.6547956146,-34.1412009216,-1.10296440991,-0.137245490582,nan,nan,20.0123559918,nan,nan
N2188-1.Q2.I.170110_0217.C.048313.061035N3413.0060.nh.fits,2017-01-10T02:17:00.000,1.0,576.0,375.095381944,92.6547426472,-34.1410722394,67.8100665251,11.4665964754,18.9078779317,0.0951668354356,20.3380526737,-17.650679781609373,0.09583103226878448
N2188-1.Q2.I.170202_0254.C.052767.061035N3413.0060.nh.fits,2017-02-02T02:54:00.000,1.0,578.0,398.121122685,92.6547407649,-34.1410811991,75.7775751939,15.9394796287,18.786682639,0.0684577241721,20.5935277434,-17.771875074309374,0.06937809580622378
N2188-1.Q2.I.170508_1730.S.010593.061035N3413.0060.nh.fits,2017-05-08T17:30:00.000,0.0,579.0,493.72931713,92.6547460141,-34.1411048113,15.2851097471,4.67193834141,20.5332062619,0.233513984301,21.0087078701,-16.025351451409374,0.23378545943450357
N2188-1.Q2.I.170305_0102.C.059922.061035N3413.0060.nh.fits,2017-03-05T01:02:00.000,1.0,580.0,429.043356481,92.6547508411,-34.1410919395,76.5584257492,19.7182143347,18.7754984855,0.0553431525906,20.8156048636,-17.783059227809375,0.056477647946251056
N2188-1.Q2.I.170305_2109.S.060508.061035N3413.0060.nh.fits,2017-03-05T21:09:00.000,0.0,581.0,429.881875,92.6547343046,-34.1410889911,73.7155768271,21.3269901229,18.816780006,0.0511696906449,20.957319056,-17.741777707309375,0.052394631591118256
N2188-1.Q2.I.170112_0605.C.048904.061035N3413.0060.nh.fits,2017-01-12T06:05:00.000,1.0,582.0,377.253912037,92.6547370276,-34.1410825689,71.7602573028,16.6314275389,18.8461083119,0.0656093948872,20.7071799206,-17.712449401409373,0.06656915859719714
N2188-1.Q2.I.161119_0645.C.038109.061035N3413.0060.nh.fits,2016-11-19T06:45:00.000,1.0,583.0,323.281435185,92.6548676746,-34.1413898496,3.43797842718,1.14525683193,22.1608953821,0.952579857479,21.0802880834,-14.397662331209373,0.9526464428388877
N2188-1.Q2.I.161218_2128.S.046721.061035N3413.0060.nh.fits,2016-12-18T21:28:00.000,0.0,584.0,352.894618056,92.6548493866,-34.1412079424,nan,nan,nan,nan,21.1840505738,nan,nan
N2188-1.Q2.I.170513_1731.S.011685.061035N3413.0060.nh.fits,2017-05-13T17:31:00.000,0.0,585.0,498.730451389,92.6546695406,-34.1413133461,10.3430890852,2.06681699524,20.9592874215,0.527840992473,20.5271780176,-15.599270291809374,0.5279611477313041
N2188-1.Q2.I.170201_1921.S.054072.061035N3413.0060.nh.fits,2017-02-01T19:21:00.000,0.0,586.0,397.806666667,92.6547395314,-34.1410831761,74.4359296673,24.4497283122,18.8061709543,0.0446374322469,21.1087380118,-17.752386759009372,0.04603651307897709
N2188-1.Q2.I.161026_0755.C.033130.061035N3413.0060.nh.fits,2016-10-26T07:55:00.000,1.0,587.0,299.330162037,92.6547591021,-34.1412061568,nan,nan,nan,nan,21.1010830761,nan,nan
N2188-1.Q2.I.170321_0301.C.063700.061035N3413.0060.nh.fits,2017-03-21T03:01:00.000,1.0,588.0,445.126157407,92.6547404315,-34.1411018069,67.8525553999,23.1222921273,18.9071945726,0.0471968100482,21.137219407,-17.65136314070937,0.04852215017494704
N2188-1.Q2.I.161120_0033.S.042069.061035N3413.0060.nh.fits,2016-11-20T00:33:00.000,0.0,589.0,324.023402778,92.6544050964,-34.1414385853,18.0912261935,1.14611114671,20.3493292628,0.951870995504,19.2742567111,-16.20922845050937,0.9519376304467905
N2188-1.Q2.I.170505_2354.C.010180.061035N3413.0060.nh.fits,2017-05-05T23:54:00.000,1.0,590.0,490.996087963,92.6548535492,-34.1412488992,14.5281342966,3.67943608334,20.5886177553,0.296501184017,20.7958227532,-15.969939958009375,0.2967150355178469
N2188-1.Q2.I.170307_1241.A.048111.061035N3413.0060.nh.fits,2017-03-07T12:41:00.000,2.0,591.0,431.528946759,92.6551092022,-34.1411607389,231.670960696,2.71424265012,17.5675314297,0.401947381573,17.4211653245,-18.991026283609372,0.4021051575549176
N2188-1.Q2.I.170217_0217.C.056041.061035N3413.0060.nh.fits,2017-02-17T02:17:00.000,1.0,592.0,413.095671296,92.6547505237,-34.1410844484,81.8081835912,24.0404265361,18.7031434519,0.0453986557172,21.0126510714,-17.855414261409372,0.04677497322076301
