N2188-1.Q2.V.170113_0239.C.049050.061035N3413.0060.nh.fits,2017-01-13T02:39:00.000,C,969.0,378.111064815,92.6547614649,-34.1410630219,58.3594879428,35.4876211069,19.5810146564,0.0312840311345,22.5628359659,0.994080571368
N2188-1.Q2.V.161201_0413.C.040295.061035N3413.0060.nh.fits,2016-12-01T04:13:00.000,C,970.0,335.176064815,92.6547650043,-34.1411777659,-1.52103399176,-0.868217537457,nan,nan,22.1803761583,0.026910228223
N2188-1.Q2.V.170227_1034.A.046886.061035N3413.0060.nh.fits,2017-02-27T10:34:00.000,A,971.0,423.440810185,92.6547251637,-34.1410886142,71.7321660247,26.0161220852,19.3559332459,0.0426113866543,21.7917388845,0.0083751171469
N2188-1.Q2.V.170327_0924.A.050423.061035N3413.0060.nh.fits,2017-03-27T09:24:00.000,A,972.0,451.392048611,92.654738576,-34.1410941987,49.4712152189,38.3232273851,19.7612729983,0.0289831572862,22.9492522628,0.00756415892821
N2188-1.Q2.V.161201_0518.C.040325.061035N3413.0060.nh.fits,2016-12-01T05:18:00.000,C,973.0,335.221342593,93.2540103972,-34.7053947558,1.41037813454,2.02723691862,23.642355733,0.544587316242,23.1668033441,0.028283560734
N2188-1.Q2.V.161117_0751.C.037688.061035N3413.0060.nh.fits,2016-11-17T07:51:00.000,C,974.0,321.32744213,93.2476773614,-34.7062312107,5.26019241892,3.73402083382,22.2063305786,0.295707298359,22.4414086327,0.88868146608
N2188-1.Q2.V.161217_2343.S.046536.061035N3413.0060.nh.fits,2016-12-17T23:43:00.000,S,975.0,351.988611111,92.6548344608,-34.1411323854,-4.09033367661,-1.05134911963,nan,nan,21.3276735391,0.798567263159
N2188-1.Q2.V.170125_0239.C.051534.061035N3413.0060.nh.fits,2017-01-25T02:39:00.000,C,976.0,390.111018519,92.6547503948,-34.1410967843,80.8144605883,51.6627049645,19.2258741105,0.0215562426363,22.9637957898,0.0839061078091
N2188-1.Q2.V.161201_0624.C.040355.061035N3413.0060.nh.fits,2016-12-01T06:24:00.000,C,977.0,335.267106481,92.654852492,-34.1412072849,-1.15787633786,-1.66262855453,nan,nan,23.1762194414,0.0297151622551
N2188-1.Q2.V.161024_1730.A.029382.061035N3413.0060.nh.fits,2016-10-24T17:30:00.000,A,978.0,297.729166667,92.654861422,-34.1412091169,-0.689483966715,-0.295299305437,nan,nan,21.8406455366,0.304748347505
N2188-1.Q2.V.170418_1924.S.005310.061035N3413.0060.nh.fits,2017-04-18T19:24:00.000,S,979.0,473.80880787,92.6546993446,-34.1409971911,11.1117886082,3.85133352352,21.3904773412,0.286698261758,21.6632473702,0.560424448976
N2188-1.Q2.V.170329_0048.C.000337.061035N3413.0060.nh.fits,2017-03-29T00:48:00.000,C,980.0,453.033715278,92.6547323177,-34.141098402,58.2290965958,8.53511788307,19.5834548645,0.129443840748,20.7061733763,0.012659867973
N2188-1.Q2.V.170207_1918.S.055230.061035N3413.0060.nh.fits,2017-02-07T19:18:00.000,S,981.0,403.804710648,92.6547352111,-34.1411025713,81.4523457972,41.6642002783,19.2172968417,0.0266811033255,22.454001753,0.871589154536
N2188-1.Q2.V.170120_0131.C.050659.061035N3413.0060.nh.fits,2017-01-20T01:31:00.000,C,982.0,385.063715278,92.6547511791,-34.1411019904,74.7816997293,43.6624389596,19.3105128015,0.0254651168157,22.611918059,0.488301703403
N2188-1.Q2.V.170120_2001.S.051848.061035N3413.0060.nh.fits,2017-01-20T20:01:00.000,S,983.0,385.834050926,92.6547417236,-34.1410872145,81.9572944189,19.4241479941,19.2105545919,0.0570016415704,21.3279540891,0.415676151617
N2188-1.Q2.V.161217_1726.A.038034.061035N3413.0060.nh.fits,2016-12-17T17:26:00.000,A,984.0,351.726631944,93.2671992972,-34.6958362761,3.38629249654,0.460523930305,22.6868188114,2.39840046263,20.6406672724,0.820987132013
N2188-1.Q2.V.170206_0123.C.053351.061035N3413.0060.nh.fits,2017-02-06T01:23:00.000,C,985.0,402.05787037,92.6547461923,-34.1411023288,78.9912438536,33.5652442952,19.2507683468,0.0330645154055,22.0416199019,0.710327289515
N2188-1.Q2.V.170110_0214.C.048312.061035N3413.0060.nh.fits,2017-01-10T02:14:00.000,C,986.0,375.093136574,92.6547562743,-34.1410888344,69.0751562347,47.2800018139,19.3971101235,0.023533883902,22.9245119751,0.919435280341
N2188-1.Q2.V.170111_0321.C.048587.061035N3413.0060.nh.fits,2017-01-11T03:21:00.000,C,987.0,376.139907407,92.6547440729,-34.1410918118,67.2217596392,44.6765613343,19.4267818656,0.0248928559622,22.7977745083,0.973381152687
N2188-1.Q2.V.170117_1209.A.041921.061035N3413.0060.nh.fits,2017-01-17T12:09:00.000,A,988.0,382.506608796,92.6547488822,-34.1410979581,82.9234435937,45.1322312099,19.1977692255,0.0246466776443,22.7110153256,0.72872200227
N2188-1.Q2.V.170117_0231.C.049992.061035N3413.0060.nh.fits,2017-01-17T02:31:00.000,C,989.0,382.105173611,92.654750801,-34.1410946345,80.0558082104,45.2396047238,19.2361638457,0.0245858528396,22.5701905277,0.764044095303
N2188-1.Q2.V.161121_1721.A.034144.061035N3413.0060.nh.fits,2016-11-21T17:21:00.000,A,990.0,325.723263889,93.2660744037,-34.6948617153,3.19851269278,0.83778046259,22.7490571026,1.31800728654,21.3431935638,0.463930247558
N2188-1.Q2.V.170223_0333.C.057638.061035N3413.0060.nh.fits,2017-02-23T03:33:00.000,C,991.0,419.148460648,92.6547492798,-34.1410946351,72.6294259239,32.6024750447,19.3423717958,0.0340333349496,22.1178215087,0.129285393078
N2188-1.Q2.V.170105_0536.C.047194.061035N3413.0060.nh.fits,2017-01-05T05:36:00.000,C,992.0,370.233715278,92.6547527534,-34.1411078432,80.9428731787,38.2846922511,19.2241419918,0.0290120440006,22.2124404514,0.43571326151
N2188-1.Q2.V.170223_0218.C.057604.061035N3413.0060.nh.fits,2017-02-23T02:18:00.000,C,993.0,419.095856481,92.6547253937,-34.1410790628,74.2943779351,27.3835167861,19.3176453275,0.0404788694421,21.8226230669,0.132831441462
N2188-1.Q2.V.161121_0754.C.038501.061035N3413.0060.nh.fits,2016-11-21T07:54:00.000,C,994.0,325.329594907,93.2476530377,-34.709658503,1.53842765728,1.39647074785,23.5475490536,0.790548947753,22.6723098184,0.504114720718
N2188-1.Q2.V.170305_1958.S.060476.061035N3413.0060.nh.fits,2017-03-05T19:58:00.000,S,995.0,429.832141204,92.6547663213,-34.1410959144,72.2768979039,29.4023839785,19.3476799203,0.0377151567312,21.9857117783,0.54135038686
N2188-1.Q2.V.170305_2107.S.060507.061035N3413.0060.nh.fits,2017-03-05T21:07:00.000,S,996.0,429.880266204,92.6547258977,-34.1410956324,63.5509044043,37.6760947025,19.4880448763,0.0294803252313,22.6245951078,0.546799491972
N2188-1.Q2.V.170108_0424.C.047884.061035N3413.0060.nh.fits,2017-01-08T04:24:00.000,C,997.0,373.18337963,92.6547603833,-34.1411002771,72.8458236483,49.8365322985,19.3391261745,0.0223369384261,22.9730549973,0.758513764674
N2188-1.Q2.V.170105_0641.C.047224.061035N3413.0060.nh.fits,2017-01-05T06:41:00.000,C,998.0,370.279016204,92.654756797,-34.1410940697,86.6573742188,44.7692786015,19.1497191958,0.024841616339,22.4026571851,0.440667693186
N2188-1.Q2.V.170327_0207.C.065292.061035N3413.0060.nh.fits,2017-03-27T02:07:00.000,C,999.0,451.088287037,92.6547550495,-34.1411028721,41.2845256759,35.4567264083,19.9586289799,0.0313113094517,23.1536328406,0.0145460129741
N2188-1.Q2.V.170227_2113.S.058937.061035N3413.0060.nh.fits,2017-02-27T21:13:00.000,S,1000.0,423.884201389,92.6547278125,-34.1410978245,74.0415176593,26.0813383622,19.3213646918,0.0424902041314,21.7675307923,0.019963790203
N2188-1.Q2.V.170219_0107.C.056529.061035N3413.0060.nh.fits,2017-02-19T01:07:00.000,C,1001.0,415.047013889,92.654755692,-34.1410959264,71.6978512544,45.2394325951,19.3564552513,0.024585661015,22.7346007033,0.479484923393
N2188-1.Q2.V.170109_1619.A.041308.061035N3413.0060.nh.fits,2017-01-09T16:19:00.000,A,1002.0,374.680231481,92.6547553667,-34.1410849088,80.8320238247,14.0665371036,19.2256370429,0.0786355939543,20.9346806514,0.890714549784
N2188-1.Q2.V.170217_0437.C.056100.061035N3413.0060.nh.fits,2017-02-17T04:37:00.000,C,1003.0,413.19244213,92.654736137,-34.1410810497,72.5521627452,44.5892778377,19.3435329637,0.024942370835,22.7451222445,0.652578824278
N2188-1.Q2.V.170404_1820.S.002462.061035N3413.0060.nh.fits,2017-04-04T18:20:00.000,S,1004.0,459.764270833,92.6546814059,-34.1411011911,44.4588243974,11.0821486943,19.8778162433,0.0997352392471,21.3331378832,0.610349407489
N2188-1.Q2.V.170330_1918.S.001015.061035N3413.0060.nh.fits,2017-03-30T19:18:00.000,S,1005.0,454.804641204,92.6547164343,-34.1410762857,51.10569419,17.9076078759,19.7258118146,0.0617908494457,21.7554447071,0.100657497361
N2188-1.Q2.V.170123_1103.A.042685.061035N3413.0060.nh.fits,2017-01-23T11:03:00.000,A,1006.0,388.460543981,92.6547224422,-34.1410832107,84.3616469949,22.3847243634,19.1790103104,0.0494732275287,21.4260037228,0.191322421893
N2188-1.Q2.V.161227_1056.A.039825.061035N3413.0060.nh.fits,2016-12-27T10:56:00.000,A,1007.0,361.456030093,92.6547495803,-34.1410877949,69.8859905898,20.2896660441,19.3843786807,0.0545789918487,21.5481698553,0.0332062906027
N2188-1.Q2.V.170404_1930.S.002493.061035N3413.0060.nh.fits,2017-04-04T19:30:00.000,S,1008.0,459.812696759,92.6547183172,-34.1410813179,39.8365392232,19.8277720936,19.9975792907,0.0558284298854,22.199527933,0.615573524973
N2188-1.Q2.V.170307_1025.A.048048.061035N3413.0060.nh.fits,2017-03-07T10:25:00.000,A,1009.0,431.434479167,92.6547429393,-34.1410971712,65.5989978159,14.6742699409,19.453440898,0.0753855278076,21.1834895889,0.715709969319
N2188-1.Q2.V.170206_0221.C.053378.061035N3413.0060.nh.fits,2017-02-06T02:21:00.000,C,1010.0,402.098368056,92.6547449995,-34.1410854072,77.560541457,44.1810715986,19.2707089051,0.0251712730569,22.5495487528,0.714537212572
N2188-1.Q2.V.170112_0138.C.048782.061035N3413.0060.nh.fits,2017-01-12T01:38:00.000,C,1011.0,377.06849537,92.6547280565,-34.1411159142,70.1142283148,38.3302288486,19.3808216056,0.0289828336305,22.4400642805,0.996533974066
N2188-1.Q2.V.161106_1530.A.031914.061035N3413.0060.nh.fits,2016-11-06T15:30:00.000,A,1012.0,310.645960648,93.2600475298,-34.6961001011,1.63536130906,1.75455731896,23.4808890146,0.62922530092,22.8653845878,0.381924643594
