N2188-1.Q2.I.170320_0143.C.063405.061035N3413.0060.nh.fits,482.0,809.071747685,92.6547712485,-34.1410825899,44.1353639213,28.9127337477,19.4975247128,0.0400925199858,22.0873347361,-17.114416089433117,0.041598893384108736
N2188-1.Q2.I.161201_0520.C.040326.061035N3413.0060.nh.fits,483.0,700.222777778,92.6547789801,-34.1412111885,-2.72313954142,-0.25229804837,nan,nan,19.7881554067,nan,nan
N2188-1.Q2.I.170402_1157.A.051839.061035N3413.0060.nh.fits,484.0,822.497939815,92.6546630482,-34.1411093658,41.9150449449,6.88845933322,19.5538356536,0.161694169505,20.483542127,-17.058105148633118,0.16207424910787757
N2188-1.Q2.I.170113_0130.C.049021.061035N3413.0060.nh.fits,485.0,743.063125,92.6547190183,-34.1410878475,45.0860791632,21.5041347661,19.4742742505,0.0530628480289,21.6807879882,-17.13766655173312,0.054209995507367555
N2188-1.Q2.I.161218_0449.C.043606.061035N3413.0060.nh.fits,486.0,717.201342593,92.654758831,-34.1412016089,-0.0713477502167,-0.0141694159486,nan,nan,20.6499154514,nan,nan
N2188-1.Q2.I.170301_1240.A.047104.061035N3413.0060.nh.fits,487.0,790.527986111,92.6547532077,-34.1411142255,66.2958034127,25.1305698818,19.0536560057,0.0457286487636,21.4499686779,-17.55828479653312,0.0470549369324343
N2188-1.Q2.I.170307_1241.A.048111.061035N3413.0060.nh.fits,488.0,796.528958333,92.6547631545,-34.1411191988,nan,nan,nan,nan,15.5439717725,nan,nan
N2188-1.Q2.I.170404_1822.S.002463.061035N3413.0060.nh.fits,489.0,824.76587963,92.6547473632,-34.1410898323,64.2016564525,12.5637078988,19.0886727951,0.0893672614661,20.7000372223,-17.52326800713312,0.09005312428739469
N2188-1.Q2.I.161217_2137.S.046477.061035N3413.0060.nh.fits,490.0,716.900902778,92.6554721195,-34.1410137608,0.629433746126,0.625964615493,24.1342664749,1.7727902124,22.4118229671,-12.47767432733312,1.7728249194303445
N2188-1.Q2.I.161023_1731.A.029129.061035N3413.0060.nh.fits,491.0,661.729930556,92.6547662873,-34.1412039246,nan,nan,nan,nan,20.9456534862,nan,nan
N2188-1.Q2.I.170416_0907.A.054231.061035N3413.0060.nh.fits,492.0,836.380289352,92.6552344142,-34.1407460803,114.661390347,0.338104649177,18.4559729178,3.28043432944,16.0817738716,-18.155967884433117,3.2804530857094165
N2188-1.Q2.I.170129_1928.S.053346.061035N3413.0060.nh.fits,493.0,759.81162037,92.6547450874,-34.1410926133,52.7958069476,25.0601189665,19.3020591597,0.0458421449708,21.6811286093,-17.309881642533117,0.04716524173047899
N2188-1.Q2.I.161213_1705.A.037690.061035N3413.0060.nh.fits,494.0,712.712002315,92.654802266,-34.1412173178,nan,nan,nan,nan,nan,nan,nan
N2188-1.Q2.I.161216_0153.S.046105.061035N3413.0060.nh.fits,495.0,715.078865741,92.6548083024,-34.140861757,1.39924282371,0.152988388045,23.2627454956,7.24959533386,20.0076816819,-13.349195306633117,7.249603821071649
N2188-1.Q2.I.170121_1053.A.042307.061035N3413.0060.nh.fits,496.0,751.453715278,92.6547459857,-34.1411057904,73.7559759728,22.8197571059,18.9373223313,0.0501211118533,21.2252965813,-17.67461847093312,0.05133403963630452
N2188-1.Q2.I.170217_0217.C.056041.061035N3413.0060.nh.fits,497.0,778.09568287,92.6547438356,-34.141085549,43.1405687387,43.5766141973,19.5223956372,0.0276067721586,22.734081069,-17.08954516503312,0.029752170357597873
N2188-1.Q2.I.170415_1750.S.004329.061035N3413.0060.nh.fits,498.0,835.743587963,92.6547665857,-34.141100471,14.2827543988,6.10345581098,20.7283412689,0.182346103499,21.5092874249,-15.883599533333118,0.18268322099535766
N2188-1.Q2.I.161219_1256.A.038301.061035N3413.0060.nh.fits,499.0,718.539583333,92.6548369462,-34.1410967046,1.35090260223,0.665334471879,23.3011013491,1.66793180975,21.6716448988,-13.310839453133116,1.667968698671495
N2188-1.Q2.I.170114_0400.C.049326.061035N3413.0060.nh.fits,500.0,744.167048611,92.6547331001,-34.1410534162,27.5620324014,34.7815618761,20.0111671011,0.0338188410057,23.0638222186,-16.600773701133118,0.03559173750942048
N2188-1.Q2.I.170410_1903.S.003325.061035N3413.0060.nh.fits,501.0,830.794016204,92.654732822,-34.1411173939,30.9302407385,20.8293561292,19.885386083,0.0546945816855,22.1317998401,-16.726554719233118,0.05580819866043435
N2188-1.Q2.I.170204_1922.S.054657.061035N3413.0060.nh.fits,502.0,765.807013889,92.6547744069,-34.1411241512,48.542676344,8.22405860795,19.3936861562,0.135637535506,20.5208671485,-17.218254646033117,0.13609040675268805
N2188-1.Q2.I.161217_1417.A.037952.061035N3413.0060.nh.fits,503.0,716.595601852,92.6549870061,-34.1410883497,3.40708302009,0.698729495912,22.2918835504,1.58769214109,20.6977533663,-14.320057251833116,1.5877308942799215
N2188-1.Q2.I.170212_1200.A.044538.061035N3413.0060.nh.fits,504.0,773.500520833,92.655073744,-34.1411674096,49.3106403377,4.15129001574,19.37656204,0.267812025345,19.7713950273,-17.23537876223312,0.2680416734229243
N2188-1.Q2.I.170309_2053.S.061676.061035N3413.0060.nh.fits,505.0,798.87068287,92.6547699785,-34.1411799265,42.0425605639,9.48427572608,19.5505217672,0.117800142684,20.818530966,-17.06141903503312,0.11832130572446128
