s21.8_ni56_7_efin_2.20E+50_mni0.1,242136.01833629404,1.0
s12.8_ni56_7_efin_1.36E+51_mni0.1,21517.463914478816,0.0
s21.2_ni56_5_efin_6.40E+50_mni0.1,20452.862510840398,1.0
s20.6_ni56_5_efin_1.06E+51_mni0.1,10025.908370280056,1.0
s20.6_ni56_7_efin_1.42E+51_mni0.1,30695.63252173472,0.5
s15.8_ni56_5_efin_1.00E+51_mni0.1,15641.819735275029,1.0
s20.0_ni56_3_efin_1.24E+51_mni0.1,9863.85538366891,1.0
s16.4_ni56_5_efin_1.54E+51_mni0.1,7444.212809704053,1.0
s14.6_ni56_3_efin_1.48E+51_mni0.1,6727.951154331165,1.0
s17.6_ni56_7_efin_5.20E+50_mni0.1,104375.71909545505,1.0
s14.6_ni56_3_efin_1.54E+51_mni0.1,7388.375139285914,1.0
s15.8_ni56_3_efin_1.12E+51_mni0.1,11602.570419448668,1.0
s17.6_ni56_5_efin_1.60E+51_mni0.1,8404.947124522416,1.0
s14.0_ni56_3_efin_1.12E+51_mni0.1,13272.95786269906,1.0
s16.4_ni56_3_efin_9.40E+50_mni0.1,23652.09904557992,1.0
s20.6_ni56_7_efin_1.72E+51_mni0.1,50522.97996492531,0.0
s21.8_ni56_7_efin_7.00E+50_mni0.1,19720.50538771227,1.0
s21.8_ni56_5_efin_2.80E+50_mni0.1,186876.64365877036,1.0
s20.0_ni56_7_efin_5.20E+50_mni0.1,78955.64357967509,1.0
s19.4_ni56_7_efin_5.20E+50_mni0.1,91628.29413222062,1.0
s14.6_ni56_3_efin_5.20E+50_mni0.1,125632.01198503879,1.0
s23.6_ni56_3_efin_1.36E+51_mni0.1,55394.94562687463,0.0
s22.4_ni56_3_efin_1.72E+51_mni0.1,45017.26527322907,0.0
s20.6_ni56_5_efin_1.84E+51_mni0.1,52236.538380025646,0.0
s23.6_ni56_5_efin_1.00E+51_mni0.1,28556.045999152753,0.0
s20.0_ni56_7_efin_4.00E+50_mni0.1,136328.5740936899,1.0
s15.2_ni56_7_efin_9.40E+50_mni0.1,18691.615516694794,1.0
s17.0_ni56_5_efin_1.12E+51_mni0.1,8920.479430417707,1.0
s27.2_ni56_7_efin_5.20E+50_mni0.1,42241.912049534556,0.0
s23.0_ni56_3_efin_1.36E+51_mni0.1,64592.0167480823,0.0
s17.0_ni56_5_efin_2.80E+50_mni0.1,301060.5631898184,1.0
s15.2_ni56_5_efin_1.60E+51_mni0.1,10078.786489472976,1.0
s24.8_ni56_3_efin_7.00E+50_mni0.1,38388.13990505361,0.0
s12.8_ni56_5_efin_6.40E+50_mni0.1,86890.52107466816,1.0
s14.0_ni56_5_efin_1.18E+51_mni0.1,9235.877331275622,1.0
s22.4_ni56_7_efin_6.40E+50_mni0.1,22639.55264898955,1.0
s12.8_ni56_7_efin_1.30E+51_mni0.1,20457.81598504549,0.5
s14.6_ni56_3_efin_3.40E+50_mni0.1,256334.658601854,1.0
s13.4_ni56_7_efin_1.72E+51_mni0.1,30450.101988946702,0.0
s11.0_ni56_3_efin_9.40E+50_mni0.1,39906.28904347853,1.0
s15.8_ni56_3_efin_1.60E+50_mni0.1,572674.127340206,1.0
s12.2_ni56_7_efin_8.80E+50_mni0.1,35135.038091617585,1.0
s24.8_ni56_5_efin_1.60E+51_mni0.1,91041.45661290179,0.0
s27.2_ni56_3_efin_4.60E+50_mni0.1,108765.47238059249,0.0
s15.8_ni56_5_efin_8.20E+50_mni0.1,33710.78556521732,1.0
s11.0_ni56_5_efin_1.54E+51_mni0.1,26240.436538105256,0.0
s23.0_ni56_3_efin_1.24E+51_mni0.1,57260.944354581385,0.0
s12.2_ni56_3_efin_8.20E+50_mni0.1,51552.19062891571,1.0
s15.8_ni56_5_efin_1.42E+51_mni0.1,6198.592474590383,1.0
s12.8_ni56_3_efin_1.48E+51_mni0.1,9110.706465709187,1.0
s11.0_ni56_3_efin_4.60E+50_mni0.1,212105.0697623652,1.0
s12.8_ni56_3_efin_1.54E+51_mni0.1,9353.003645135283,1.0
s12.8_ni56_7_efin_3.40E+50_mni0.1,244646.3114970369,1.0
s16.4_ni56_5_efin_4.60E+50_mni0.1,143308.76577371295,1.0
s24.2_ni56_3_efin_1.54E+51_mni0.1,69159.00783971397,0.0
s11.0_ni56_7_efin_1.66E+51_mni0.1,51808.10937574999,0.0
s22.4_ni56_3_efin_2.20E+50_mni0.1,225215.0239556851,1.0
s15.8_ni56_3_efin_8.80E+50_mni0.1,30163.97319938987,1.0
s15.8_ni56_7_efin_6.40E+50_mni0.1,62000.64526777498,1.0
s12.8_ni56_3_efin_5.20E+50_mni0.1,152586.19814828364,1.0
s18.8_ni56_3_efin_4.00E+50_mni0.1,175909.31602524116,1.0
s14.6_ni56_3_efin_4.60E+50_mni0.1,158497.77448613447,1.0
s11.6_ni56_7_efin_2.20E+50_mni0.1,502378.32656849304,1.0
s26.0_ni56_3_efin_1.30E+51_mni0.1,93448.9053633012,0.0
s21.8_ni56_5_efin_8.20E+50_mni0.1,11948.952665097297,1.0
s19.4_ni56_7_efin_8.20E+50_mni0.1,25053.27299508616,1.0
s11.6_ni56_7_efin_9.40E+50_mni0.1,39348.26256627054,1.0
s14.6_ni56_7_efin_3.40E+50_mni0.1,221406.974575648,1.0
s24.8_ni56_7_efin_1.36E+51_mni0.1,75791.60482471417,0.0
s11.0_ni56_5_efin_1.90E+51_mni0.1,43467.77325585506,0.0
s17.0_ni56_5_efin_6.40E+50_mni0.1,67933.41664793775,1.0
s11.6_ni56_5_efin_1.60E+51_mni0.1,20259.005458411884,0.0
s23.0_ni56_5_efin_1.48E+51_mni0.1,70790.81657061729,0.0
s26.0_ni56_5_efin_8.80E+50_mni0.1,59122.125216547065,0.0
s13.4_ni56_7_efin_1.90E+51_mni0.1,39715.34143330279,0.0
s27.8_ni56_5_efin_1.36E+51_mni0.1,123032.6990728155,0.0
s12.8_ni56_3_efin_3.40E+50_mni0.1,303390.5712088459,1.0
s11.0_ni56_5_efin_4.00E+50_mni0.1,237460.80840192965,1.0
s11.0_ni56_3_efin_4.00E+50_mni0.1,265928.63275951357,1.0
s14.0_ni56_3_efin_1.54E+51_mni0.1,7993.486957092791,1.0
s21.8_ni56_5_efin_1.72E+51_mni0.1,37902.2086463127,0.0
s17.6_ni56_7_efin_1.78E+51_mni0.1,18161.31059012773,0.5
s14.6_ni56_3_efin_2.80E+50_mni0.1,335558.7136609644,1.0
s16.4_ni56_3_efin_1.78E+51_mni0.1,13299.087055303398,1.0
s20.6_ni56_3_efin_1.42E+51_mni0.1,27467.845864465075,0.5
s21.8_ni56_3_efin_1.48E+51_mni0.1,26718.64110188192,0.5
s17.0_ni56_3_efin_7.00E+50_mni0.1,57760.768720777494,1.0
s20.6_ni56_3_efin_8.20E+50_mni0.1,11819.379220638742,1.0
s24.8_ni56_5_efin_5.20E+50_mni0.1,57324.47744792448,0.0
s12.2_ni56_7_efin_1.60E+50_mni0.1,591444.6258350482,1.0
s12.2_ni56_3_efin_1.78E+51_mni0.1,13904.45669022684,0.5
