0.000000000000000000e+00 4.689055373831719104e+42
2.000000000000000000e+00 4.442782996703018394e+42
4.000000000000000000e+00 4.609869202658153019e+42
6.000000000000000000e+00 4.134143728709370875e+42
8.000000000000000000e+00 4.497070993926667232e+42
1.000000000000000000e+01 3.828073044072344579e+42
1.200000000000000000e+01 3.869753694387424496e+42
1.400000000000000000e+01 3.587117069143304374e+42
1.600000000000000000e+01 3.747983926747713177e+42
1.800000000000000000e+01 3.347394450236839069e+42
2.000000000000000000e+01 3.494703052435213103e+42
2.200000000000000000e+01 3.459724421370466966e+42
2.500000000000000000e+01 3.211308352127757899e+42
2.700000000000000000e+01 2.542692143749079472e+42
2.800000000000000000e+01 2.556715329514082995e+42
3.100000000000000000e+01 2.417091016962478979e+42
3.200000000000000000e+01 3.134521620771107082e+42
3.700000000000000000e+01 2.412826919104183998e+42
3.800000000000000000e+01 2.576766128393654482e+42
4.000000000000000000e+01 2.444191622101267633e+42
4.200000000000000000e+01 2.399867975594910933e+42
4.400000000000000000e+01 2.390096024593644669e+42
4.600000000000000000e+01 2.411351491512007212e+42
4.900000000000000000e+01 2.338167726469950012e+42
5.300000000000000000e+01 2.261978828270533715e+42
5.500000000000000000e+01 2.259981688417473380e+42
5.700000000000000000e+01 2.257163015905731506e+42
5.900000000000000000e+01 2.263891039756294291e+42
6.100000000000000000e+01 2.216254634407488067e+42
6.300000000000000000e+01 2.178554005597646768e+42
6.500000000000000000e+01 2.185152754946064143e+42
6.700000000000000000e+01 2.099292559565326404e+42
6.900000000000000000e+01 2.087159995653229697e+42
7.100000000000000000e+01 2.003289097638836971e+42
7.200000000000000000e+01 1.967470319228959027e+42
7.400000000000000000e+01 2.000538941062162488e+42
8.100000000000000000e+01 1.766096457038674295e+42
8.300000000000000000e+01 1.716448582127565301e+42
8.700000000000000000e+01 1.518117009319123123e+42
8.900000000000000000e+01 1.449194182888603533e+42
9.100000000000000000e+01 1.386897400015996695e+42
9.300000000000000000e+01 1.261019238448624827e+42
9.500000000000000000e+01 1.120687908003935813e+42
9.700000000000000000e+01 1.028340078826239981e+42
9.900000000000000000e+01 8.349118503904849847e+41
1.000000000000000000e+02 7.324090573379941671e+41
1.050000000000000000e+02 4.780964267943985572e+41
1.070000000000000000e+02 4.595228227577288257e+41
1.070000000000000000e+02 4.595228227577288257e+41
1.100000000000000000e+02 4.333207543390314167e+41
1.120000000000000000e+02 4.168896453837148987e+41
1.150000000000000000e+02 3.936892510642923687e+41
1.160000000000000000e+02 3.863210561046985910e+41
