Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2188-1.Q2.B.170207_0134.C.053562.061035N3413.0060.nh.fits,2017-02-07T01:34:00.000,C,0,768.065405093,92.6547493647,-34.1411450751,27.874263886,15.3130420459,20.5587259541,0.072177373038,22.3870574515
N2188-1.Q2.B.170311_1003.A.048968.061035N3413.0060.nh.fits,2017-03-11T10:03:00.000,A,1,800.419143519,92.6547515497,-34.141104858,24.6310349808,13.5617683725,20.6936724685,0.0814948484206,22.4253298675
N2188-1.Q2.B.170219_1249.A.045249.061035N3413.0060.nh.fits,2017-02-19T12:49:00.000,A,2,780.534652778,92.654816523,-34.1410090816,17.2576599604,5.78031578144,21.0817783612,0.19082777836,21.8176317991
N2188-1.Q2.B.170115_1928.S.050841.061035N3413.0060.nh.fits,2017-01-15T19:28:00.000,S,3,745.811585648,92.6547131256,-34.1411351632,49.0868006089,14.3251824454,19.94137352,0.0771559364287,21.7014292869
N2188-1.Q2.B.161130_0506.C.040090.061035N3413.0060.nh.fits,2016-11-30T05:06:00.000,C,4,699.213194444,92.6548381986,-34.1411745174,-0.471233405635,-0.872167309631,nan,nan,23.6669604007
N2188-1.Q2.B.170416_1010.A.054261.061035N3413.0060.nh.fits,2017-04-16T10:10:00.000,A,5,836.424201389,92.6547575525,-34.1416837688,2.4752194654,0.747228246538,23.2003192691,1.47495268205,21.6508443062
N2188-1.Q2.B.161217_0035.S.046314.061035N3413.0060.nh.fits,2016-12-17T00:35:00.000,S,6,716.024490741,92.6548712334,-34.1411813455,nan,nan,nan,nan,22.9591226365
N2188-1.Q2.B.170320_0235.C.063430.061035N3413.0060.nh.fits,2017-03-20T02:35:00.000,C,7,809.108263889,92.6547460519,-34.1410914891,17.9798994966,17.6453176837,21.0370513163,0.0626933616953,23.1663645509
N2188-1.Q2.B.170124_2043.S.052404.061035N3413.0060.nh.fits,2017-01-24T20:43:00.000,S,8,754.862037037,92.6547927004,-34.1411639803,33.5227784273,10.0252531807,20.3574228165,0.110127067464,21.7140922198
N2188-1.Q2.B.170112_0350.C.048842.061035N3413.0060.nh.fits,2017-01-12T03:50:00.000,C,9,742.160335648,92.6547214372,-34.1410732935,21.916697964,27.7662367691,20.8210498049,0.0399996182891,23.8621664709
N2188-1.Q2.B.170227_1251.A.046947.061035N3413.0060.nh.fits,2017-02-27T12:51:00.000,A,10,788.536041667,92.654741235,-34.1410983408,17.4488336713,7.1186465745,21.0697597091,0.154955176685,22.0333180702
N2188-1.Q2.B.161205_0526.C.041291.061035N3413.0060.nh.fits,2016-12-05T05:26:00.000,C,11,704.22693287,92.6545056347,-34.1414964743,0.142493937416,0.419981627967,26.3147403885,2.62607976457,24.1636905516
N2188-1.Q2.B.170331_0019.C.000856.061035N3413.0060.nh.fits,2017-03-31T00:19:00.000,C,12,820.013680556,92.6547255896,-34.14113286,12.0422733506,12.8739247848,21.4743372083,0.0858080521615,23.203465619
N2188-1.Q2.B.161130_0406.C.040063.061035N3413.0060.nh.fits,2016-11-30T04:06:00.000,C,13,699.171493056,92.6552820264,-34.1413432289,0.206709869615,0.330145549478,25.9088895458,3.33967093843,23.4763388998
N2188-1.Q2.B.170125_2056.S.052630.061035N3413.0060.nh.fits,2017-01-25T20:56:00.000,S,14,755.872650463,92.6548505878,-34.1411529187,30.7119490649,10.6722384934,20.4529607773,0.103467139749,21.8801653826
N2188-1.Q2.B.161216_0149.S.046103.061035N3413.0060.nh.fits,2016-12-16T01:49:00.000,S,15,715.076053241,92.6547645705,-34.1412097659,-4.08925230634,-0.425541357854,nan,nan,20.5190909779
N2188-1.Q2.B.170227_1141.A.046915.061035N3413.0060.nh.fits,2017-02-27T11:41:00.000,A,16,788.4871875,92.6547876259,-34.1411114203,20.1456433123,9.28794467169,20.9129738885,0.118819076531,22.2064190983
N2188-1.Q2.B.170112_0706.C.048932.061035N3413.0060.nh.fits,2017-01-12T07:06:00.000,C,17,742.296435185,92.654771568,-34.141010837,40.8232892671,12.3909547677,20.1424760312,0.0891536400844,21.7410381412
N2188-1.Q2.B.161215_0147.S.045903.061035N3413.0060.nh.fits,2016-12-15T01:47:00.000,S,18,714.074884259,92.6545218948,-34.141463281,2.50022529337,2.22849689775,23.1893533023,0.494777778067,22.8563777025
N2188-1.Q2.B.170412_1800.S.003903.061035N3413.0060.nh.fits,2017-04-12T18:00:00.000,S,19,832.75068287,92.6545339942,-34.1409138195,5.102243055,1.93427722389,22.4111809212,0.56984388289,21.9441944328
N2188-1.Q2.B.170402_2027.S.001903.061035N3413.0060.nh.fits,2017-04-02T20:27:00.000,S,20,822.852766204,92.6546971462,-34.1411090454,13.373827094,9.94816092023,21.3599225844,0.110976107286,22.7584006324
N2188-1.Q2.B.170328_1837.S.000388.061035N3413.0060.nh.fits,2017-03-28T18:37:00.000,S,21,817.775729167,92.6548051321,-34.1411872997,10.2675031245,4.43122135147,21.6482772256,0.248809572013,22.076359847
N2188-1.Q2.B.170418_0931.A.054898.061035N3413.0060.nh.fits,2017-04-18T09:31:00.000,A,22,838.396909722,92.6548174801,-34.1411759109,-6.1347871717,-0.57374348722,nan,nan,20.4456115438
N2188-1.Q2.B.170402_0132.C.001437.061035N3413.0060.nh.fits,2017-04-02T01:32:00.000,C,23,822.064212963,92.6547474854,-34.1410857985,7.65300914041,12.6558621,21.9688903461,0.0873083510171,23.8190481343
N2188-1.Q2.B.170307_0312.C.060388.061035N3413.0060.nh.fits,2017-03-07T03:12:00.000,C,24,796.133784722,92.6547830168,-34.1410876321,25.1838181648,21.5410113095,20.6694595167,0.0514335198937,23.0489550814
N2188-1.Q2.B.170221_1140.A.045772.061035N3413.0060.nh.fits,2017-02-21T11:40:00.000,A,25,782.486678241,92.6547354788,-34.1411075359,21.2456821154,23.93698872,20.8549729669,0.0463062250262,23.5631669666
N2188-1.Q2.B.170319_0034.C.063113.061035N3413.0060.nh.fits,2017-03-19T00:34:00.000,C,26,808.023726852,92.6547583145,-34.1411388081,16.7507524617,16.0543465154,21.1143026991,0.0688624764707,23.1051702504
N2188-1.Q2.B.170418_1818.S.005279.061035N3413.0060.nh.fits,2017-04-18T18:18:00.000,S,27,838.762708333,92.65469199,-34.1411005939,3.09762218203,1.49229898099,22.9556134576,0.738572734077,22.1862291335
N2188-1.Q2.B.161219_1722.A.038421.061035N3413.0060.nh.fits,2016-12-19T17:22:00.000,A,28,718.723958333,92.6548818018,-34.1411485834,-1.20384242085,-0.0929960710639,nan,nan,20.141946271
N2188-1.Q2.B.161118_0643.C.037873.061035N3413.0060.nh.fits,2016-11-18T06:43:00.000,C,29,687.280439815,92.6550892572,-34.1409615478,0.811445947859,1.82864089929,24.4170168082,0.603090572614,23.8369303751
N2188-1.Q2.B.170202_1917.S.054285.061035N3413.0060.nh.fits,2017-02-02T19:17:00.000,S,30,763.80380787,92.6547501363,-34.1411554026,23.9123100965,7.31600890449,20.7259796195,0.150780317703,21.7051051814
N2188-1.Q2.B.170327_1920.S.000178.061035N3413.0060.nh.fits,2017-03-27T19:20:00.000,S,31,816.805914352,92.6547553436,-34.1411131511,12.0829684038,11.9559878656,21.4706567297,0.0923825980254,23.088927226
N2188-1.Q2.B.170201_2023.S.054100.061035N3413.0060.nh.fits,2017-02-01T20:23:00.000,S,32,762.849398148,92.654765229,-34.1411254357,36.4071478679,26.0199137213,20.2673760288,0.0426114782891,22.8671993341
N2188-1.Q2.B.170301_0221.C.058995.061035N3413.0060.nh.fits,2017-03-01T02:21:00.000,C,33,790.098541667,92.6547587313,-34.1410974076,19.917743776,23.0814961763,20.9253856781,0.0480043354774,23.4982460277
N2188-1.Q2.B.170212_1156.A.044536.061035N3413.0060.nh.fits,2017-02-12T11:56:00.000,A,34,773.49755787,92.6548266783,-34.1412056783,nan,nan,nan,nan,19.8132529599
N2188-1.Q2.B.161219_2250.S.047008.061035N3413.0060.nh.fits,2016-12-19T22:50:00.000,S,35,718.951793981,92.6548794616,-34.1411448221,-0.572682934919,-0.556299999933,nan,nan,22.9007840185
N2188-1.Q2.B.170307_1130.A.048077.061035N3413.0060.nh.fits,2017-03-07T11:30:00.000,A,36,796.479502315,92.6547954657,-34.1410605354,12.7749375731,2.29963984265,21.4099036411,0.479314827544,21.1099476394
N2188-1.Q2.B.170219_1401.A.045281.061035N3413.0060.nh.fits,2017-02-19T14:01:00.000,A,37,780.584664352,92.6547413004,-34.1410967802,17.4843174614,5.43722305846,21.0675434204,0.202809670906,21.7614809046
N2188-1.Q2.B.170402_1923.S.001872.061035N3413.0060.nh.fits,2017-04-02T19:23:00.000,S,38,822.808206019,92.6548061665,-34.1411782794,13.4170080517,9.63947804566,21.3564058438,0.114511979615,22.7120999661
N2188-1.Q2.B.170211_0120.C.054473.061035N3413.0060.nh.fits,2017-02-11T01:20:00.000,C,39,772.055891204,92.6547401717,-34.1410719294,15.3529906299,20.5474019772,21.209360135,0.0538951274633,23.7252939371
N2188-1.Q2.B.170109_0425.C.048130.061035N3413.0060.nh.fits,2017-01-09T04:25:00.000,C,40,739.18474537,92.6547378696,-34.1410740554,44.1594159359,38.2804742481,20.0567783314,0.0290918013961,23.3434172961
N2188-1.Q2.B.170318_1929.S.063738.061035N3413.0060.nh.fits,2017-03-18T19:29:00.000,S,41,807.812395833,92.6548210588,-34.1411160976,7.72984419835,3.40063799063,21.957992013,0.324166049194,22.110856624
N2188-1.Q2.B.170113_0237.C.049049.061035N3413.0060.nh.fits,2017-01-13T02:37:00.000,C,42,743.109606481,92.6547208575,-34.1410676111,27.1723165867,30.5081859089,20.5865507281,0.0364317476242,23.7226771282
N2188-1.Q2.B.170202_2024.S.054317.061035N3413.0060.nh.fits,2017-02-02T20:24:00.000,S,43,763.850300926,92.6549990901,-34.1414057468,17.2422714922,1.8794057123,21.0827515815,0.586569645888,20.5650810795
N2188-1.Q2.B.170317_0934.A.049704.061035N3413.0060.nh.fits,2017-03-17T09:34:00.000,A,44,806.398657407,92.6547748715,-34.1411083566,17.0737851676,8.93998682118,21.0934644238,0.123434293331,22.3484228213
N2188-1.Q2.B.161027_0704.C.033384.061035N3413.0060.nh.fits,2016-10-27T07:04:00.000,C,45,665.295104167,92.6548752897,-34.1411854115,-0.853311082036,-0.883932884743,nan,nan,22.96574386
N2188-1.Q2.B.170131_1109.A.043571.061035N3413.0060.nh.fits,2017-01-31T11:09:00.000,A,46,761.464976852,92.6547791782,-34.1410957171,126.370602738,16.1010476936,18.909742018,0.068695819898,20.8406500957
N2188-1.Q2.B.161208_0232.C.041956.061035N3413.0060.nh.fits,2016-12-08T02:32:00.000,C,47,707.105763889,92.6548869536,-34.1411610363,nan,nan,nan,nan,21.8538544943
N2188-1.Q2.B.170121_1157.A.042335.061035N3413.0060.nh.fits,2017-01-21T11:57:00.000,A,48,751.498576389,92.6546963279,-34.1411205516,74.8536191859,12.300423031,19.4810543508,0.0897853481771,21.0253662856
N2188-1.Q2.B.170307_1237.A.048109.061035N3413.0060.nh.fits,2017-03-07T12:37:00.000,A,49,796.525810185,92.6546781676,-34.1412496272,6.4054564793,0.135938578032,22.1630230999,8.10920004481,18.8266294289
N2188-1.Q2.B.170330_1916.S.001014.061035N3413.0060.nh.fits,2017-03-30T19:16:00.000,S,50,819.80306713,92.6547547661,-34.1411180741,12.3123945334,6.78638837224,21.4501364942,0.162545789963,22.3742417621
N2188-1.Q2.B.170119_1220.A.042219.061035N3413.0060.nh.fits,2017-01-19T12:20:00.000,A,51,749.514027778,92.6547679829,-34.141114311,66.9571360306,8.77436130878,19.6026751774,0.12576329761,20.7685936093
N2188-1.Q2.B.170116_2031.S.050939.061035N3413.0060.nh.fits,2017-01-16T20:31:00.000,S,52,746.854953704,92.6546795972,-34.1411618953,81.3095501031,16.0072186433,19.3908013191,0.0690812562564,21.2480784436
N2188-1.Q2.B.161228_1207.A.040097.061035N3413.0060.nh.fits,2016-12-28T12:07:00.000,A,53,727.505486111,92.6547712179,-34.1411382753,120.509688624,8.28982885632,18.9615497386,0.133100894218,20.0639507505
N2188-1.Q2.B.170208_2029.S.055473.061035N3413.0060.nh.fits,2017-02-08T20:29:00.000,S,54,769.853935185,92.6547548641,-34.1411214824,35.0372863823,9.66947171704,20.30921639,0.114142521225,21.6128745173
N2188-1.Q2.B.161217_1413.A.037950.061035N3413.0060.nh.fits,2016-12-17T14:13:00.000,A,55,716.592488426,92.6547803449,-34.1411820464,-5.13175360867,-0.485644335563,nan,nan,20.3839209738
N2188-1.Q2.B.161227_2045.S.048536.061035N3413.0060.nh.fits,2016-12-27T20:45:00.000,S,56,726.864849537,92.6548606582,-34.1411473102,nan,nan,nan,nan,20.7978615571
N2188-1.Q2.B.170113_0342.C.049079.061035N3413.0060.nh.fits,2017-01-13T03:42:00.000,C,57,743.154872685,92.6547332504,-34.1410812643,29.1481217727,32.8723427875,20.509975148,0.0338490128954,23.828395174
N2188-1.Q2.B.170223_2202.S.057900.061035N3413.0060.nh.fits,2017-02-23T22:02:00.000,S,58,784.918090278,92.6547204638,-34.1411365161,23.5673223635,15.0950940311,20.7418335843,0.073235576225,22.6103317418
