N2188-1.Q2.B.170107_0633.C.047697.061035N3413.0060.nh.fits,2017-01-07T06:33:00.000,1.0,0.0,372.273541667,92.6547446107,-34.1410853688,76.602784213,18.3717948151,19.3934073601,0.0594179861955,21.4153048281,-17.165150353209373,0.06047608835236344
N2188-1.Q2.B.170112_0350.C.048842.061035N3413.0060.nh.fits,2017-01-12T03:50:00.000,1.0,1.0,377.160324074,92.6547420772,-34.1410927516,71.841812954,14.0908170874,19.463409946,0.0774458199235,21.1856183792,-17.095147767309374,0.0782605596868399
N2188-1.Q2.B.161215_0147.S.045903.061035N3413.0060.nh.fits,2016-12-15T01:47:00.000,0.0,2.0,349.074872685,92.6547966267,-34.1411976426,nan,nan,nan,nan,21.1427424802,nan,nan
N2188-1.Q2.B.170410_1751.S.003293.061035N3413.0060.nh.fits,2017-04-10T17:51:00.000,0.0,3.0,465.744074074,92.6547809907,-34.1411271311,nan,nan,nan,nan,21.059417091,nan,nan
N2188-1.Q2.B.170216_0324.C.055812.061035N3413.0060.nh.fits,2017-02-16T03:24:00.000,1.0,4.0,412.142071759,92.6547754268,-34.1410939745,35.0227306753,13.2629885586,20.2472224707,0.0822692784553,21.8569428584,-16.311335242609374,0.08303670487459103
N2188-1.Q2.B.170301_0104.C.058963.061035N3413.0060.nh.fits,2017-03-01T01:04:00.000,1.0,5.0,425.044722222,92.6547345378,-34.1411025742,27.3646524592,16.3609161569,20.5164085605,0.0666981709918,22.4612480947,-16.042149152809372,0.06764248807166715
N2188-1.Q2.B.170317_0934.A.049704.061035N3413.0060.nh.fits,2017-03-17T09:34:00.000,2.0,6.0,441.398645833,92.654767221,-34.1411056902,23.9368812094,10.9808290947,20.6624119597,0.0993635884239,22.1028649356,-15.896145753609373,0.09999991441670554
N2188-1.Q2.B.161206_0758.C.041597.061035N3413.0060.nh.fits,2016-12-06T07:58:00.000,1.0,7.0,340.332615741,92.6547708017,-34.141127306,nan,nan,nan,nan,21.4847101933,nan,nan
N2188-1.Q2.B.170227_2003.S.058905.061035N3413.0060.nh.fits,2017-02-27T20:03:00.000,0.0,8.0,423.835706019,92.6547591527,-34.1411123448,30.3603133037,13.4485523793,20.4030763844,0.0811372838948,22.0769411264,-16.155481328909374,0.08191531613013292
N2188-1.Q2.B.170301_1235.A.047102.061035N3413.0060.nh.fits,2017-03-01T12:35:00.000,2.0,9.0,425.524768519,92.6547286922,-34.1411176671,32.115141174,14.4208322481,20.3417745752,0.0756695297601,22.0880397919,-16.216783138109374,0.07650318890731876
N2188-1.Q2.B.170115_0127.C.049495.061035N3413.0060.nh.fits,2017-01-15T01:27:00.000,1.0,10.0,380.060659722,92.6547247848,-34.1410889007,64.0083064606,18.9766469617,19.5893640039,0.0575191149226,21.6144146548,-16.969193709409375,0.05861150706434281
N2188-1.Q2.B.170127_0230.C.052004.061035N3413.0060.nh.fits,2017-01-27T02:30:00.000,1.0,11.0,392.104502315,92.6547439315,-34.1410924084,44.3715369654,15.0056741436,19.9891032474,0.0727250696244,21.7480878758,-16.569454465909374,0.07359209149594859
N2188-1.Q2.B.170122_0124.C.051072.061035N3413.0060.nh.fits,2017-01-22T01:24:00.000,1.0,12.0,387.058796296,92.6547440317,-34.1410944335,52.8602229354,24.2641986528,19.7981296579,0.0449906351321,22.1691143862,-16.760428055409374,0.046379062393110015
N2188-1.Q2.B.170331_1200.A.051295.061035N3413.0060.nh.fits,2017-03-31T12:00:00.000,2.0,13.0,455.500046296,92.6552897785,-34.1412128896,17.7858159032,4.03411026781,20.9864443145,0.270437343905,21.2695541374,-15.572113398809373,0.2706717886246468
N2188-1.Q2.B.170217_0325.C.056069.061035N3413.0060.nh.fits,2017-02-17T03:25:00.000,1.0,14.0,413.142662037,92.6547340727,-34.141103714,34.5508077535,9.22573604575,20.2620226707,0.118266054237,21.4828869973,-16.296535042609374,0.11880117745066025
N2188-1.Q2.B.161026_0750.C.033128.061035N3413.0060.nh.fits,2016-10-26T07:50:00.000,1.0,15.0,299.326516204,92.6548598619,-34.1412028766,nan,nan,nan,nan,22.1819638622,nan,nan
N2188-1.Q2.B.170202_0250.C.052765.061035N3413.0060.nh.fits,2017-02-02T02:50:00.000,1.0,16.0,398.118263889,92.6547487462,-34.1411013355,42.2529696926,10.277425086,20.0424762996,0.106167960843,21.3828693434,-16.516081413709372,0.10676373957685736
