Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N300-1.Q2.I.171214_1039.A.033026.005606N3754.0060.nh.fits,2017-12-14T10:39:00.000,A,136,713.444270833,13.6772495475,-37.6201479497,33.8029531171,5.97489905293,19.6673548245,0.182619979666,20.4010882383
N300-1.Q2.I.171229_0120.C.058388.005606N3754.0060.nh.fits,2017-12-29T01:20:00.000,C,137,728.055625,13.6772168542,-37.6201756838,19.7421572341,5.52133327106,20.2540576364,0.197605528331,20.8876097628
N300-1.Q2.I.171120_1945.S.052028.005606N3754.0060.nh.fits,2017-11-20T19:45:00.000,S,138,689.823344907,13.6772340608,-37.6202420301,nan,nan,nan,nan,19.4965552455
N300-1.Q2.I.171120_2033.S.052049.005606N3754.0060.nh.fits,2017-11-20T20:33:00.000,S,139,689.856944444,13.6772577632,-37.6202637775,nan,nan,nan,nan,19.0231022066
N300-1.Q2.I.171205_1117.A.031531.005606N3754.0060.nh.fits,2017-12-05T11:17:00.000,A,140,704.470474537,13.6772397107,-37.6201996011,58.0076903951,15.1898891723,19.0782131256,0.0718648502356,20.8665957019
N300-1.Q2.I.171120_1855.S.052007.005606N3754.0060.nh.fits,2017-11-20T18:55:00.000,S,141,689.788773148,13.6771934181,-37.6202004419,-7.40939920139,-1.58788004059,nan,nan,20.5881723003
N300-1.Q2.I.171215_2051.S.056528.005606N3754.0060.nh.fits,2017-12-15T20:51:00.000,S,142,714.869166667,13.6772532874,-37.6201611339,30.9982452035,7.65681487222,19.7618500693,0.142503716155,20.7518715215
N300-1.Q2.I.171226_1934.S.058131.005606N3754.0060.nh.fits,2017-12-26T19:34:00.000,S,143,725.815543981,13.6772400482,-37.6201665709,24.3730024649,7.37384226253,20.0241733985,0.147967770019,21.013069514
N300-1.Q2.I.171123_0154.C.052157.005606N3754.0060.nh.fits,2017-11-23T01:54:00.000,C,144,692.079525463,13.677193751,-37.6202454827,-1.87785644324,-0.662899420929,nan,nan,21.1342893789
N300-1.Q2.I.171122_0049.C.051899.005606N3754.0060.nh.fits,2017-11-22T00:49:00.000,C,145,691.034131944,13.6771935798,-37.6202235144,nan,nan,nan,nan,21.3400735755
N300-1.Q2.I.171124_1908.S.052553.005606N3754.0060.nh.fits,2017-11-24T19:08:00.000,S,146,693.797708333,13.6772526286,-37.6202931072,nan,nan,nan,nan,21.1028901368
N300-1.Q2.I.171126_0055.C.052867.005606N3754.0060.nh.fits,2017-11-26T00:55:00.000,C,147,695.038321759,13.6772359745,-37.6202443374,-1.75104655103,-0.641936275102,nan,nan,21.1585355999
N300-1.Q2.I.171215_1204.A.033250.005606N3754.0060.nh.fits,2017-12-15T12:04:00.000,A,148,714.502858796,13.677153709,-37.620273009,23.4980510718,2.93141991658,20.0640568973,0.372178309887,20.0163519795
N300-1.Q2.I.171225_2000.S.057919.005606N3754.0060.nh.fits,2017-12-25T20:00:00.000,S,149,724.833738426,13.6772313178,-37.6201639985,21.5861516557,4.34195452902,20.1566407254,0.251272776803,20.5399400106
N300-1.Q2.I.171204_1904.S.054439.005606N3754.0060.nh.fits,2017-12-04T19:04:00.000,S,150,703.794675926,13.6772312039,-37.6201806166,54.9216585411,14.1501027586,19.1378528549,0.077138510498,20.8297831466
N300-1.Q2.I.171206_1016.A.031709.005606N3754.0060.nh.fits,2017-12-06T10:16:00.000,A,151,705.428101852,13.6772143892,-37.6201853047,56.3449828264,26.0212177962,19.1099404977,0.0419917464504,21.5228119827
N300-1.Q2.I.171210_2042.S.055522.005606N3754.0060.nh.fits,2017-12-10T20:42:00.000,S,152,709.862997685,13.6772586687,-37.6201995018,33.5026074332,6.64383634972,19.6770914233,0.164225772574,20.5337313349
N300-1.Q2.I.171208_2044.S.055064.005606N3754.0060.nh.fits,2017-12-08T20:44:00.000,S,153,707.864444444,13.6772436495,-37.6202037182,45.4554164883,15.4453224361,19.3442337568,0.0706751946919,21.1501302294
N300-1.Q2.I.171203_1018.A.031142.005606N3754.0060.nh.fits,2017-12-03T10:18:00.000,A,154,702.429282407,13.6772437389,-37.6201619491,61.6294553969,10.0972669206,19.0121406029,0.108088646678,20.3301601528
N300-1.Q2.I.171209_2114.S.055325.005606N3754.0060.nh.fits,2017-12-09T21:14:00.000,S,155,708.885173611,13.6772652708,-37.6202314776,27.9288265275,4.60153026208,19.8756045343,0.237103571104,20.321908381
N300-1.Q2.I.171127_2039.S.053119.005606N3754.0060.nh.fits,2017-11-27T20:39:00.000,S,156,696.860659722,13.6772337501,-37.62021484,16.3082819604,4.19126388955,20.4625194605,0.260303334257,20.7944001181
N300-1.Q2.I.171127_1953.S.053098.005606N3754.0060.nh.fits,2017-11-27T19:53:00.000,S,157,696.828854167,13.6772247578,-37.6201950813,14.2197080108,3.86412480374,20.6120275032,0.282337654478,20.8857716462
N300-1.Q2.I.171226_0124.C.057704.005606N3754.0060.nh.fits,2017-12-26T01:24:00.000,C,158,725.058344907,13.6772261816,-37.6201796357,21.7948119883,8.33002053183,20.146145833,0.130989230757,21.2198263975
N300-1.Q2.I.171207_1944.S.054858.005606N3754.0060.nh.fits,2017-12-07T19:44:00.000,S,159,706.822453704,13.6772268304,-37.6202132364,47.2705891722,13.5056426385,19.3015162574,0.0808145234822,20.9669885927
N300-1.Q2.I.171228_0203.C.058178.005606N3754.0060.nh.fits,2017-12-28T02:03:00.000,C,160,727.085613426,13.6772109998,-37.6201896918,24.2666070634,7.90522079945,20.0289461345,0.138028145482,21.0641280064
N300-1.Q2.I.171213_1011.A.032777.005606N3754.0060.nh.fits,2017-12-13T10:11:00.000,A,161,712.42474537,13.677212604,-37.6201859144,36.5508068993,10.0268412315,19.5820917019,0.108838396786,20.9070905659
