Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim
N2188-1.Q2.V.170412_1803.S.003904.061035N3413.0060.nh.fits,2017-04-12T18:03:00.000,S,453,467.752106481,92.6547683403,-34.1410922913,22.8843247099,5.37894152572,20.602326965,0.205297559249,21.3072639425
N2188-1.Q2.V.170114_0717.C.049415.061035N3413.0060.nh.fits,2017-01-14T07:17:00.000,C,454,379.303703704,92.6547513111,-34.1410850688,100.877738664,25.2764238697,18.983952786,0.0445824016887,22.0616742398
N2188-1.Q2.V.161213_0642.C.042913.061035N3413.0060.nh.fits,2016-12-13T06:42:00.000,C,455,347.279837963,92.6548744052,-34.1411129576,nan,nan,nan,nan,22.0088232917
N2188-1.Q2.V.170319_0036.C.063114.061035N3413.0060.nh.fits,2017-03-19T00:36:00.000,C,456,443.025046296,92.6547586273,-34.1410791265,57.3258938084,16.694355778,19.6005093786,0.0662896974521,21.4917762594
N2188-1.Q2.V.170327_1136.A.050485.061035N3413.0060.nh.fits,2017-03-27T11:36:00.000,A,457,451.483958333,92.6547492624,-34.1410946472,52.3824337172,24.7786833015,19.6988922674,0.0447322479006,22.3768692133
N2188-1.Q2.V.161030_0807.C.034223.061035N3413.0060.nh.fits,2016-10-30T08:07:00.000,C,458,303.338530093,92.6548330544,-34.1411469414,nan,nan,nan,nan,22.6487968102
N2188-1.Q2.V.170303_1303.A.047446.061035N3413.0060.nh.fits,2017-03-03T13:03:00.000,A,459,427.543784722,92.6546970484,-34.141106597,62.2420089505,13.8306492553,19.5107486683,0.0799481735936,21.3127995764
N2188-1.Q2.V.170119_1106.A.042189.061035N3413.0060.nh.fits,2017-01-19T11:06:00.000,A,460,384.462511574,92.6547475204,-34.1410983359,84.8277052631,24.8627130031,19.1729999263,0.0446049767979,21.8129588007
N2188-1.Q2.V.170218_1414.A.045020.061035N3413.0060.nh.fits,2017-02-18T14:14:00.000,A,461,414.593541667,92.6549846125,-34.1412433138,55.44489913,7.73375389329,19.6369063423,0.142842173462,20.4428722561
N2188-1.Q2.V.161025_1626.A.029615.061035N3413.0060.nh.fits,2016-10-25T16:26:00.000,A,462,298.684965278,92.6548618227,-34.1411410484,nan,nan,nan,nan,21.5425725222
